1,0.00,0.11,0.03,0.01,-0.01,0.21
0.00,1,0.02,0.08,0.03,0.09,0.16
0.11,0.02,1,0.15,0.06,0.06,0.17
0.03,0.08,0.15,1,0.15,0.03,0.36
0.01,0.03,0.06,0.15,1,0.02,0.29
-0.01,0.09,0.06,0.03,0.02,1,0.18
0.21,0.16,0.17,0.36,0.29,0.18,1
