N/A,0.17,0.04,0.12,0.10,0.34,N/A,0.52,0.31,0.13,0.45,0.57,0.41,0.09,N/A,0.14,0.09,0.10,0.12,0.22,N/A,0.07,0.20,N/A,N/A,0.02,0.61,0.04,0.11,0.06,0.06,0.06,0.02,N/A,0.09,N/A,0.03,1,N/A,0.01,0.00,0.56,0.12,0.13,N/A,N/A,N/A,0.10
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,0.01,0.01,0.03,0.14,0.13,N/A,0.04,0.05,0.00,0.07,0.02,0.08,0.02,N/A,0.02,-0.07,0.04,0.02,-0.01,N/A,-0.06,0.00,N/A,N/A,0.10,0.01,0.02,0.01,0.06,0.04,-0.06,0.05,N/A,-0.02,N/A,-0.02,0.01,N/A,1,-0.04,0.02,-0.01,0.10,N/A,N/A,N/A,0.07
N/A,0.02,0.12,-0.02,-0.03,0.01,N/A,0.05,0.06,0.02,0.04,0.10,-0.03,-0.04,N/A,0.03,-0.01,0.01,0.02,-0.02,N/A,0.06,0.04,N/A,N/A,-0.05,0.09,0.01,-0.04,-0.02,-0.02,-0.02,0.11,N/A,-0.03,N/A,0.03,0.00,N/A,-0.04,1,0.09,-0.04,0.03,N/A,N/A,N/A,-0.01
N/A,0.06,0.08,0.16,0.24,0.54,N/A,0.75,0.45,0.17,0.46,0.74,0.51,0.11,N/A,0.14,0.15,0.11,0.17,0.32,N/A,0.13,0.17,N/A,N/A,0.07,0.74,0.10,0.08,0.16,0.09,0.05,0.05,N/A,0.16,N/A,0.05,0.56,N/A,0.02,0.09,1,0.10,0.21,N/A,N/A,N/A,0.06
N/A,0.09,0.02,0.76,0.06,0.09,N/A,0.09,0.09,-0.01,0.17,0.09,0.04,0.81,N/A,0.08,0.03,0.06,-0.00,0.01,N/A,-0.07,0.06,N/A,N/A,-0.00,0.11,-0.05,-0.00,0.05,-0.02,-0.01,0.03,N/A,-0.01,N/A,0.04,0.12,N/A,-0.01,-0.04,0.10,1,0.05,N/A,N/A,N/A,0.00
N/A,0.02,0.02,0.04,0.07,0.16,N/A,0.17,0.17,0.14,0.15,0.22,0.12,0.02,N/A,0.09,0.01,0.07,0.14,0.00,N/A,0.06,0.02,N/A,N/A,-0.01,0.24,0.00,0.03,0.22,0.08,0.05,-0.00,N/A,0.03,N/A,0.09,0.13,N/A,0.10,0.03,0.21,0.05,1,N/A,N/A,N/A,0.10
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,-0.02,-0.05,-0.00,0.07,0.10,N/A,0.06,-0.02,0.08,0.00,0.08,0.18,0.01,N/A,-0.00,-0.09,-0.01,0.07,0.01,N/A,-0.07,0.06,N/A,N/A,0.05,0.10,-0.08,0.08,-0.01,-0.00,0.05,0.01,N/A,0.14,N/A,-0.02,0.10,N/A,0.07,-0.01,0.06,0.00,0.10,N/A,N/A,N/A,1
