N/A,0.08,-0.05,0.04,N/A,0.02,0.01,-0.01,0.07,-0.03,1,0.06,-0.02,0.06,0.15,N/A,0.11,0.02,0.08,0.03,N/A,N/A,0.01,0.01,0.02,-0.04,N/A,0.05,N/A,N/A,N/A,-0.02,0.12,N/A,0.09,N/A,N/A,0.05,N/A,0.00,0.05,0.02,N/A,0.12,0.16,0.07,0.00,0.02,-0.04,-0.02,0.01,0.02,0.00,0.01,0.06,-0.01,N/A,0.03
N/A,-0.03,0.01,0.78,N/A,0.19,0.01,0.05,-0.04,-0.05,0.06,1,0.08,0.08,0.36,N/A,0.30,-0.07,0.04,0.02,N/A,N/A,0.06,0.71,-0.03,-0.01,N/A,0.78,N/A,N/A,N/A,0.01,-0.10,N/A,-0.04,N/A,N/A,0.13,N/A,0.01,-0.01,0.96,N/A,0.08,0.01,0.07,-0.06,0.05,0.01,0.04,-0.05,0.82,0.10,0.03,-0.01,-0.01,N/A,0.02
N/A,0.05,-0.07,0.02,N/A,0.02,0.10,0.01,0.24,0.02,-0.02,0.08,1,0.12,-0.02,N/A,0.18,0.07,0.08,0.00,N/A,N/A,-0.01,0.03,-0.04,0.13,N/A,0.12,N/A,N/A,N/A,0.04,0.04,N/A,0.22,N/A,N/A,0.05,N/A,0.04,-0.05,0.09,N/A,-0.09,-0.05,-0.01,0.05,-0.02,0.04,0.01,-0.03,0.01,0.08,0.04,0.02,0.06,N/A,0.06
N/A,-0.00,0.02,-0.02,N/A,-0.06,-0.01,-0.05,0.06,0.07,0.06,0.08,0.12,1,0.04,N/A,0.08,-0.04,0.11,0.05,N/A,N/A,0.15,0.04,-0.01,0.11,N/A,0.05,N/A,N/A,N/A,0.05,0.08,N/A,0.06,N/A,N/A,0.05,N/A,-0.00,0.03,0.09,N/A,0.07,-0.02,-0.11,-0.02,0.34,-0.01,0.09,-0.04,0.03,0.09,-0.01,0.01,0.04,N/A,-0.09
N/A,-0.06,0.24,0.31,N/A,-0.04,0.00,0.01,0.02,-0.06,0.15,0.36,-0.02,0.04,1,N/A,0.01,0.09,0.00,0.08,N/A,N/A,-0.02,0.39,-0.05,-0.02,N/A,0.30,N/A,N/A,N/A,-0.02,0.03,N/A,0.02,N/A,N/A,0.11,N/A,0.01,-0.01,0.31,N/A,0.11,-0.02,0.12,-0.02,0.04,-0.00,0.04,0.01,0.46,-0.03,0.03,-0.03,-0.01,N/A,0.08
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,0.03,-0.04,0.23,N/A,0.06,0.06,0.02,0.15,-0.06,0.11,0.30,0.18,0.08,0.01,N/A,1,-0.06,0.28,-0.00,N/A,N/A,0.12,0.21,0.04,0.05,N/A,0.33,N/A,N/A,N/A,0.03,0.14,N/A,0.13,N/A,N/A,0.16,N/A,0.05,-0.04,0.31,N/A,0.12,-0.03,0.01,-0.02,0.01,0.05,-0.05,-0.03,0.23,0.12,0.04,0.07,0.22,N/A,0.09
N/A,0.02,0.01,-0.04,N/A,-0.01,-0.00,0.00,0.07,0.01,0.02,-0.07,0.07,-0.04,0.09,N/A,-0.06,1,0.07,-0.04,N/A,N/A,0.00,-0.03,-0.05,0.04,N/A,-0.07,N/A,N/A,N/A,0.05,0.05,N/A,0.05,N/A,N/A,0.10,N/A,-0.06,0.08,-0.07,N/A,0.01,0.08,-0.02,0.08,0.01,0.04,-0.01,0.00,-0.05,0.02,-0.01,-0.05,-0.00,N/A,0.07
N/A,-0.02,-0.03,0.00,N/A,0.15,0.01,-0.00,0.19,-0.06,0.08,0.04,0.08,0.11,0.00,N/A,0.28,0.07,1,0.02,N/A,N/A,0.05,0.05,0.01,0.01,N/A,0.05,N/A,N/A,N/A,0.04,0.08,N/A,0.20,N/A,N/A,0.07,N/A,0.05,0.15,0.05,N/A,0.15,-0.03,0.06,0.05,0.05,0.08,0.02,-0.03,0.04,0.01,0.03,-0.02,0.10,N/A,0.04
N/A,0.02,0.11,0.05,N/A,0.01,-0.09,-0.04,0.03,0.09,0.03,0.02,0.00,0.05,0.08,N/A,-0.00,-0.04,0.02,1,N/A,N/A,0.01,0.03,0.04,-0.05,N/A,0.05,N/A,N/A,N/A,-0.01,0.09,N/A,0.03,N/A,N/A,0.13,N/A,-0.01,-0.02,0.03,N/A,-0.01,0.10,-0.04,-0.01,-0.06,-0.06,-0.03,-0.01,0.04,0.02,-0.02,0.06,0.04,N/A,-0.01
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,-0.04,-0.03,0.06,N/A,0.03,0.03,0.03,-0.04,0.08,0.01,0.06,-0.01,0.15,-0.02,N/A,0.12,0.00,0.05,0.01,N/A,N/A,1,0.03,0.03,0.10,N/A,0.05,N/A,N/A,N/A,-0.01,0.06,N/A,-0.03,N/A,N/A,0.46,N/A,0.26,0.01,0.09,N/A,0.05,0.03,0.04,-0.02,0.19,0.11,-0.08,0.03,0.04,0.06,0.01,0.07,0.04,N/A,0.08
N/A,0.18,0.01,0.73,N/A,0.13,0.02,0.06,-0.03,0.07,0.01,0.71,0.03,0.04,0.39,N/A,0.21,-0.03,0.05,0.03,N/A,N/A,0.03,1,-0.01,-0.00,N/A,0.72,N/A,N/A,N/A,0.53,-0.01,N/A,-0.03,N/A,N/A,0.14,N/A,0.04,-0.00,0.67,N/A,0.14,-0.04,0.22,0.10,-0.03,0.01,-0.04,-0.02,0.92,0.06,0.23,-0.01,0.04,N/A,-0.01
N/A,0.02,-0.05,0.05,N/A,-0.02,0.00,0.03,0.04,0.04,0.02,-0.03,-0.04,-0.01,-0.05,N/A,0.04,-0.05,0.01,0.04,N/A,N/A,0.03,-0.01,1,-0.07,N/A,-0.01,N/A,N/A,N/A,0.01,0.28,N/A,0.03,N/A,N/A,0.01,N/A,0.00,0.12,-0.04,N/A,-0.00,0.16,-0.01,0.04,0.01,0.00,-0.01,-0.02,-0.02,-0.00,0.00,0.10,0.02,N/A,-0.04
N/A,0.03,0.01,-0.02,N/A,0.02,-0.00,0.04,0.04,0.07,-0.04,-0.01,0.13,0.11,-0.02,N/A,0.05,0.04,0.01,-0.05,N/A,N/A,0.10,-0.00,-0.07,1,N/A,0.04,N/A,N/A,N/A,0.04,-0.00,N/A,0.02,N/A,N/A,0.13,N/A,0.02,0.03,0.00,N/A,0.08,0.03,-0.00,0.01,0.05,0.01,0.06,0.05,-0.02,0.21,0.04,0.13,-0.00,N/A,0.08
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,0.02,-0.01,0.82,N/A,0.27,0.01,0.00,-0.04,0.05,0.05,0.78,0.12,0.05,0.30,N/A,0.33,-0.07,0.05,0.05,N/A,N/A,0.05,0.72,-0.01,0.04,N/A,1,N/A,N/A,N/A,0.07,-0.06,N/A,-0.04,N/A,N/A,0.12,N/A,0.03,-0.00,0.78,N/A,0.10,-0.04,0.10,0.00,-0.00,0.02,-0.04,-0.02,0.81,0.13,0.09,0.00,0.04,N/A,0.07
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,0.42,-0.01,0.02,N/A,0.02,0.03,0.06,-0.02,0.07,-0.02,0.01,0.04,0.05,-0.02,N/A,0.03,0.05,0.04,-0.01,N/A,N/A,-0.01,0.53,0.01,0.04,N/A,0.07,N/A,N/A,N/A,1,0.04,N/A,-0.02,N/A,N/A,0.04,N/A,-0.01,-0.04,-0.00,N/A,0.10,-0.05,0.17,0.10,0.00,0.01,0.01,0.02,0.16,-0.04,0.18,0.03,0.01,N/A,-0.04
N/A,0.00,0.02,-0.07,N/A,-0.02,-0.02,0.05,0.08,0.02,0.12,-0.10,0.04,0.08,0.03,N/A,0.14,0.05,0.08,0.09,N/A,N/A,0.06,-0.01,0.28,-0.00,N/A,-0.06,N/A,N/A,N/A,0.04,1,N/A,0.09,N/A,N/A,0.14,N/A,0.02,0.20,-0.10,N/A,-0.01,0.24,-0.00,0.07,0.01,0.04,0.03,0.00,-0.03,0.04,0.01,0.08,0.24,N/A,0.04
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,0.01,0.05,-0.07,N/A,-0.02,0.00,0.00,0.89,-0.06,0.09,-0.04,0.22,0.06,0.02,N/A,0.13,0.05,0.20,0.03,N/A,N/A,-0.03,-0.03,0.03,0.02,N/A,-0.04,N/A,N/A,N/A,-0.02,0.09,N/A,1,N/A,N/A,0.00,N/A,0.07,0.04,-0.03,N/A,-0.01,-0.00,-0.01,0.04,-0.08,0.03,0.00,-0.04,-0.02,0.09,0.03,0.01,0.07,N/A,0.05
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,0.00,-0.06,0.15,N/A,0.05,0.11,0.03,-0.02,0.03,0.05,0.13,0.05,0.05,0.11,N/A,0.16,0.10,0.07,0.13,N/A,N/A,0.46,0.14,0.01,0.13,N/A,0.12,N/A,N/A,N/A,0.04,0.14,N/A,0.00,N/A,N/A,1,N/A,0.15,0.01,0.13,N/A,0.04,0.05,0.14,-0.02,0.08,0.02,0.12,0.03,0.14,0.11,0.06,0.11,0.06,N/A,0.01
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,-0.04,-0.04,0.03,N/A,0.01,0.06,0.02,0.06,0.13,0.00,0.01,0.04,-0.00,0.01,N/A,0.05,-0.06,0.05,-0.01,N/A,N/A,0.26,0.04,0.00,0.02,N/A,0.03,N/A,N/A,N/A,-0.01,0.02,N/A,0.07,N/A,N/A,0.15,N/A,1,0.05,0.01,N/A,0.03,0.03,0.06,-0.00,-0.08,-0.01,-0.05,0.00,0.05,0.06,0.05,-0.03,0.02,N/A,0.04
N/A,-0.02,0.07,0.01,N/A,0.03,0.01,0.08,0.01,-0.05,0.05,-0.01,-0.05,0.03,-0.01,N/A,-0.04,0.08,0.15,-0.02,N/A,N/A,0.01,-0.00,0.12,0.03,N/A,-0.00,N/A,N/A,N/A,-0.04,0.20,N/A,0.04,N/A,N/A,0.01,N/A,0.05,1,-0.02,N/A,0.05,0.36,-0.08,0.00,0.08,-0.00,-0.03,-0.05,0.01,0.01,0.00,0.03,0.03,N/A,-0.03
N/A,-0.06,0.02,0.76,N/A,0.21,0.00,0.04,-0.05,-0.01,0.02,0.96,0.09,0.09,0.31,N/A,0.31,-0.07,0.05,0.03,N/A,N/A,0.09,0.67,-0.04,0.00,N/A,0.78,N/A,N/A,N/A,-0.00,-0.10,N/A,-0.03,N/A,N/A,0.13,N/A,0.01,-0.02,1,N/A,0.09,0.02,0.06,-0.04,0.06,0.01,-0.04,-0.06,0.79,0.09,0.03,-0.02,-0.00,N/A,0.01
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,0.04,0.08,0.15,N/A,0.14,0.02,0.07,-0.03,0.04,0.12,0.08,-0.09,0.07,0.11,N/A,0.12,0.01,0.15,-0.01,N/A,N/A,0.05,0.14,-0.00,0.08,N/A,0.10,N/A,N/A,N/A,0.10,-0.01,N/A,-0.01,N/A,N/A,0.04,N/A,0.03,0.05,0.09,N/A,1,0.02,0.20,0.15,0.13,0.02,-0.03,-0.02,0.12,0.08,0.31,0.04,-0.04,N/A,0.02
N/A,-0.05,0.03,0.01,N/A,0.02,-0.03,0.08,-0.02,-0.04,0.16,0.01,-0.05,-0.02,-0.02,N/A,-0.03,0.08,-0.03,0.10,N/A,N/A,0.03,-0.04,0.16,0.03,N/A,-0.04,N/A,N/A,N/A,-0.05,0.24,N/A,-0.00,N/A,N/A,0.05,N/A,0.03,0.36,0.02,N/A,0.02,1,-0.00,-0.06,0.07,-0.03,-0.04,-0.07,-0.02,0.05,-0.03,0.15,-0.03,N/A,-0.07
N/A,-0.00,-0.00,0.25,N/A,0.01,0.01,0.07,0.01,0.01,0.07,0.07,-0.01,-0.11,0.12,N/A,0.01,-0.02,0.06,-0.04,N/A,N/A,0.04,0.22,-0.01,-0.00,N/A,0.10,N/A,N/A,N/A,0.17,-0.00,N/A,-0.01,N/A,N/A,0.14,N/A,0.06,-0.08,0.06,N/A,0.20,-0.00,1,0.28,0.05,0.01,0.02,0.01,0.18,-0.02,0.59,0.09,-0.02,N/A,0.01
N/A,-0.06,-0.01,0.11,N/A,-0.03,-0.00,0.08,0.06,0.01,0.00,-0.06,0.05,-0.02,-0.02,N/A,-0.02,0.08,0.05,-0.01,N/A,N/A,-0.02,0.10,0.04,0.01,N/A,0.00,N/A,N/A,N/A,0.10,0.07,N/A,0.04,N/A,N/A,-0.02,N/A,-0.00,0.00,-0.04,N/A,0.15,-0.06,0.28,1,-0.00,0.01,-0.03,-0.04,0.07,0.03,0.75,-0.06,0.03,N/A,0.04
N/A,0.01,-0.04,0.08,N/A,-0.06,-0.05,-0.09,-0.11,0.01,0.02,0.05,-0.02,0.34,0.04,N/A,0.01,0.01,0.05,-0.06,N/A,N/A,0.19,-0.03,0.01,0.05,N/A,-0.00,N/A,N/A,N/A,0.00,0.01,N/A,-0.08,N/A,N/A,0.08,N/A,-0.08,0.08,0.06,N/A,0.13,0.07,0.05,-0.00,1,0.01,0.16,-0.01,-0.04,0.04,0.03,0.06,0.03,N/A,-0.03
N/A,-0.02,-0.02,-0.01,N/A,0.02,-0.03,-0.07,-0.01,-0.04,-0.04,0.01,0.04,-0.01,-0.00,N/A,0.05,0.04,0.08,-0.06,N/A,N/A,0.11,0.01,0.00,0.01,N/A,0.02,N/A,N/A,N/A,0.01,0.04,N/A,0.03,N/A,N/A,0.02,N/A,-0.01,-0.00,0.01,N/A,0.02,-0.03,0.01,0.01,0.01,1,0.01,-0.05,0.00,-0.01,0.02,0.05,0.06,N/A,0.03
N/A,0.05,-0.08,-0.03,N/A,-0.01,0.06,-0.01,0.03,-0.05,-0.02,0.04,0.01,0.09,0.04,N/A,-0.05,-0.01,0.02,-0.03,N/A,N/A,-0.08,-0.04,-0.01,0.06,N/A,-0.04,N/A,N/A,N/A,0.01,0.03,N/A,0.00,N/A,N/A,0.12,N/A,-0.05,-0.03,-0.04,N/A,-0.03,-0.04,0.02,-0.03,0.16,0.01,1,-0.01,-0.05,0.05,-0.03,-0.01,-0.04,N/A,0.04
N/A,0.07,-0.02,-0.04,N/A,-0.02,-0.01,-0.02,-0.08,-0.02,0.01,-0.05,-0.03,-0.04,0.01,N/A,-0.03,0.00,-0.03,-0.01,N/A,N/A,0.03,-0.02,-0.02,0.05,N/A,-0.02,N/A,N/A,N/A,0.02,0.00,N/A,-0.04,N/A,N/A,0.03,N/A,0.00,-0.05,-0.06,N/A,-0.02,-0.07,0.01,-0.04,-0.01,-0.05,-0.01,1,-0.03,0.10,-0.00,0.10,0.01,N/A,-0.05
N/A,0.02,0.02,0.84,N/A,0.14,0.01,0.04,-0.03,0.05,0.02,0.82,0.01,0.03,0.46,N/A,0.23,-0.05,0.04,0.04,N/A,N/A,0.04,0.92,-0.02,-0.02,N/A,0.81,N/A,N/A,N/A,0.16,-0.03,N/A,-0.02,N/A,N/A,0.14,N/A,0.05,0.01,0.79,N/A,0.12,-0.02,0.18,0.07,-0.04,0.00,-0.05,-0.03,1,0.08,0.19,-0.02,0.04,N/A,0.01
N/A,-0.01,-0.00,0.08,N/A,0.04,0.02,0.02,0.07,0.05,0.00,0.10,0.08,0.09,-0.03,N/A,0.12,0.02,0.01,0.02,N/A,N/A,0.06,0.06,-0.00,0.21,N/A,0.13,N/A,N/A,N/A,-0.04,0.04,N/A,0.09,N/A,N/A,0.11,N/A,0.06,0.01,0.09,N/A,0.08,0.05,-0.02,0.03,0.04,-0.01,0.05,0.10,0.08,1,-0.01,0.06,0.04,N/A,0.06
N/A,0.00,0.00,0.21,N/A,-0.03,0.05,0.11,0.04,0.03,0.01,0.03,0.04,-0.01,0.03,N/A,0.04,-0.01,0.03,-0.02,N/A,N/A,0.01,0.23,0.00,0.04,N/A,0.09,N/A,N/A,N/A,0.18,0.01,N/A,0.03,N/A,N/A,0.06,N/A,0.05,0.00,0.03,N/A,0.31,-0.03,0.59,0.75,0.03,0.02,-0.03,-0.00,0.19,-0.01,1,0.01,0.01,N/A,-0.01
N/A,0.02,-0.01,0.02,N/A,-0.06,0.06,0.00,-0.01,0.09,0.06,-0.01,0.02,0.01,-0.03,N/A,0.07,-0.05,-0.02,0.06,N/A,N/A,0.07,-0.01,0.10,0.13,N/A,0.00,N/A,N/A,N/A,0.03,0.08,N/A,0.01,N/A,N/A,0.11,N/A,-0.03,0.03,-0.02,N/A,0.04,0.15,0.09,-0.06,0.06,0.05,-0.01,0.10,-0.02,0.06,0.01,1,-0.02,N/A,-0.02
N/A,0.02,0.06,-0.00,N/A,0.04,0.01,0.01,0.05,0.13,-0.01,-0.01,0.06,0.04,-0.01,N/A,0.22,-0.00,0.10,0.04,N/A,N/A,0.04,0.04,0.02,-0.00,N/A,0.04,N/A,N/A,N/A,0.01,0.24,N/A,0.07,N/A,N/A,0.06,N/A,0.02,0.03,-0.00,N/A,-0.04,-0.03,-0.02,0.03,0.03,0.06,-0.04,0.01,0.04,0.04,0.01,-0.02,1,N/A,-0.04
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,-0.07,0.10,0.07,N/A,0.04,0.07,-0.04,0.04,-0.10,0.03,0.02,0.06,-0.09,0.08,N/A,0.09,0.07,0.04,-0.01,N/A,N/A,0.08,-0.01,-0.04,0.08,N/A,0.07,N/A,N/A,N/A,-0.04,0.04,N/A,0.05,N/A,N/A,0.01,N/A,0.04,-0.03,0.01,N/A,0.02,-0.07,0.01,0.04,-0.03,0.03,0.04,-0.05,0.01,0.06,-0.01,-0.02,-0.04,N/A,1
