1,0.13,0.08,0.62,0.23,0.37,0.99,0.19,0.49
0.13,1,0.07,0.06,0.13,-0.05,0.17,0.08,0.07
0.08,0.07,1,0.09,0.02,0.00,0.08,0.10,0.13
0.62,0.06,0.09,1,0.15,0.20,0.64,0.24,0.53
0.23,0.13,0.02,0.15,1,0.05,0.23,0.01,0.21
0.37,-0.05,0.00,0.20,0.05,1,0.36,0.02,0.16
0.99,0.17,0.08,0.64,0.23,0.36,1,0.19,0.49
0.19,0.08,0.10,0.24,0.01,0.02,0.19,1,0.10
0.49,0.07,0.13,0.53,0.21,0.16,0.49,0.10,1
