1,-0.00,0.01,-0.00,0.01,-0.02,0.03,0.03,-0.01,-0.05,N/A
-0.00,1,-0.03,0.10,0.03,0.05,0.12,0.02,0.06,-0.06,N/A
0.01,-0.03,1,0.05,-0.00,0.03,0.02,0.14,0.01,-0.02,N/A
-0.00,0.10,0.05,1,0.13,0.04,0.14,0.09,0.11,-0.03,N/A
0.01,0.03,-0.00,0.13,1,0.03,0.05,0.00,0.02,-0.01,N/A
-0.02,0.05,0.03,0.04,0.03,1,0.04,-0.02,0.02,0.02,N/A
0.03,0.12,0.02,0.14,0.05,0.04,1,0.08,0.03,0.17,N/A
0.03,0.02,0.14,0.09,0.00,-0.02,0.08,1,-0.05,0.02,N/A
-0.01,0.06,0.01,0.11,0.02,0.02,0.03,-0.05,1,0.04,N/A
-0.05,-0.06,-0.02,-0.03,-0.01,0.02,0.17,0.02,0.04,1,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
