1,0.11,0.23,0.06,0.16,N/A,0.17,0.08,0.04,0.03,0.16,0.01,-0.05,0.05,-0.01,0.07,-0.06,0.09,0.00,N/A,0.06,-0.00,0.10,0.20,0.06,-0.01,0.03,0.13,0.03,N/A,-0.09,0.13,0.11,-0.05,-0.02,0.02,0.17,0.13,N/A
0.11,1,0.46,0.00,0.30,N/A,0.46,0.09,0.06,0.11,0.27,0.08,0.09,0.11,0.04,0.01,-0.01,0.20,0.11,N/A,0.11,0.02,0.21,0.26,0.03,0.07,0.20,0.67,0.14,N/A,0.00,0.43,0.16,0.09,0.01,0.04,0.44,0.14,N/A
0.23,0.46,1,0.04,0.44,N/A,0.86,0.20,0.17,0.08,0.38,0.05,0.17,0.14,0.16,0.09,0.04,0.23,0.20,N/A,0.15,0.14,0.40,0.44,0.09,0.12,0.23,0.60,0.18,N/A,0.10,0.78,0.29,0.17,0.10,0.20,0.54,0.02,N/A
0.06,0.00,0.04,1,0.05,N/A,0.07,0.01,-0.07,-0.03,0.01,-0.03,0.06,-0.00,0.09,0.25,0.04,0.06,-0.08,N/A,0.04,0.03,0.03,0.05,-0.06,0.13,-0.00,-0.00,0.06,N/A,0.07,0.03,-0.03,0.06,-0.02,0.12,-0.02,0.00,N/A
0.16,0.30,0.44,0.05,1,N/A,0.45,0.33,0.08,0.06,0.91,0.05,0.10,0.10,0.10,0.02,-0.05,0.17,0.10,N/A,0.11,0.04,0.23,0.30,0.05,0.10,0.14,0.40,0.10,N/A,0.04,0.43,0.17,0.10,0.03,0.12,0.39,0.02,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.17,0.46,0.86,0.07,0.45,N/A,1,0.23,0.17,0.09,0.37,0.06,0.55,0.19,0.42,0.05,0.19,0.25,0.18,N/A,0.17,0.10,0.42,0.42,0.13,0.30,0.30,0.65,0.18,N/A,0.37,0.85,0.29,0.55,0.21,0.17,0.56,0.08,N/A
0.08,0.09,0.20,0.01,0.33,N/A,0.23,1,-0.01,0.02,0.30,0.02,0.12,0.03,0.11,-0.03,0.01,0.07,0.07,N/A,0.05,0.14,0.11,0.14,0.13,0.09,0.07,0.19,0.04,N/A,0.04,0.23,0.16,0.12,0.04,0.29,0.12,-0.04,N/A
0.04,0.06,0.17,-0.07,0.08,N/A,0.17,-0.01,1,0.04,0.09,0.07,-0.00,0.06,-0.00,-0.01,-0.00,0.17,0.38,N/A,0.02,0.01,0.16,0.08,-0.04,0.07,0.13,0.16,0.01,N/A,-0.00,0.19,0.13,-0.00,0.04,0.00,0.21,-0.02,N/A
0.03,0.11,0.08,-0.03,0.06,N/A,0.09,0.02,0.04,1,0.04,0.86,-0.01,0.02,0.10,0.04,0.05,0.08,0.02,N/A,0.06,-0.02,0.05,0.12,0.02,-0.02,0.80,0.12,-0.02,N/A,0.02,0.12,0.15,-0.01,0.05,0.03,0.18,-0.02,N/A
