1,0.02,0.03,0.03,N/A,-0.02,0.03,-0.00,0.05,0.12,-0.04,0.03
0.02,1,0.02,0.10,N/A,0.13,0.02,0.18,0.06,0.18,0.24,-0.00
0.03,0.02,1,0.05,N/A,-0.03,0.05,-0.02,0.06,0.15,-0.01,0.06
0.03,0.10,0.05,1,N/A,0.10,0.10,0.01,0.08,0.14,-0.06,-0.01
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
-0.02,0.13,-0.03,0.10,N/A,1,0.10,0.07,0.18,0.18,0.03,0.12
0.03,0.02,0.05,0.10,N/A,0.10,1,0.02,0.03,0.13,0.01,0.03
-0.00,0.18,-0.02,0.01,N/A,0.07,0.02,1,0.04,0.17,0.07,-0.03
0.05,0.06,0.06,0.08,N/A,0.18,0.03,0.04,1,0.21,0.01,0.03
0.12,0.18,0.15,0.14,N/A,0.18,0.13,0.17,0.21,1,0.20,0.07
-0.04,0.24,-0.01,-0.06,N/A,0.03,0.01,0.07,0.01,0.20,1,-0.00
0.03,-0.00,0.06,-0.01,N/A,0.12,0.03,-0.03,0.03,0.07,-0.00,1
