1,-0.00,N/A,0.00,-0.04,0.09,-0.01,0.04,0.00,-0.04,-0.05,-0.06,-0.00,N/A,-0.04,0.01,N/A,-0.01,0.04,0.02,0.03,0.14,N/A,-0.01,0.11,-0.04,0.02,-0.09,0.04,0.14,-0.05,N/A,0.07,-0.03,-0.02,-0.02,N/A,-0.04,-0.02,0.00,N/A,0.02,0.02,N/A,0.03,-0.02,0.05,-0.02,-0.06,-0.06,0.01,-0.02,N/A,-0.00,0.12,-0.02,0.02,0.04,-0.01,0.02,N/A
-0.00,1,N/A,-0.04,-0.00,0.04,0.14,0.11,0.06,0.09,0.14,0.14,0.18,N/A,0.01,0.18,N/A,0.11,0.02,0.23,0.02,0.13,N/A,0.15,0.01,0.03,0.07,0.14,0.12,-0.04,-0.00,N/A,0.06,-0.01,0.10,0.12,N/A,0.15,0.01,0.03,N/A,-0.02,0.04,N/A,0.03,0.02,0.14,0.07,0.10,0.09,0.04,0.00,N/A,-0.01,0.06,-0.04,0.02,0.05,0.03,0.02,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.00,-0.04,N/A,1,-0.02,-0.08,0.02,0.01,-0.05,0.06,-0.05,0.12,0.05,N/A,0.07,0.00,N/A,-0.03,-0.01,-0.05,0.06,0.04,N/A,-0.04,-0.01,0.00,-0.01,-0.06,0.05,0.04,-0.02,N/A,-0.03,-0.05,-0.04,0.04,N/A,-0.04,-0.04,-0.04,N/A,-0.00,0.07,N/A,0.03,0.03,0.05,0.06,-0.04,0.04,-0.04,-0.01,N/A,-0.03,0.03,-0.04,-0.03,0.00,0.01,0.03,N/A
-0.04,-0.00,N/A,-0.02,1,-0.05,0.02,0.04,0.03,-0.02,-0.04,0.08,0.05,N/A,-0.02,-0.15,N/A,0.04,0.03,0.03,-0.02,-0.07,N/A,-0.04,-0.02,-0.01,-0.05,-0.04,0.01,0.03,0.06,N/A,0.12,0.00,0.05,-0.03,N/A,-0.01,-0.05,0.06,N/A,-0.02,0.03,N/A,0.06,-0.05,0.04,-0.01,-0.01,-0.02,0.23,0.04,N/A,-0.04,0.10,-0.08,0.01,-0.00,-0.04,0.02,N/A
0.09,0.04,N/A,-0.08,-0.05,1,0.23,0.13,-0.06,-0.01,0.04,0.46,0.15,N/A,0.07,-0.03,N/A,0.06,0.03,0.07,0.10,0.09,N/A,0.09,0.12,-0.07,-0.06,0.05,0.05,0.17,-0.02,N/A,0.00,0.03,0.05,0.06,N/A,0.06,0.02,-0.02,N/A,0.00,-0.01,N/A,0.06,0.04,0.16,0.00,0.03,0.02,0.15,-0.00,N/A,0.01,0.11,0.12,-0.03,0.06,-0.01,0.11,N/A
-0.01,0.14,N/A,0.02,0.02,0.23,1,-0.02,-0.09,0.06,0.04,0.30,-0.05,N/A,0.06,0.04,N/A,0.05,0.01,0.22,0.11,0.02,N/A,0.12,-0.03,-0.07,-0.12,0.01,0.02,0.02,-0.03,N/A,-0.01,-0.00,0.01,0.09,N/A,0.03,-0.07,-0.05,N/A,-0.07,-0.05,N/A,-0.00,0.03,0.03,0.01,0.04,0.01,0.00,-0.01,N/A,-0.03,0.09,-0.04,-0.02,-0.04,0.02,0.06,N/A
0.04,0.11,N/A,0.01,0.04,0.13,-0.02,1,0.20,0.11,0.09,0.13,0.02,N/A,0.12,-0.04,N/A,0.07,0.05,0.13,0.05,0.20,N/A,0.06,0.12,0.16,0.20,0.08,0.04,-0.03,0.09,N/A,0.09,0.03,0.07,0.07,N/A,0.09,-0.02,0.02,N/A,0.05,0.28,N/A,0.15,0.16,0.27,0.13,0.03,0.04,0.06,-0.01,N/A,0.05,0.15,-0.00,0.01,0.02,0.04,0.16,N/A
0.00,0.06,N/A,-0.05,0.03,-0.06,-0.09,0.20,1,0.04,0.12,-0.01,-0.02,N/A,-0.09,0.01,N/A,0.09,0.05,0.11,0.02,0.07,N/A,0.15,0.02,0.12,0.03,0.00,-0.04,-0.00,0.16,N/A,-0.02,0.09,0.03,0.13,N/A,0.04,-0.06,0.06,N/A,0.02,0.06,N/A,-0.03,0.08,0.02,0.12,0.02,0.05,0.10,0.05,N/A,0.09,-0.01,-0.09,0.11,0.03,0.06,0.09,N/A
-0.04,0.09,N/A,0.06,-0.02,-0.01,0.06,0.11,0.04,1,0.22,0.11,-0.06,N/A,-0.02,0.05,N/A,0.19,-0.01,0.17,0.03,0.02,N/A,0.17,-0.01,0.01,0.03,0.03,0.03,0.10,0.13,N/A,0.13,0.03,0.11,0.16,N/A,0.06,0.05,-0.04,N/A,-0.01,0.06,N/A,0.05,0.07,0.27,0.12,0.07,0.08,-0.03,0.03,N/A,0.42,0.17,0.09,-0.00,0.02,0.16,0.48,N/A
-0.05,0.14,N/A,-0.05,-0.04,0.04,0.04,0.09,0.12,0.22,1,0.14,-0.03,N/A,-0.01,-0.02,N/A,0.84,0.01,0.41,-0.02,0.07,N/A,0.79,-0.03,0.02,0.06,0.07,0.05,0.01,-0.00,N/A,0.06,-0.01,0.15,0.82,N/A,0.03,0.05,-0.07,N/A,-0.02,0.09,N/A,0.03,0.07,0.06,0.14,0.09,-0.04,-0.04,-0.01,N/A,0.19,0.10,0.01,-0.03,0.23,0.16,0.08,N/A
-0.06,0.14,N/A,0.12,0.08,0.46,0.30,0.13,-0.01,0.11,0.14,1,0.02,N/A,0.14,0.00,N/A,0.15,0.06,0.17,0.13,0.04,N/A,0.13,-0.01,0.01,-0.04,0.02,0.07,0.05,0.02,N/A,-0.06,0.06,0.03,0.13,N/A,0.01,0.03,0.03,N/A,0.01,0.00,N/A,0.07,-0.04,0.14,0.09,0.01,-0.01,0.04,0.02,N/A,0.06,0.08,0.02,-0.05,0.04,0.04,0.12,N/A
-0.00,0.18,N/A,0.05,0.05,0.15,-0.05,0.02,-0.02,-0.06,-0.03,0.02,1,N/A,0.01,0.11,N/A,-0.05,0.08,0.00,0.11,-0.10,N/A,0.03,0.14,-0.01,-0.02,0.03,-0.01,0.00,0.08,N/A,-0.02,-0.02,0.01,0.01,N/A,0.06,-0.03,-0.03,N/A,-0.01,0.08,N/A,0.02,-0.03,0.00,-0.04,0.01,0.02,0.09,-0.01,N/A,-0.02,0.11,-0.07,-0.02,-0.04,-0.04,-0.03,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
-0.04,0.01,N/A,0.07,-0.02,0.07,0.06,0.12,-0.09,-0.02,-0.01,0.14,0.01,N/A,1,0.01,N/A,0.04,0.05,-0.05,0.03,0.04,N/A,0.02,-0.00,0.01,0.01,0.01,-0.03,-0.00,0.06,N/A,0.00,-0.01,-0.08,0.02,N/A,0.01,0.02,-0.19,N/A,0.06,0.05,N/A,-0.00,0.01,0.01,0.02,0.01,-0.03,-0.09,-0.03,N/A,-0.04,0.01,0.05,-0.06,0.03,0.00,-0.02,N/A
0.01,0.18,N/A,0.00,-0.15,-0.03,0.04,-0.04,0.01,0.05,-0.02,0.00,0.11,N/A,0.01,1,N/A,-0.07,0.10,-0.00,0.02,-0.05,N/A,-0.03,0.04,0.01,-0.03,0.08,0.07,0.02,0.15,N/A,0.00,0.07,-0.03,-0.04,N/A,0.09,-0.01,-0.03,N/A,-0.01,0.05,N/A,0.02,0.04,0.07,0.05,0.03,0.00,-0.00,-0.01,N/A,0.03,-0.04,0.08,0.03,0.02,-0.02,0.04,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
-0.01,0.11,N/A,-0.03,0.04,0.06,0.05,0.07,0.09,0.19,0.84,0.15,-0.05,N/A,0.04,-0.07,N/A,1,-0.02,0.36,-0.02,0.04,N/A,0.76,0.04,-0.00,0.03,0.02,0.02,0.06,0.01,N/A,0.04,-0.02,0.10,0.78,N/A,0.04,-0.02,-0.04,N/A,-0.00,0.04,N/A,0.02,0.05,0.08,0.13,0.03,0.00,-0.03,-0.05,N/A,0.21,0.07,-0.05,-0.04,0.13,0.02,0.01,N/A
0.04,0.02,N/A,-0.01,0.03,0.03,0.01,0.05,0.05,-0.01,0.01,0.06,0.08,N/A,0.05,0.10,N/A,-0.02,1,0.04,0.01,-0.03,N/A,0.00,0.10,0.02,-0.03,0.04,0.09,0.02,0.09,N/A,-0.08,0.01,-0.03,0.01,N/A,0.02,0.01,-0.00,N/A,0.04,0.03,N/A,0.02,-0.01,0.04,0.08,0.07,-0.09,0.02,0.08,N/A,-0.01,0.07,0.03,0.03,-0.00,0.00,0.09,N/A
0.02,0.23,N/A,-0.05,0.03,0.07,0.22,0.13,0.11,0.17,0.41,0.17,0.00,N/A,-0.05,-0.00,N/A,0.36,0.04,1,0.07,0.08,N/A,0.38,-0.03,0.02,0.06,0.08,0.02,0.01,0.08,N/A,0.16,-0.01,0.14,0.35,N/A,0.10,0.12,0.03,N/A,0.02,0.12,N/A,0.04,0.07,0.15,0.10,0.10,0.00,0.03,0.05,N/A,0.13,0.11,-0.07,-0.02,0.05,0.09,0.08,N/A
0.03,0.02,N/A,0.06,-0.02,0.10,0.11,0.05,0.02,0.03,-0.02,0.13,0.11,N/A,0.03,0.02,N/A,-0.02,0.01,0.07,1,-0.00,N/A,0.00,0.12,0.10,-0.02,0.06,0.01,0.09,0.09,N/A,0.07,0.06,-0.08,-0.01,N/A,0.21,0.04,-0.04,N/A,0.11,0.00,N/A,0.05,0.03,0.06,0.03,-0.02,0.09,-0.03,0.01,N/A,0.04,0.03,0.07,-0.01,0.00,0.04,0.03,N/A
0.14,0.13,N/A,0.04,-0.07,0.09,0.02,0.20,0.07,0.02,0.07,0.04,-0.10,N/A,0.04,-0.05,N/A,0.04,-0.03,0.08,-0.00,1,N/A,0.04,0.07,0.01,0.21,-0.00,0.05,0.08,-0.04,N/A,0.12,-0.00,0.08,0.05,N/A,0.06,-0.01,-0.02,N/A,0.05,0.02,N/A,0.02,0.16,0.10,0.09,-0.08,-0.01,-0.00,-0.02,N/A,0.05,0.01,0.07,-0.05,0.06,-0.02,0.03,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
-0.01,0.15,N/A,-0.04,-0.04,0.09,0.12,0.06,0.15,0.17,0.79,0.13,0.03,N/A,0.02,-0.03,N/A,0.76,0.00,0.38,0.00,0.04,N/A,1,0.02,0.04,0.09,0.11,0.06,0.08,-0.02,N/A,0.03,-0.01,0.08,0.96,N/A,0.06,0.05,-0.08,N/A,-0.00,0.03,N/A,0.02,0.14,0.03,0.18,0.02,0.00,-0.02,0.01,N/A,0.03,0.05,-0.02,0.00,0.06,-0.00,0.03,N/A
0.11,0.01,N/A,-0.01,-0.02,0.12,-0.03,0.12,0.02,-0.01,-0.03,-0.01,0.14,N/A,-0.00,0.04,N/A,0.04,0.10,-0.03,0.12,0.07,N/A,0.02,1,0.02,0.05,0.01,0.00,0.08,0.01,N/A,0.12,0.02,-0.06,-0.02,N/A,0.00,0.07,-0.00,N/A,0.03,0.11,N/A,-0.01,-0.04,0.05,0.14,0.04,-0.03,0.14,0.03,N/A,0.03,0.13,-0.01,0.01,0.04,0.06,0.09,N/A
-0.04,0.03,N/A,0.00,-0.01,-0.07,-0.07,0.16,0.12,0.01,0.02,0.01,-0.01,N/A,0.01,0.01,N/A,-0.00,0.02,0.02,0.10,0.01,N/A,0.04,0.02,1,0.10,0.03,0.03,0.02,-0.01,N/A,0.07,-0.02,0.02,0.05,N/A,0.10,0.13,0.05,N/A,0.06,0.03,N/A,0.04,0.20,0.07,0.08,0.02,0.06,-0.02,-0.08,N/A,-0.01,-0.01,0.02,0.06,-0.01,0.01,0.06,N/A
