0.02,0.07,N/A,-0.01,-0.05,-0.06,-0.12,0.20,0.03,0.03,0.06,-0.04,-0.02,N/A,0.01,-0.03,N/A,0.03,-0.03,0.06,-0.02,0.21,N/A,0.09,0.05,0.10,1,-0.04,0.14,-0.10,0.09,N/A,0.15,0.01,0.01,0.09,N/A,0.01,0.02,0.00,N/A,0.06,0.10,N/A,0.06,0.08,0.08,0.40,-0.02,-0.01,-0.01,-0.02,N/A,-0.01,-0.07,-0.02,-0.01,0.02,0.03,-0.00,N/A
-0.09,0.14,N/A,-0.06,-0.04,0.05,0.01,0.08,0.00,0.03,0.07,0.02,0.03,N/A,0.01,0.08,N/A,0.02,0.04,0.08,0.06,-0.00,N/A,0.11,0.01,0.03,-0.04,1,0.01,0.01,0.03,N/A,0.08,0.02,0.00,0.12,N/A,0.04,0.06,-0.03,N/A,0.02,0.01,N/A,0.03,0.08,0.19,0.20,0.06,-0.06,0.08,-0.05,N/A,0.03,0.08,0.10,0.09,0.07,0.07,0.02,N/A
0.04,0.12,N/A,0.05,0.01,0.05,0.02,0.04,-0.04,0.03,0.05,0.07,-0.01,N/A,-0.03,0.07,N/A,0.02,0.09,0.02,0.01,0.05,N/A,0.06,0.00,0.03,0.14,0.01,1,0.01,0.09,N/A,0.06,0.02,-0.01,0.05,N/A,-0.01,0.07,-0.03,N/A,0.04,0.08,N/A,0.02,0.21,0.13,0.15,0.00,0.01,-0.03,-0.10,N/A,0.02,0.11,0.07,0.04,0.07,0.03,0.07,N/A
0.14,-0.04,N/A,0.04,0.03,0.17,0.02,-0.03,-0.00,0.10,0.01,0.05,0.00,N/A,-0.00,0.02,N/A,0.06,0.02,0.01,0.09,0.08,N/A,0.08,0.08,0.02,-0.10,0.01,0.01,1,0.03,N/A,0.01,0.01,-0.01,0.06,N/A,-0.02,-0.04,0.03,N/A,0.02,-0.03,N/A,0.05,0.02,0.11,-0.01,0.03,0.04,0.07,-0.05,N/A,0.04,0.02,0.02,0.03,0.02,0.07,0.20,N/A
-0.05,-0.00,N/A,-0.02,0.06,-0.02,-0.03,0.09,0.16,0.13,-0.00,0.02,0.08,N/A,0.06,0.15,N/A,0.01,0.09,0.08,0.09,-0.04,N/A,-0.02,0.01,-0.01,0.09,0.03,0.09,0.03,1,N/A,0.11,-0.03,0.00,-0.02,N/A,0.03,-0.01,-0.05,N/A,0.08,0.05,N/A,0.03,0.12,0.10,0.06,-0.03,-0.02,0.12,0.05,N/A,0.07,0.03,-0.04,0.03,0.11,-0.04,0.08,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.07,0.06,N/A,-0.03,0.12,0.00,-0.01,0.09,-0.02,0.13,0.06,-0.06,-0.02,N/A,0.00,0.00,N/A,0.04,-0.08,0.16,0.07,0.12,N/A,0.03,0.12,0.07,0.15,0.08,0.06,0.01,0.11,N/A,1,-0.05,0.09,0.04,N/A,0.05,0.10,0.07,N/A,0.04,0.20,N/A,0.05,0.12,0.13,0.17,0.04,0.03,0.12,-0.02,N/A,0.11,0.05,0.07,0.04,0.11,0.04,0.09,N/A
-0.03,-0.01,N/A,-0.05,0.00,0.03,-0.00,0.03,0.09,0.03,-0.01,0.06,-0.02,N/A,-0.01,0.07,N/A,-0.02,0.01,-0.01,0.06,-0.00,N/A,-0.01,0.02,-0.02,0.01,0.02,0.02,0.01,-0.03,N/A,-0.05,1,-0.05,-0.01,N/A,-0.01,0.07,0.06,N/A,0.03,-0.01,N/A,0.01,0.04,0.02,0.02,0.02,0.00,0.02,0.03,N/A,0.02,-0.03,0.00,0.02,0.02,0.01,-0.03,N/A
-0.02,0.10,N/A,-0.04,0.05,0.05,0.01,0.07,0.03,0.11,0.15,0.03,0.01,N/A,-0.08,-0.03,N/A,0.10,-0.03,0.14,-0.08,0.08,N/A,0.08,-0.06,0.02,0.01,0.00,-0.01,-0.01,0.00,N/A,0.09,-0.05,1,0.08,N/A,-0.03,0.06,0.06,N/A,0.05,0.06,N/A,0.06,0.07,0.08,0.05,0.01,0.02,0.04,0.01,N/A,0.04,0.05,0.03,0.01,0.02,0.01,0.09,N/A
-0.02,0.12,N/A,0.04,-0.03,0.06,0.09,0.07,0.13,0.16,0.82,0.13,0.01,N/A,0.02,-0.04,N/A,0.78,0.01,0.35,-0.01,0.05,N/A,0.96,-0.02,0.05,0.09,0.12,0.05,0.06,-0.02,N/A,0.04,-0.01,0.08,1,N/A,0.03,0.04,-0.08,N/A,0.00,0.05,N/A,0.02,0.14,0.02,0.17,0.02,0.00,-0.04,0.01,N/A,0.03,0.04,0.00,-0.01,0.07,0.01,0.01,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
-0.04,0.15,N/A,-0.04,-0.01,0.06,0.03,0.09,0.04,0.06,0.03,0.01,0.06,N/A,0.01,0.09,N/A,0.04,0.02,0.10,0.21,0.06,N/A,0.06,0.00,0.10,0.01,0.04,-0.01,-0.02,0.03,N/A,0.05,-0.01,-0.03,0.03,N/A,1,0.05,-0.00,N/A,-0.00,0.18,N/A,0.04,0.07,0.16,0.15,0.04,0.01,0.03,0.09,N/A,-0.01,0.03,0.03,0.09,0.17,0.00,0.00,N/A
-0.02,0.01,N/A,-0.04,-0.05,0.02,-0.07,-0.02,-0.06,0.05,0.05,0.03,-0.03,N/A,0.02,-0.01,N/A,-0.02,0.01,0.12,0.04,-0.01,N/A,0.05,0.07,0.13,0.02,0.06,0.07,-0.04,-0.01,N/A,0.10,0.07,0.06,0.04,N/A,0.05,1,0.01,N/A,-0.01,-0.07,N/A,-0.00,0.06,0.12,0.04,0.16,0.01,0.03,-0.03,N/A,-0.02,0.02,0.05,-0.01,-0.05,0.04,0.08,N/A
0.00,0.03,N/A,-0.04,0.06,-0.02,-0.05,0.02,0.06,-0.04,-0.07,0.03,-0.03,N/A,-0.19,-0.03,N/A,-0.04,-0.00,0.03,-0.04,-0.02,N/A,-0.08,-0.00,0.05,0.00,-0.03,-0.03,0.03,-0.05,N/A,0.07,0.06,0.06,-0.08,N/A,-0.00,0.01,1,N/A,0.31,0.03,N/A,-0.02,0.01,0.07,0.00,-0.02,-0.03,0.03,0.03,N/A,-0.05,-0.03,0.06,-0.02,0.03,-0.01,0.00,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.02,-0.02,N/A,-0.00,-0.02,0.00,-0.07,0.05,0.02,-0.01,-0.02,0.01,-0.01,N/A,0.06,-0.01,N/A,-0.00,0.04,0.02,0.11,0.05,N/A,-0.00,0.03,0.06,0.06,0.02,0.04,0.02,0.08,N/A,0.04,0.03,0.05,0.00,N/A,-0.00,-0.01,0.31,N/A,1,-0.01,N/A,0.03,0.03,0.06,-0.01,0.02,-0.03,0.03,-0.04,N/A,0.03,0.03,0.02,0.01,-0.00,-0.01,0.02,N/A
0.02,0.04,N/A,0.07,0.03,-0.01,-0.05,0.28,0.06,0.06,0.09,0.00,0.08,N/A,0.05,0.05,N/A,0.04,0.03,0.12,0.00,0.02,N/A,0.03,0.11,0.03,0.10,0.01,0.08,-0.03,0.05,N/A,0.20,-0.01,0.06,0.05,N/A,0.18,-0.07,0.03,N/A,-0.01,1,N/A,0.06,0.08,0.13,0.21,0.04,-0.03,-0.01,0.06,N/A,0.01,0.13,0.05,-0.01,0.11,0.06,0.17,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.03,0.03,N/A,0.03,0.06,0.06,-0.00,0.15,-0.03,0.05,0.03,0.07,0.02,N/A,-0.00,0.02,N/A,0.02,0.02,0.04,0.05,0.02,N/A,0.02,-0.01,0.04,0.06,0.03,0.02,0.05,0.03,N/A,0.05,0.01,0.06,0.02,N/A,0.04,-0.00,-0.02,N/A,0.03,0.06,N/A,1,0.05,0.14,0.04,0.03,0.01,0.01,0.01,N/A,0.04,0.06,-0.01,0.04,0.04,0.06,0.03,N/A
-0.02,0.02,N/A,0.03,-0.05,0.04,0.03,0.16,0.08,0.07,0.07,-0.04,-0.03,N/A,0.01,0.04,N/A,0.05,-0.01,0.07,0.03,0.16,N/A,0.14,-0.04,0.20,0.08,0.08,0.21,0.02,0.12,N/A,0.12,0.04,0.07,0.14,N/A,0.07,0.06,0.01,N/A,0.03,0.08,N/A,0.05,1,0.16,0.13,-0.03,0.11,0.01,-0.05,N/A,-0.03,0.03,-0.02,0.09,0.05,0.06,0.09,N/A
0.05,0.14,N/A,0.05,0.04,0.16,0.03,0.27,0.02,0.27,0.06,0.14,0.00,N/A,0.01,0.07,N/A,0.08,0.04,0.15,0.06,0.10,N/A,0.03,0.05,0.07,0.08,0.19,0.13,0.11,0.10,N/A,0.13,0.02,0.08,0.02,N/A,0.16,0.12,0.07,N/A,0.06,0.13,N/A,0.14,0.16,1,0.11,0.09,0.19,0.04,0.06,N/A,0.39,0.09,0.07,0.06,0.10,0.11,0.14,N/A
-0.02,0.07,N/A,0.06,-0.01,0.00,0.01,0.13,0.12,0.12,0.14,0.09,-0.04,N/A,0.02,0.05,N/A,0.13,0.08,0.10,0.03,0.09,N/A,0.18,0.14,0.08,0.40,0.20,0.15,-0.01,0.06,N/A,0.17,0.02,0.05,0.17,N/A,0.15,0.04,0.00,N/A,-0.01,0.21,N/A,0.04,0.13,0.11,1,0.00,-0.00,0.14,0.07,N/A,-0.01,0.00,0.05,0.03,0.03,0.03,0.05,N/A
-0.06,0.10,N/A,-0.04,-0.01,0.03,0.04,0.03,0.02,0.07,0.09,0.01,0.01,N/A,0.01,0.03,N/A,0.03,0.07,0.10,-0.02,-0.08,N/A,0.02,0.04,0.02,-0.02,0.06,0.00,0.03,-0.03,N/A,0.04,0.02,0.01,0.02,N/A,0.04,0.16,-0.02,N/A,0.02,0.04,N/A,0.03,-0.03,0.09,0.00,1,0.09,-0.02,0.08,N/A,-0.02,0.08,0.02,0.03,0.12,0.54,0.09,N/A
-0.06,0.09,N/A,0.04,-0.02,0.02,0.01,0.04,0.05,0.08,-0.04,-0.01,0.02,N/A,-0.03,0.00,N/A,0.00,-0.09,0.00,0.09,-0.01,N/A,0.00,-0.03,0.06,-0.01,-0.06,0.01,0.04,-0.02,N/A,0.03,0.00,0.02,0.00,N/A,0.01,0.01,-0.03,N/A,-0.03,-0.03,N/A,0.01,0.11,0.19,-0.00,0.09,1,-0.00,-0.02,N/A,0.05,0.04,0.01,0.02,0.02,-0.02,0.03,N/A
0.01,0.04,N/A,-0.04,0.23,0.15,0.00,0.06,0.10,-0.03,-0.04,0.04,0.09,N/A,-0.09,-0.00,N/A,-0.03,0.02,0.03,-0.03,-0.00,N/A,-0.02,0.14,-0.02,-0.01,0.08,-0.03,0.07,0.12,N/A,0.12,0.02,0.04,-0.04,N/A,0.03,0.03,0.03,N/A,0.03,-0.01,N/A,0.01,0.01,0.04,0.14,-0.02,-0.00,1,-0.02,N/A,0.05,0.13,-0.07,0.01,0.03,-0.03,0.09,N/A
-0.02,0.00,N/A,-0.01,0.04,-0.00,-0.01,-0.01,0.05,0.03,-0.01,0.02,-0.01,N/A,-0.03,-0.01,N/A,-0.05,0.08,0.05,0.01,-0.02,N/A,0.01,0.03,-0.08,-0.02,-0.05,-0.10,-0.05,0.05,N/A,-0.02,0.03,0.01,0.01,N/A,0.09,-0.03,0.03,N/A,-0.04,0.06,N/A,0.01,-0.05,0.06,0.07,0.08,-0.02,-0.02,1,N/A,-0.02,-0.05,-0.05,0.00,0.01,0.01,0.01,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
-0.00,-0.01,N/A,-0.03,-0.04,0.01,-0.03,0.05,0.09,0.42,0.19,0.06,-0.02,N/A,-0.04,0.03,N/A,0.21,-0.01,0.13,0.04,0.05,N/A,0.03,0.03,-0.01,-0.01,0.03,0.02,0.04,0.07,N/A,0.11,0.02,0.04,0.03,N/A,-0.01,-0.02,-0.05,N/A,0.03,0.01,N/A,0.04,-0.03,0.39,-0.01,-0.02,0.05,0.05,-0.02,N/A,1,-0.01,0.03,0.00,0.03,0.18,0.16,N/A
0.12,0.06,N/A,0.03,0.10,0.11,0.09,0.15,-0.01,0.17,0.10,0.08,0.11,N/A,0.01,-0.04,N/A,0.07,0.07,0.11,0.03,0.01,N/A,0.05,0.13,-0.01,-0.07,0.08,0.11,0.02,0.03,N/A,0.05,-0.03,0.05,0.04,N/A,0.03,0.02,-0.03,N/A,0.03,0.13,N/A,0.06,0.03,0.09,0.00,0.08,0.04,0.13,-0.05,N/A,-0.01,1,0.05,-0.00,0.06,0.05,0.61,N/A
