N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,1,N/A,-0.09,N/A,-0.05,0.03,N/A,-0.01,N/A,N/A,0.05,N/A,-0.03,N/A,N/A,-0.04,-0.04,-0.02,-0.01,N/A,-0.00,-0.04,N/A,N/A,N/A,0.05,N/A,-0.01,N/A,N/A,N/A,0.06,-0.01,N/A,N/A,N/A,N/A,-0.04,0.00
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,-0.09,N/A,1,N/A,-0.03,-0.05,N/A,-0.02,N/A,N/A,-0.06,N/A,0.04,N/A,N/A,0.19,0.05,-0.04,0.01,N/A,-0.00,0.07,N/A,N/A,N/A,0.05,N/A,0.03,N/A,N/A,N/A,0.02,0.03,N/A,N/A,N/A,N/A,0.06,-0.03
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,-0.05,N/A,-0.03,N/A,1,-0.01,N/A,0.05,N/A,N/A,0.02,N/A,-0.04,N/A,N/A,0.05,0.02,0.44,0.08,N/A,0.00,0.10,N/A,N/A,N/A,0.17,N/A,0.06,N/A,N/A,N/A,-0.02,-0.01,N/A,N/A,N/A,N/A,0.04,0.10
N/A,0.03,N/A,-0.05,N/A,-0.01,1,N/A,0.02,N/A,N/A,0.10,N/A,0.02,N/A,N/A,0.07,-0.00,0.01,-0.06,N/A,0.01,-0.02,N/A,N/A,N/A,-0.05,N/A,0.01,N/A,N/A,N/A,0.08,-0.01,N/A,N/A,N/A,N/A,-0.03,-0.04
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,-0.01,N/A,-0.02,N/A,0.05,0.02,N/A,1,N/A,N/A,0.10,N/A,0.02,N/A,N/A,0.11,0.01,-0.04,-0.01,N/A,0.01,-0.05,N/A,N/A,N/A,-0.07,N/A,0.09,N/A,N/A,N/A,-0.01,0.49,N/A,N/A,N/A,N/A,-0.08,0.08
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,0.05,N/A,-0.06,N/A,0.02,0.10,N/A,0.10,N/A,N/A,1,N/A,0.16,N/A,N/A,0.09,0.02,-0.04,0.05,N/A,0.03,0.03,N/A,N/A,N/A,0.01,N/A,0.00,N/A,N/A,N/A,0.04,0.10,N/A,N/A,N/A,N/A,0.09,0.10
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,-0.03,N/A,0.04,N/A,-0.04,0.02,N/A,0.02,N/A,N/A,0.16,N/A,1,N/A,N/A,0.03,0.06,0.00,-0.01,N/A,0.04,0.01,N/A,N/A,N/A,-0.01,N/A,0.01,N/A,N/A,N/A,-0.05,-0.03,N/A,N/A,N/A,N/A,0.07,0.09
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,-0.04,N/A,0.19,N/A,0.05,0.07,N/A,0.11,N/A,N/A,0.09,N/A,0.03,N/A,N/A,1,0.02,-0.05,0.15,N/A,-0.00,0.21,N/A,N/A,N/A,0.10,N/A,0.13,N/A,N/A,N/A,0.04,0.01,N/A,N/A,N/A,N/A,0.03,0.07
N/A,-0.04,N/A,0.05,N/A,0.02,-0.00,N/A,0.01,N/A,N/A,0.02,N/A,0.06,N/A,N/A,0.02,1,-0.03,-0.01,N/A,-0.05,0.01,N/A,N/A,N/A,-0.02,N/A,0.01,N/A,N/A,N/A,-0.04,-0.05,N/A,N/A,N/A,N/A,0.14,0.22
