1,0.24,0.04,-0.03,0.03,-0.01,-0.03,0.05,0.03,0.07,0.10,0.02
0.24,1,0.04,-0.02,0.11,0.14,0.10,0.11,0.06,0.07,0.12,0.07
0.04,0.04,1,0.03,0.13,0.11,-0.01,0.10,0.12,0.04,0.04,0.10
-0.03,-0.02,0.03,1,0.03,0.05,-0.06,-0.00,0.05,-0.03,0.22,0.05
0.03,0.11,0.13,0.03,1,0.03,0.00,0.03,0.14,-0.03,0.08,0.31
-0.01,0.14,0.11,0.05,0.03,1,-0.09,0.66,0.07,0.01,0.03,0.08
-0.03,0.10,-0.01,-0.06,0.00,-0.09,1,-0.04,0.06,-0.02,0.07,0.02
0.05,0.11,0.10,-0.00,0.03,0.66,-0.04,1,0.06,0.05,-0.02,0.10
0.03,0.06,0.12,0.05,0.14,0.07,0.06,0.06,1,0.13,0.06,0.07
0.07,0.07,0.04,-0.03,-0.03,0.01,-0.02,0.05,0.13,1,0.00,0.04
0.10,0.12,0.04,0.22,0.08,0.03,0.07,-0.02,0.06,0.00,1,0.11
0.02,0.07,0.10,0.05,0.31,0.08,0.02,0.10,0.07,0.04,0.11,1
