1,0.08,N/A,N/A,N/A,-0.06,0.03,N/A,N/A,-0.04,N/A,N/A,N/A,N/A,0.00,N/A,N/A,0.06,N/A,0.03,N/A,N/A,0.02
0.08,1,N/A,N/A,N/A,0.03,0.07,N/A,N/A,-0.01,N/A,N/A,N/A,N/A,0.04,N/A,N/A,-0.08,N/A,-0.00,N/A,N/A,0.08
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
-0.06,0.03,N/A,N/A,N/A,1,0.02,N/A,N/A,0.15,N/A,N/A,N/A,N/A,0.17,N/A,N/A,0.14,N/A,0.03,N/A,N/A,0.13
0.03,0.07,N/A,N/A,N/A,0.02,1,N/A,N/A,0.06,N/A,N/A,N/A,N/A,0.59,N/A,N/A,0.08,N/A,0.06,N/A,N/A,0.14
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
-0.04,-0.01,N/A,N/A,N/A,0.15,0.06,N/A,N/A,1,N/A,N/A,N/A,N/A,0.09,N/A,N/A,0.12,N/A,-0.03,N/A,N/A,0.04
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.00,0.04,N/A,N/A,N/A,0.17,0.59,N/A,N/A,0.09,N/A,N/A,N/A,N/A,1,N/A,N/A,-0.01,N/A,0.06,N/A,N/A,0.10
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.06,-0.08,N/A,N/A,N/A,0.14,0.08,N/A,N/A,0.12,N/A,N/A,N/A,N/A,-0.01,N/A,N/A,1,N/A,-0.03,N/A,N/A,0.06
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.03,-0.00,N/A,N/A,N/A,0.03,0.06,N/A,N/A,-0.03,N/A,N/A,N/A,N/A,0.06,N/A,N/A,-0.03,N/A,1,N/A,N/A,0.41
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.02,0.08,N/A,N/A,N/A,0.13,0.14,N/A,N/A,0.04,N/A,N/A,N/A,N/A,0.10,N/A,N/A,0.06,N/A,0.41,N/A,N/A,1
