1,0.74,0.88,0.78,0.11,0.84,0.81,0.03,0.81,0.64,0.48
0.74,1,0.77,0.72,0.08,0.72,0.75,0.05,0.73,0.59,0.52
0.88,0.77,1,0.86,0.09,0.99,0.88,0.04,0.88,0.70,0.43
0.78,0.72,0.86,1,0.13,0.81,0.83,0.02,0.82,0.65,0.55
0.11,0.08,0.09,0.13,1,0.06,0.13,-0.03,0.14,0.12,0.20
0.84,0.72,0.99,0.81,0.06,1,0.83,0.03,0.83,0.64,0.30
0.81,0.75,0.88,0.83,0.13,0.83,1,0.05,0.84,0.68,0.56
0.03,0.05,0.04,0.02,-0.03,0.03,0.05,1,0.03,0.04,0.17
0.81,0.73,0.88,0.82,0.14,0.83,0.84,0.03,1,0.69,0.54
0.64,0.59,0.70,0.65,0.12,0.64,0.68,0.04,0.69,1,0.50
0.48,0.52,0.43,0.55,0.20,0.30,0.56,0.17,0.54,0.50,1
