1,0.07,N/A,0.17,0.01,0.05,0.09,0.12,0.08,0.12,0.12,0.14,0.08
0.07,1,N/A,0.16,0.08,0.07,0.01,0.10,0.05,0.25,0.32,0.48,0.02
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.17,0.16,N/A,1,0.13,0.29,0.21,0.36,0.06,0.16,0.28,0.09,0.13
0.01,0.08,N/A,0.13,1,0.04,0.06,0.06,0.59,0.23,0.08,0.29,0.01
0.05,0.07,N/A,0.29,0.04,1,0.34,0.37,0.00,0.09,0.09,0.04,0.41
0.09,0.01,N/A,0.21,0.06,0.34,1,0.46,0.06,0.09,0.09,0.02,0.11
0.12,0.10,N/A,0.36,0.06,0.37,0.46,1,0.08,0.33,0.13,0.22,0.22
0.08,0.05,N/A,0.06,0.59,0.00,0.06,0.08,1,0.14,0.02,0.31,0.02
0.12,0.25,N/A,0.16,0.23,0.09,0.09,0.33,0.14,1,0.17,0.47,0.10
0.12,0.32,N/A,0.28,0.08,0.09,0.09,0.13,0.02,0.17,1,0.24,0.07
0.14,0.48,N/A,0.09,0.29,0.04,0.02,0.22,0.31,0.47,0.24,1,0.05
0.08,0.02,N/A,0.13,0.01,0.41,0.11,0.22,0.02,0.10,0.07,0.05,1
