1,0.07,0.07,0.10,0.08,0.05,0.01,0.02,N/A,0.11,N/A,-0.01,0.07,-0.01,0.00,0.01,0.08,-0.09,0.04,-0.02,-0.06,0.04,0.04,-0.03,-0.01,0.04,N/A,N/A,-0.02,N/A,-0.03,-0.03,N/A,0.06,N/A,-0.01,0.06,-0.00,0.00,0.26,0.07,N/A,0.10,N/A
0.07,1,0.06,0.11,0.43,0.13,0.18,0.11,N/A,0.05,N/A,0.16,0.09,0.16,0.18,0.03,0.56,0.22,0.08,0.19,-0.00,0.12,0.13,0.00,0.24,0.68,N/A,N/A,0.09,N/A,0.03,0.10,N/A,0.27,N/A,0.38,0.12,0.12,0.00,0.54,0.12,N/A,0.66,N/A
0.07,0.06,1,0.12,0.03,0.02,0.15,0.05,N/A,0.59,N/A,0.02,0.03,0.02,0.01,0.07,0.10,-0.02,0.02,-0.03,0.02,0.07,0.02,0.02,0.04,0.05,N/A,N/A,-0.05,N/A,0.07,0.08,N/A,0.00,N/A,0.02,-0.02,0.03,0.00,0.13,-0.04,N/A,0.08,N/A
0.10,0.11,0.12,1,0.07,-0.02,0.00,0.04,N/A,0.15,N/A,0.04,-0.04,-0.03,0.01,0.06,0.06,0.15,-0.03,0.11,0.03,0.10,0.22,0.06,0.02,0.04,N/A,N/A,-0.03,N/A,0.04,0.08,N/A,0.26,N/A,0.11,-0.04,0.04,0.05,0.10,0.07,N/A,0.07,N/A
0.08,0.43,0.03,0.07,1,0.21,0.17,0.10,N/A,0.07,N/A,0.26,0.27,0.14,0.19,0.04,0.70,0.34,0.11,0.19,0.01,0.17,0.14,0.01,0.22,0.17,N/A,N/A,0.07,N/A,0.07,0.15,N/A,0.21,N/A,0.22,0.16,0.07,-0.00,0.48,0.22,N/A,0.54,N/A
0.05,0.13,0.02,-0.02,0.21,1,0.04,-0.04,N/A,-0.00,N/A,0.02,0.02,-0.02,0.08,0.08,0.21,0.09,0.04,-0.00,0.01,-0.05,0.03,0.01,0.05,0.02,N/A,N/A,-0.02,N/A,-0.08,0.10,N/A,0.08,N/A,0.04,0.03,0.02,0.03,0.23,0.08,N/A,0.25,N/A
0.01,0.18,0.15,0.00,0.17,0.04,1,0.05,N/A,0.09,N/A,0.04,0.01,0.07,0.02,0.10,0.20,0.01,0.04,0.03,-0.01,-0.05,0.04,0.00,0.08,0.08,N/A,N/A,0.00,N/A,-0.04,0.10,N/A,-0.01,N/A,0.02,0.03,-0.04,-0.05,0.21,0.10,N/A,0.23,N/A
0.02,0.11,0.05,0.04,0.10,-0.04,0.05,1,N/A,0.08,N/A,0.08,0.05,0.02,0.07,0.00,0.10,0.08,-0.04,0.02,-0.00,0.01,0.09,0.01,0.02,0.03,N/A,N/A,-0.01,N/A,0.04,-0.06,N/A,0.09,N/A,0.11,0.16,0.04,-0.04,0.13,0.01,N/A,0.17,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.11,0.05,0.59,0.15,0.07,-0.00,0.09,0.08,N/A,1,N/A,0.02,0.05,0.01,0.02,0.08,0.11,0.10,0.04,-0.04,0.03,0.04,0.02,0.02,0.10,0.03,N/A,N/A,-0.02,N/A,0.07,-0.02,N/A,-0.01,N/A,0.01,0.16,0.07,-0.00,0.20,-0.00,N/A,0.08,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
