1,0.12,0.46,0.21,0.29,0.30,0.63,0.47,0.38,0.50,0.12,0.13,0.45,N/A,N/A,0.48,0.03,0.21,N/A,0.15,0.09,0.07,0.88,0.25,0.18,0.53,0.02,0.41,0.51,0.57,0.02,0.01,0.74,0.08,0.51,0.07,0.07,N/A,0.51,0.82,0.72,0.92,0.18,N/A,0.20,0.00,0.07,0.28,N/A,0.24,0.12
0.12,1,0.21,0.12,0.22,0.26,0.19,0.10,0.19,0.19,0.13,0.02,0.12,N/A,N/A,0.21,0.03,0.09,N/A,0.01,0.04,0.03,0.02,0.07,0.03,0.09,0.07,0.18,0.21,0.23,-0.02,0.04,0.16,0.06,0.19,0.06,0.06,N/A,0.12,0.08,0.11,0.12,0.11,N/A,0.14,-0.03,0.01,0.11,N/A,0.04,0.02
0.46,0.21,1,0.25,0.25,0.44,0.57,0.40,0.46,0.48,0.12,0.09,0.54,N/A,N/A,0.60,0.06,0.22,N/A,0.11,0.11,0.19,0.24,0.36,0.17,0.23,0.05,0.44,0.62,0.42,0.29,0.03,0.49,0.14,0.46,0.16,0.13,N/A,0.40,0.51,0.39,0.50,0.21,N/A,0.26,0.13,0.09,0.28,N/A,0.14,0.25
0.21,0.12,0.25,1,0.14,0.24,0.24,0.19,0.20,0.27,0.06,0.08,0.32,N/A,N/A,0.29,0.08,0.10,N/A,0.15,0.04,0.02,0.11,0.20,0.01,0.15,0.08,0.61,0.29,0.17,-0.02,0.02,0.22,0.04,0.24,0.07,0.05,N/A,0.24,0.21,0.26,0.23,0.10,N/A,0.15,0.06,0.02,0.18,N/A,0.08,0.13
0.29,0.22,0.25,0.14,1,0.30,0.25,0.22,0.23,0.31,0.27,0.16,0.20,N/A,N/A,0.31,0.02,0.13,N/A,0.01,0.07,0.10,0.21,0.09,0.23,0.16,0.05,0.26,0.29,0.33,-0.01,-0.01,0.26,-0.01,0.22,0.05,0.08,N/A,0.19,0.24,0.23,0.29,0.06,N/A,0.24,0.10,0.05,0.14,N/A,0.08,0.09
0.30,0.26,0.44,0.24,0.30,1,0.41,0.32,0.36,0.43,0.10,0.20,0.44,N/A,N/A,0.50,0.03,0.18,N/A,0.06,0.09,0.05,0.13,0.22,0.19,0.19,0.10,0.42,0.52,0.82,0.01,0.08,0.34,0.17,0.37,0.05,0.09,N/A,0.33,0.30,0.35,0.32,0.24,N/A,0.23,0.05,0.03,0.23,N/A,0.04,0.14
0.63,0.19,0.57,0.24,0.25,0.41,1,0.46,0.55,0.57,0.29,0.14,0.53,N/A,N/A,0.66,0.05,0.19,N/A,0.12,0.16,0.07,0.48,0.29,0.18,0.33,0.05,0.47,0.56,0.46,0.07,-0.00,0.55,0.15,0.45,0.10,0.05,N/A,0.48,0.59,0.57,0.64,0.34,N/A,0.23,0.15,0.06,0.27,N/A,0.20,0.19
0.47,0.10,0.40,0.19,0.22,0.32,0.46,1,0.38,0.44,0.06,0.14,0.36,N/A,N/A,0.50,0.02,0.31,N/A,0.16,0.11,0.01,0.37,0.17,0.23,0.66,0.11,0.36,0.49,0.38,0.03,0.04,0.45,0.03,0.58,0.19,0.04,N/A,0.50,0.45,0.47,0.49,0.14,N/A,0.20,0.04,0.03,0.26,N/A,0.09,0.21
0.38,0.19,0.46,0.20,0.23,0.36,0.55,0.38,1,0.54,0.16,0.15,0.42,N/A,N/A,0.69,0.09,0.13,N/A,0.10,0.09,0.14,0.20,0.16,0.16,0.24,0.08,0.42,0.54,0.31,0.02,0.03,0.35,0.03,0.36,0.10,0.07,N/A,0.36,0.37,0.38,0.38,0.18,N/A,0.17,0.09,0.06,0.21,N/A,0.11,0.19
0.50,0.19,0.48,0.27,0.31,0.43,0.57,0.44,0.54,1,0.20,0.17,0.44,N/A,N/A,0.66,0.04,0.22,N/A,0.09,0.14,0.14,0.32,0.23,0.17,0.30,0.11,0.46,0.60,0.39,-0.00,0.04,0.47,0.08,0.44,0.13,0.08,N/A,0.42,0.47,0.50,0.51,0.21,N/A,0.31,0.02,0.11,0.24,N/A,0.18,0.27
