1,0.06,0.02,N/A,-0.02,-0.05,N/A,0.04,-0.00,0.05,-0.07,0.40,0.09,-0.01,0.64,0.24,-0.05,0.36,0.02,0.11,0.06,0.03,0.09,0.06,0.36,0.06,0.39,0.03,0.02,N/A,0.03,N/A,-0.04,0.36,0.11,0.08,-0.01,0.40,-0.02,0.05,0.17,0.09,0.09,0.04,N/A,N/A,0.27,0.16,0.05,-0.00,-0.04,N/A,-0.02,0.23,N/A,N/A,0.07,-0.02,N/A,-0.01,0.13,-0.02,0.27,N/A
0.06,1,0.02,N/A,-0.01,-0.05,N/A,0.03,0.01,0.10,0.02,0.14,0.10,0.24,0.07,-0.00,-0.05,0.01,0.08,0.09,0.26,0.03,0.05,0.01,0.01,0.10,0.06,0.08,0.08,N/A,0.44,N/A,0.00,0.08,0.09,0.05,0.05,-0.02,0.01,1.00,-0.00,0.02,-0.00,0.06,N/A,N/A,-0.06,0.07,0.18,0.05,0.00,N/A,-0.02,-0.00,N/A,N/A,0.03,0.07,N/A,-0.01,0.04,0.01,0.15,N/A
0.02,0.02,1,N/A,0.42,-0.00,N/A,0.02,0.02,0.01,-0.02,-0.01,0.04,0.04,0.05,-0.00,-0.00,0.04,0.04,0.05,0.29,0.07,0.06,0.02,0.04,0.05,0.03,0.03,0.01,N/A,0.01,N/A,0.10,0.05,0.05,0.03,-0.00,-0.01,0.03,0.02,0.01,0.09,-0.03,0.04,N/A,N/A,0.04,0.16,0.03,0.09,-0.03,N/A,-0.05,0.12,N/A,N/A,0.06,0.02,N/A,0.02,-0.02,0.03,0.04,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
-0.02,-0.01,0.42,N/A,1,0.07,N/A,-0.01,-0.00,0.01,-0.06,0.06,0.11,-0.03,0.05,0.01,0.07,0.07,0.13,0.05,0.11,0.20,0.11,0.03,0.07,0.06,0.07,0.12,0.01,N/A,0.06,N/A,0.20,0.12,0.05,0.11,0.09,0.02,0.06,-0.01,-0.04,0.13,-0.03,-0.02,N/A,N/A,0.08,0.32,-0.05,0.01,-0.01,N/A,0.03,0.16,N/A,N/A,0.04,0.01,N/A,-0.01,0.06,0.06,0.04,N/A
-0.05,-0.05,-0.00,N/A,0.07,1,N/A,-0.02,0.00,-0.03,-0.01,-0.02,-0.01,-0.02,0.01,0.00,1.00,-0.00,-0.02,0.05,-0.02,0.09,0.01,-0.00,-0.00,0.07,-0.02,-0.00,0.12,N/A,-0.02,N/A,0.00,-0.00,0.05,-0.05,0.11,-0.04,-0.08,-0.06,0.08,-0.06,0.02,0.01,N/A,N/A,-0.07,0.01,-0.04,0.03,0.08,N/A,0.03,-0.02,N/A,N/A,-0.03,0.00,N/A,-0.05,0.05,-0.08,0.05,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.04,0.03,0.02,N/A,-0.01,-0.02,N/A,1,0.02,0.14,0.06,0.12,0.01,-0.02,0.01,0.01,-0.02,0.01,0.04,0.04,-0.00,-0.05,0.03,0.00,0.01,0.02,-0.00,0.01,0.16,N/A,0.12,N/A,-0.08,0.02,0.04,0.14,-0.04,0.04,0.00,0.02,-0.00,0.02,0.08,0.00,N/A,N/A,-0.02,0.01,-0.02,-0.00,0.06,N/A,0.02,-0.02,N/A,N/A,0.09,0.12,N/A,-0.02,0.01,0.00,-0.04,N/A
-0.00,0.01,0.02,N/A,-0.00,0.00,N/A,0.02,1,0.06,0.05,-0.01,0.07,-0.01,-0.00,0.04,0.00,0.03,0.01,0.04,-0.00,-0.01,-0.01,0.00,0.03,0.05,0.04,0.02,0.01,N/A,-0.00,N/A,-0.00,-0.01,0.04,0.07,0.04,0.00,0.04,0.02,-0.03,0.01,-0.01,0.02,N/A,N/A,-0.03,0.00,-0.03,0.12,-0.03,N/A,0.02,0.07,N/A,N/A,-0.02,0.01,N/A,-0.01,0.05,0.04,0.02,N/A
0.05,0.10,0.01,N/A,0.01,-0.03,N/A,0.14,0.06,1,0.16,0.05,0.16,0.09,0.08,0.17,-0.03,0.03,0.06,0.12,0.09,0.07,0.13,0.05,0.03,0.18,-0.01,0.01,0.11,N/A,0.14,N/A,0.05,0.00,0.12,0.22,0.15,0.11,-0.07,0.10,0.06,0.09,0.02,0.05,N/A,N/A,0.02,0.05,0.09,0.11,0.10,N/A,0.09,0.12,N/A,N/A,-0.02,0.77,N/A,0.05,0.02,-0.07,0.16,N/A
-0.07,0.02,-0.02,N/A,-0.06,-0.01,N/A,0.06,0.05,0.16,1,-0.04,0.03,0.38,-0.01,0.12,-0.01,-0.04,-0.09,0.04,0.08,0.05,0.12,0.01,-0.04,0.14,0.05,0.01,0.04,N/A,0.01,N/A,0.03,-0.04,0.04,0.34,0.17,-0.02,-0.03,0.02,-0.04,0.06,-0.01,0.21,N/A,N/A,-0.04,-0.02,0.21,-0.02,0.01,N/A,-0.06,-0.01,N/A,N/A,-0.15,0.09,N/A,-0.04,0.01,-0.03,0.02,N/A
