1,0.04,N/A,0.01,0.02,-0.05,0.09,N/A
0.04,1,N/A,0.02,0.16,-0.01,0.09,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.01,0.02,N/A,1,-0.03,0.12,-0.01,N/A
0.02,0.16,N/A,-0.03,1,0.18,0.37,N/A
-0.05,-0.01,N/A,0.12,0.18,1,-0.02,N/A
0.09,0.09,N/A,-0.01,0.37,-0.02,1,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
