N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,1,0.01,0.08,0.05,0.03,0.11,N/A,0.11,0.04,-0.00
N/A,0.01,1,-0.02,0.15,0.01,0.30,N/A,0.06,-0.01,0.29
N/A,0.08,-0.02,1,0.04,-0.01,0.12,N/A,0.11,-0.03,0.04
N/A,0.05,0.15,0.04,1,0.02,0.24,N/A,0.11,-0.05,0.05
N/A,0.03,0.01,-0.01,0.02,1,0.02,N/A,0.08,0.01,0.05
N/A,0.11,0.30,0.12,0.24,0.02,1,N/A,0.05,0.04,0.07
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,0.11,0.06,0.11,0.11,0.08,0.05,N/A,1,0.02,-0.00
N/A,0.04,-0.01,-0.03,-0.05,0.01,0.04,N/A,0.02,1,-0.03
N/A,-0.00,0.29,0.04,0.05,0.05,0.07,N/A,-0.00,-0.03,1
