1,0.86,0.87,0.94,0.95,0.07,0.33,0.84,0.95,0.90,0.91,0.87,0.96,0.41,0.13,0.91,0.94,0.94,0.81,0.86,0.96,0.66,0.49,0.77,0.25,0.10,0.95,0.88,0.90,0.87,0.74
0.86,1,0.82,0.87,0.88,0.05,0.33,0.80,0.89,0.83,0.83,0.82,0.88,0.43,0.13,0.83,0.86,0.86,0.77,0.81,0.88,0.67,0.50,0.75,0.26,0.14,0.88,0.84,0.83,0.82,0.67
0.87,0.82,1,0.88,0.90,0.06,0.30,0.96,0.90,0.85,0.85,1.00,0.91,0.42,0.07,0.85,0.87,0.86,0.92,0.79,0.91,0.63,0.49,0.72,0.22,0.06,0.90,0.83,0.84,0.83,0.70
0.94,0.87,0.88,1,0.97,0.02,0.23,0.81,0.98,0.91,0.99,0.88,0.98,0.28,0.07,0.99,0.95,0.94,0.78,0.83,0.97,0.66,0.33,0.72,0.16,0.05,0.98,0.90,0.95,0.90,0.75
0.95,0.88,0.90,0.97,1,0.04,0.34,0.86,0.99,0.92,0.95,0.90,0.98,0.38,0.10,0.95,0.96,0.96,0.83,0.87,0.98,0.69,0.51,0.78,0.23,0.08,1.00,0.92,0.92,0.92,0.75
0.07,0.05,0.06,0.02,0.04,1,0.15,0.10,0.04,0.05,0.00,0.06,0.04,0.11,0.07,0.00,0.07,0.04,0.08,0.05,0.05,0.05,0.12,0.06,0.08,0.00,0.04,0.05,0.02,0.05,0.67
0.33,0.33,0.30,0.23,0.34,0.15,1,0.40,0.31,0.30,0.16,0.30,0.30,0.46,0.19,0.16,0.34,0.35,0.39,0.41,0.31,0.30,0.61,0.43,0.31,0.10,0.33,0.30,0.28,0.30,0.27
0.84,0.80,0.96,0.81,0.86,0.10,0.40,1,0.85,0.82,0.76,0.96,0.86,0.51,0.12,0.76,0.84,0.84,0.94,0.80,0.87,0.62,0.60,0.75,0.27,0.08,0.86,0.80,0.78,0.79,0.67
0.95,0.89,0.90,0.98,0.99,0.04,0.31,0.85,1,0.93,0.96,0.90,0.99,0.37,0.09,0.96,0.97,0.96,0.82,0.87,0.98,0.70,0.47,0.77,0.22,0.06,0.99,0.92,0.93,0.93,0.76
0.90,0.83,0.85,0.91,0.92,0.05,0.30,0.82,0.93,1,0.88,0.85,0.93,0.37,0.09,0.88,0.90,0.90,0.79,0.82,0.93,0.71,0.46,0.76,0.33,0.08,0.92,0.86,0.86,0.95,0.71
0.91,0.83,0.85,0.99,0.95,0.00,0.16,0.76,0.96,0.88,1,0.85,0.96,0.19,0.04,1.00,0.92,0.91,0.73,0.78,0.95,0.62,0.23,0.65,0.10,0.02,0.95,0.88,0.94,0.88,0.74
0.87,0.82,1.00,0.88,0.90,0.06,0.30,0.96,0.90,0.85,0.85,1,0.91,0.42,0.07,0.85,0.87,0.86,0.92,0.79,0.91,0.63,0.49,0.72,0.22,0.06,0.90,0.83,0.84,0.83,0.70
0.96,0.88,0.91,0.98,0.98,0.04,0.30,0.86,0.99,0.93,0.96,0.91,1,0.37,0.10,0.96,0.96,0.95,0.84,0.87,0.99,0.68,0.46,0.77,0.22,0.07,0.99,0.91,0.93,0.91,0.76
0.41,0.43,0.42,0.28,0.38,0.11,0.46,0.51,0.37,0.37,0.19,0.42,0.37,1,0.19,0.19,0.39,0.38,0.51,0.47,0.38,0.40,0.69,0.55,0.42,0.14,0.38,0.36,0.30,0.37,0.28
0.13,0.13,0.07,0.07,0.10,0.07,0.19,0.12,0.09,0.09,0.04,0.07,0.10,0.19,1,0.04,0.11,0.12,0.11,0.22,0.12,0.09,0.22,0.25,0.04,0.06,0.09,0.10,0.06,0.08,0.10
0.91,0.83,0.85,0.99,0.95,0.00,0.16,0.76,0.96,0.88,1.00,0.85,0.96,0.19,0.04,1,0.92,0.91,0.73,0.78,0.95,0.62,0.23,0.65,0.10,0.02,0.95,0.88,0.94,0.88,0.74
0.94,0.86,0.87,0.95,0.96,0.07,0.34,0.84,0.97,0.90,0.92,0.87,0.96,0.39,0.11,0.92,1,0.94,0.80,0.87,0.96,0.68,0.50,0.77,0.21,0.07,0.96,0.91,0.91,0.90,0.75
0.94,0.86,0.86,0.94,0.96,0.04,0.35,0.84,0.96,0.90,0.91,0.86,0.95,0.38,0.12,0.91,0.94,1,0.80,0.86,0.95,0.68,0.51,0.79,0.28,0.09,0.96,0.90,0.89,0.89,0.72
0.81,0.77,0.92,0.78,0.83,0.08,0.39,0.94,0.82,0.79,0.73,0.92,0.84,0.51,0.11,0.73,0.80,0.80,1,0.80,0.84,0.61,0.60,0.72,0.24,0.06,0.83,0.77,0.74,0.76,0.64
0.86,0.81,0.79,0.83,0.87,0.05,0.41,0.80,0.87,0.82,0.78,0.79,0.87,0.47,0.22,0.78,0.87,0.86,0.80,1,0.87,0.61,0.59,0.79,0.27,0.13,0.87,0.82,0.79,0.81,0.65
0.96,0.88,0.91,0.97,0.98,0.05,0.31,0.87,0.98,0.93,0.95,0.91,0.99,0.38,0.12,0.95,0.96,0.95,0.84,0.87,1,0.68,0.47,0.78,0.23,0.07,0.98,0.91,0.93,0.91,0.76
0.66,0.67,0.63,0.66,0.69,0.05,0.30,0.62,0.70,0.71,0.62,0.63,0.68,0.40,0.09,0.62,0.68,0.68,0.61,0.61,0.68,1,0.48,0.61,0.28,0.07,0.70,0.64,0.63,0.70,0.52
0.49,0.50,0.49,0.33,0.51,0.12,0.61,0.60,0.47,0.46,0.23,0.49,0.46,0.69,0.22,0.23,0.50,0.51,0.60,0.59,0.47,0.48,1,0.66,0.48,0.21,0.51,0.47,0.32,0.46,0.33
0.77,0.75,0.72,0.72,0.78,0.06,0.43,0.75,0.77,0.76,0.65,0.72,0.77,0.55,0.25,0.65,0.77,0.79,0.72,0.79,0.78,0.61,0.66,1,0.35,0.39,0.77,0.73,0.68,0.72,0.58
0.25,0.26,0.22,0.16,0.23,0.08,0.31,0.27,0.22,0.33,0.10,0.22,0.22,0.42,0.04,0.10,0.21,0.28,0.24,0.27,0.23,0.28,0.48,0.35,1,0.10,0.22,0.23,0.14,0.39,0.17
0.10,0.14,0.06,0.05,0.08,0.00,0.10,0.08,0.06,0.08,0.02,0.06,0.07,0.14,0.06,0.02,0.07,0.09,0.06,0.13,0.07,0.07,0.21,0.39,0.10,1,0.07,0.07,0.04,0.06,0.03
0.95,0.88,0.90,0.98,1.00,0.04,0.33,0.86,0.99,0.92,0.95,0.90,0.99,0.38,0.09,0.95,0.96,0.96,0.83,0.87,0.98,0.70,0.51,0.77,0.22,0.07,1,0.92,0.93,0.92,0.75
0.88,0.84,0.83,0.90,0.92,0.05,0.30,0.80,0.92,0.86,0.88,0.83,0.91,0.36,0.10,0.88,0.91,0.90,0.77,0.82,0.91,0.64,0.47,0.73,0.23,0.07,0.92,1,0.85,0.85,0.70
0.90,0.83,0.84,0.95,0.92,0.02,0.28,0.78,0.93,0.86,0.94,0.84,0.93,0.30,0.06,0.94,0.91,0.89,0.74,0.79,0.93,0.63,0.32,0.68,0.14,0.04,0.93,0.85,1,0.85,0.71
0.87,0.82,0.83,0.90,0.92,0.05,0.30,0.79,0.93,0.95,0.88,0.83,0.91,0.37,0.08,0.88,0.90,0.89,0.76,0.81,0.91,0.70,0.46,0.72,0.39,0.06,0.92,0.85,0.85,1,0.70
0.74,0.67,0.70,0.75,0.75,0.67,0.27,0.67,0.76,0.71,0.74,0.70,0.76,0.28,0.10,0.74,0.75,0.72,0.64,0.65,0.76,0.52,0.33,0.58,0.17,0.03,0.75,0.70,0.71,0.70,1
