1,0.03,0.24,0.10,N/A,0.06
0.03,1,0.13,0.05,N/A,-0.01
0.24,0.13,1,0.54,N/A,0.08
0.10,0.05,0.54,1,N/A,0.12
N/A,N/A,N/A,N/A,N/A,N/A
0.06,-0.01,0.08,0.12,N/A,1
