N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,1,-0.05,0.01,N/A,N/A,-0.05,0.01,0.04,-0.01,0.02,0.00,0.11,0.03,0.08,0.18,N/A,-0.02,0.12,-0.08,N/A,0.04,0.18,-0.01,0.09,0.06,-0.01,0.05
N/A,-0.05,1,0.01,N/A,N/A,0.04,0.06,0.02,0.06,0.01,-0.02,0.12,-0.02,0.11,0.06,N/A,0.05,0.10,0.02,N/A,0.06,0.06,-0.01,-0.00,-0.03,0.14,0.06
N/A,0.01,0.01,1,N/A,N/A,-0.01,0.09,-0.01,0.02,0.06,0.09,0.18,0.02,0.22,0.19,N/A,-0.01,0.21,0.00,N/A,0.13,0.19,0.07,-0.05,0.06,0.04,-0.03
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,-0.05,0.04,-0.01,N/A,N/A,1,0.01,-0.02,0.82,0.01,0.02,0.07,0.01,0.05,-0.00,N/A,0.05,0.07,0.01,N/A,0.03,-0.00,0.01,0.01,0.07,0.00,0.04
N/A,0.01,0.06,0.09,N/A,N/A,0.01,1,0.04,0.01,0.21,0.07,0.32,0.05,0.00,0.08,N/A,-0.00,0.31,-0.06,N/A,0.06,0.08,0.00,0.05,-0.01,0.07,-0.05
N/A,0.04,0.02,-0.01,N/A,N/A,-0.02,0.04,1,-0.04,0.07,-0.02,0.10,0.10,0.08,0.20,N/A,-0.03,0.08,0.01,N/A,0.03,0.20,-0.04,-0.02,-0.01,0.11,0.02
N/A,-0.01,0.06,0.02,N/A,N/A,0.82,0.01,-0.04,1,0.02,0.01,0.11,0.00,0.03,0.01,N/A,0.00,0.12,-0.01,N/A,0.02,0.01,0.02,0.03,0.03,0.02,0.00
N/A,0.02,0.01,0.06,N/A,N/A,0.01,0.21,0.07,0.02,1,0.00,0.22,0.21,0.04,0.09,N/A,0.03,0.21,0.02,N/A,0.02,0.09,0.19,0.23,-0.01,0.20,0.01
N/A,0.00,-0.02,0.09,N/A,N/A,0.02,0.07,-0.02,0.01,0.00,1,0.14,0.01,0.11,0.20,N/A,0.01,0.17,-0.00,N/A,0.06,0.20,0.03,-0.02,0.13,0.04,-0.01
N/A,0.11,0.12,0.18,N/A,N/A,0.07,0.32,0.10,0.11,0.22,0.14,1,0.10,0.22,0.29,N/A,0.11,0.95,0.03,N/A,0.22,0.29,0.08,0.11,-0.00,0.23,0.06
N/A,0.03,-0.02,0.02,N/A,N/A,0.01,0.05,0.10,0.00,0.21,0.01,0.10,1,0.01,0.01,N/A,0.02,0.09,-0.05,N/A,0.01,0.01,-0.01,-0.03,0.03,0.09,-0.00
N/A,0.08,0.11,0.22,N/A,N/A,0.05,0.00,0.08,0.03,0.04,0.11,0.22,0.01,1,0.02,N/A,0.04,0.25,0.04,N/A,0.31,0.02,0.01,0.05,0.03,0.11,0.00
N/A,0.18,0.06,0.19,N/A,N/A,-0.00,0.08,0.20,0.01,0.09,0.20,0.29,0.01,0.02,1,N/A,0.04,0.27,-0.01,N/A,0.08,1.00,0.02,-0.01,0.05,0.06,0.07
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,-0.02,0.05,-0.01,N/A,N/A,0.05,-0.00,-0.03,0.00,0.03,0.01,0.11,0.02,0.04,0.04,N/A,1,0.10,-0.01,N/A,0.03,0.04,0.02,0.02,0.02,0.41,0.12
N/A,0.12,0.10,0.21,N/A,N/A,0.07,0.31,0.08,0.12,0.21,0.17,0.95,0.09,0.25,0.27,N/A,0.10,1,0.02,N/A,0.21,0.27,0.05,0.08,0.02,0.22,0.04
N/A,-0.08,0.02,0.00,N/A,N/A,0.01,-0.06,0.01,-0.01,0.02,-0.00,0.03,-0.05,0.04,-0.01,N/A,-0.01,0.02,1,N/A,0.04,-0.01,0.03,-0.07,-0.02,-0.04,0.02
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,0.04,0.06,0.13,N/A,N/A,0.03,0.06,0.03,0.02,0.02,0.06,0.22,0.01,0.31,0.08,N/A,0.03,0.21,0.04,N/A,1,0.08,-0.04,-0.02,0.02,0.03,0.03
N/A,0.18,0.06,0.19,N/A,N/A,-0.00,0.08,0.20,0.01,0.09,0.20,0.29,0.01,0.02,1.00,N/A,0.04,0.27,-0.01,N/A,0.08,1,0.02,-0.01,0.05,0.06,0.07
N/A,-0.01,-0.01,0.07,N/A,N/A,0.01,0.00,-0.04,0.02,0.19,0.03,0.08,-0.01,0.01,0.02,N/A,0.02,0.05,0.03,N/A,-0.04,0.02,1,0.08,0.08,0.00,0.14
N/A,0.09,-0.00,-0.05,N/A,N/A,0.01,0.05,-0.02,0.03,0.23,-0.02,0.11,-0.03,0.05,-0.01,N/A,0.02,0.08,-0.07,N/A,-0.02,-0.01,0.08,1,0.05,0.33,0.04
N/A,0.06,-0.03,0.06,N/A,N/A,0.07,-0.01,-0.01,0.03,-0.01,0.13,-0.00,0.03,0.03,0.05,N/A,0.02,0.02,-0.02,N/A,0.02,0.05,0.08,0.05,1,0.04,0.05
N/A,-0.01,0.14,0.04,N/A,N/A,0.00,0.07,0.11,0.02,0.20,0.04,0.23,0.09,0.11,0.06,N/A,0.41,0.22,-0.04,N/A,0.03,0.06,0.00,0.33,0.04,1,0.03
N/A,0.05,0.06,-0.03,N/A,N/A,0.04,-0.05,0.02,0.00,0.01,-0.01,0.06,-0.00,0.00,0.07,N/A,0.12,0.04,0.02,N/A,0.03,0.07,0.14,0.04,0.05,0.03,1
