N/A,0.06,0.40,N/A,0.26,N/A,N/A,N/A,0.11,N/A,0.21,-0.01,N/A,-0.00,N/A,0.39,N/A,1,-0.04,-0.02,-0.04,0.04,N/A,0.04,-0.03,0.24,N/A,N/A,0.24,N/A,N/A,N/A,N/A,-0.00,N/A,N/A,-0.04,N/A,N/A,N/A,0.00,N/A,N/A,-0.01,0.08,N/A,0.04,-0.04,0.53,N/A
N/A,0.08,0.10,N/A,0.03,N/A,N/A,N/A,0.07,N/A,0.06,0.01,N/A,0.03,N/A,0.14,N/A,-0.04,1,-0.03,0.30,-0.02,N/A,-0.00,-0.00,0.13,N/A,N/A,0.06,N/A,N/A,N/A,N/A,-0.04,N/A,N/A,0.26,N/A,N/A,N/A,0.04,N/A,N/A,-0.02,0.02,N/A,-0.01,0.04,0.00,N/A
N/A,-0.05,-0.04,N/A,0.11,N/A,N/A,N/A,0.37,N/A,0.02,-0.03,N/A,0.05,N/A,0.10,N/A,-0.02,-0.03,1,0.02,0.41,N/A,0.01,0.04,0.07,N/A,N/A,0.12,N/A,N/A,N/A,N/A,0.13,N/A,N/A,-0.00,N/A,N/A,N/A,0.03,N/A,N/A,-0.04,0.04,N/A,0.14,-0.07,0.03,N/A
N/A,0.12,0.10,N/A,0.04,N/A,N/A,N/A,0.10,N/A,0.06,0.00,N/A,0.10,N/A,0.03,N/A,-0.04,0.30,0.02,1,0.02,N/A,0.03,-0.05,0.05,N/A,N/A,0.03,N/A,N/A,N/A,N/A,-0.02,N/A,N/A,0.07,N/A,N/A,N/A,0.07,N/A,N/A,-0.01,0.09,N/A,0.06,0.11,-0.02,N/A
N/A,-0.00,0.04,N/A,0.08,N/A,N/A,N/A,0.15,N/A,0.06,0.01,N/A,0.07,N/A,0.06,N/A,0.04,-0.02,0.41,0.02,1,N/A,-0.02,0.02,0.09,N/A,N/A,0.08,N/A,N/A,N/A,N/A,-0.02,N/A,N/A,-0.03,N/A,N/A,N/A,0.03,N/A,N/A,0.01,0.10,N/A,0.17,-0.09,0.08,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,-0.05,0.14,N/A,0.02,N/A,N/A,N/A,0.12,N/A,0.10,0.03,N/A,0.06,N/A,0.01,N/A,0.04,-0.00,0.01,0.03,-0.02,N/A,1,0.07,-0.08,N/A,N/A,0.01,N/A,N/A,N/A,N/A,0.05,N/A,N/A,-0.09,N/A,N/A,N/A,0.00,N/A,N/A,-0.03,0.28,N/A,-0.00,-0.04,0.02,N/A
N/A,-0.05,-0.03,N/A,-0.00,N/A,N/A,N/A,0.04,N/A,-0.01,0.06,N/A,-0.01,N/A,-0.01,N/A,-0.03,-0.00,0.04,-0.05,0.02,N/A,0.07,1,-0.01,N/A,N/A,-0.04,N/A,N/A,N/A,N/A,-0.03,N/A,N/A,-0.02,N/A,N/A,N/A,0.03,N/A,N/A,-0.05,0.01,N/A,-0.10,-0.10,0.03,N/A
N/A,0.13,0.22,N/A,0.13,N/A,N/A,N/A,0.20,N/A,0.17,-0.01,N/A,0.02,N/A,0.57,N/A,0.24,0.13,0.07,0.05,0.09,N/A,-0.08,-0.01,1,N/A,N/A,0.54,N/A,N/A,N/A,N/A,-0.04,N/A,N/A,-0.00,N/A,N/A,N/A,-0.02,N/A,N/A,0.01,0.01,N/A,-0.01,-0.11,0.62,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,0.12,0.31,N/A,0.15,N/A,N/A,N/A,0.26,N/A,0.08,0.09,N/A,0.05,N/A,0.62,N/A,0.24,0.06,0.12,0.03,0.08,N/A,0.01,-0.04,0.54,N/A,N/A,1,N/A,N/A,N/A,N/A,-0.01,N/A,N/A,0.03,N/A,N/A,N/A,-0.01,N/A,N/A,0.06,0.12,N/A,0.01,-0.02,0.57,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,0.02,0.05,N/A,0.23,N/A,N/A,N/A,0.06,N/A,0.02,-0.01,N/A,0.09,N/A,-0.02,N/A,-0.00,-0.04,0.13,-0.02,-0.02,N/A,0.05,-0.03,-0.04,N/A,N/A,-0.01,N/A,N/A,N/A,N/A,1,N/A,N/A,0.01,N/A,N/A,N/A,0.04,N/A,N/A,-0.00,0.04,N/A,0.06,0.13,0.04,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,-0.03,-0.07,N/A,-0.04,N/A,N/A,N/A,0.14,N/A,0.25,-0.03,N/A,0.01,N/A,0.11,N/A,-0.04,0.26,-0.00,0.07,-0.03,N/A,-0.09,-0.02,-0.00,N/A,N/A,0.03,N/A,N/A,N/A,N/A,0.01,N/A,N/A,1,N/A,N/A,N/A,-0.01,N/A,N/A,-0.00,-0.01,N/A,-0.02,0.04,0.02,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,0.00,0.02,N/A,-0.01,N/A,N/A,N/A,0.05,N/A,-0.02,-0.03,N/A,-0.00,N/A,-0.01,N/A,0.00,0.04,0.03,0.07,0.03,N/A,0.00,0.03,-0.02,N/A,N/A,-0.01,N/A,N/A,N/A,N/A,0.04,N/A,N/A,-0.01,N/A,N/A,N/A,1,N/A,N/A,-0.00,0.02,N/A,-0.00,0.01,-0.03,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,0.03,0.01,N/A,0.01,N/A,N/A,N/A,-0.06,N/A,-0.03,0.08,N/A,0.01,N/A,-0.02,N/A,-0.01,-0.02,-0.04,-0.01,0.01,N/A,-0.03,-0.05,0.01,N/A,N/A,0.06,N/A,N/A,N/A,N/A,-0.00,N/A,N/A,-0.00,N/A,N/A,N/A,-0.00,N/A,N/A,1,0.04,N/A,-0.02,0.05,0.01,N/A
N/A,0.04,0.48,N/A,0.19,N/A,N/A,N/A,0.17,N/A,0.10,-0.02,N/A,0.19,N/A,0.13,N/A,0.08,0.02,0.04,0.09,0.10,N/A,0.28,0.01,0.01,N/A,N/A,0.12,N/A,N/A,N/A,N/A,0.04,N/A,N/A,-0.01,N/A,N/A,N/A,0.02,N/A,N/A,0.04,1,N/A,0.17,0.07,0.11,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,0.16,0.07,N/A,0.08,N/A,N/A,N/A,0.06,N/A,0.11,-0.03,N/A,0.15,N/A,0.09,N/A,0.04,-0.01,0.14,0.06,0.17,N/A,-0.00,-0.10,-0.01,N/A,N/A,0.01,N/A,N/A,N/A,N/A,0.06,N/A,N/A,-0.02,N/A,N/A,N/A,-0.00,N/A,N/A,-0.02,0.17,N/A,1,0.36,0.02,N/A
N/A,-0.03,-0.03,N/A,0.09,N/A,N/A,N/A,0.02,N/A,0.01,-0.01,N/A,0.18,N/A,0.04,N/A,-0.04,0.04,-0.07,0.11,-0.09,N/A,-0.04,-0.10,-0.11,N/A,N/A,-0.02,N/A,N/A,N/A,N/A,0.13,N/A,N/A,0.04,N/A,N/A,N/A,0.01,N/A,N/A,0.05,0.07,N/A,0.36,1,-0.07,N/A
N/A,0.04,0.42,N/A,0.21,N/A,N/A,N/A,0.29,N/A,0.23,-0.01,N/A,0.07,N/A,0.66,N/A,0.53,0.00,0.03,-0.02,0.08,N/A,0.02,0.03,0.62,N/A,N/A,0.57,N/A,N/A,N/A,N/A,0.04,N/A,N/A,0.02,N/A,N/A,N/A,-0.03,N/A,N/A,0.01,0.11,N/A,0.02,-0.07,1,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
