N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,1,0.12,N/A,0.10,N/A,N/A,N/A,0.00,N/A,-0.00,-0.04,N/A,0.08,N/A,0.06,N/A,0.06,0.08,-0.05,0.12,-0.00,N/A,-0.05,-0.05,0.13,N/A,N/A,0.12,N/A,N/A,N/A,N/A,0.02,N/A,N/A,-0.03,N/A,N/A,N/A,0.00,N/A,N/A,0.03,0.04,N/A,0.16,-0.03,0.04,N/A
N/A,0.12,1,N/A,0.30,N/A,N/A,N/A,0.23,N/A,0.16,-0.03,N/A,0.12,N/A,0.28,N/A,0.40,0.10,-0.04,0.10,0.04,N/A,0.14,-0.03,0.22,N/A,N/A,0.31,N/A,N/A,N/A,N/A,0.05,N/A,N/A,-0.07,N/A,N/A,N/A,0.02,N/A,N/A,0.01,0.48,N/A,0.07,-0.03,0.42,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,0.10,0.30,N/A,1,N/A,N/A,N/A,0.15,N/A,0.08,0.06,N/A,0.10,N/A,0.21,N/A,0.26,0.03,0.11,0.04,0.08,N/A,0.02,-0.00,0.13,N/A,N/A,0.15,N/A,N/A,N/A,N/A,0.23,N/A,N/A,-0.04,N/A,N/A,N/A,-0.01,N/A,N/A,0.01,0.19,N/A,0.08,0.09,0.21,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,0.00,0.23,N/A,0.15,N/A,N/A,N/A,1,N/A,0.10,-0.01,N/A,0.09,N/A,0.28,N/A,0.11,0.07,0.37,0.10,0.15,N/A,0.12,0.04,0.20,N/A,N/A,0.26,N/A,N/A,N/A,N/A,0.06,N/A,N/A,0.14,N/A,N/A,N/A,0.05,N/A,N/A,-0.06,0.17,N/A,0.06,0.02,0.29,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,-0.00,0.16,N/A,0.08,N/A,N/A,N/A,0.10,N/A,1,0.02,N/A,0.10,N/A,0.18,N/A,0.21,0.06,0.02,0.06,0.06,N/A,0.10,-0.01,0.17,N/A,N/A,0.08,N/A,N/A,N/A,N/A,0.02,N/A,N/A,0.25,N/A,N/A,N/A,-0.02,N/A,N/A,-0.03,0.10,N/A,0.11,0.01,0.23,N/A
N/A,-0.04,-0.03,N/A,0.06,N/A,N/A,N/A,-0.01,N/A,0.02,1,N/A,0.04,N/A,0.00,N/A,-0.01,0.01,-0.03,0.00,0.01,N/A,0.03,0.06,-0.01,N/A,N/A,0.09,N/A,N/A,N/A,N/A,-0.01,N/A,N/A,-0.03,N/A,N/A,N/A,-0.03,N/A,N/A,0.08,-0.02,N/A,-0.03,-0.01,-0.01,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,0.08,0.12,N/A,0.10,N/A,N/A,N/A,0.09,N/A,0.10,0.04,N/A,1,N/A,0.08,N/A,-0.00,0.03,0.05,0.10,0.07,N/A,0.06,-0.01,0.02,N/A,N/A,0.05,N/A,N/A,N/A,N/A,0.09,N/A,N/A,0.01,N/A,N/A,N/A,-0.00,N/A,N/A,0.01,0.19,N/A,0.15,0.18,0.07,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,0.06,0.28,N/A,0.21,N/A,N/A,N/A,0.28,N/A,0.18,0.00,N/A,0.08,N/A,1,N/A,0.39,0.14,0.10,0.03,0.06,N/A,0.01,-0.01,0.57,N/A,N/A,0.62,N/A,N/A,N/A,N/A,-0.02,N/A,N/A,0.11,N/A,N/A,N/A,-0.01,N/A,N/A,-0.02,0.13,N/A,0.09,0.04,0.66,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
