1,0.20,0.06,0.09,0.14,0.05
0.20,1,0.20,0.32,0.01,0.04
0.06,0.20,1,0.06,0.07,0.12
0.09,0.32,0.06,1,0.04,0.04
0.14,0.01,0.07,0.04,1,-0.08
0.05,0.04,0.12,0.04,-0.08,1
