N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,1,0.04,0.01,0.11,0.07,0.11,N/A,0.27,0.30,-0.02,-0.01,N/A
N/A,0.04,1,0.17,0.03,-0.01,0.07,N/A,0.02,0.02,0.10,0.05,N/A
N/A,0.01,0.17,1,-0.01,-0.03,0.04,N/A,-0.02,0.08,0.10,0.10,N/A
N/A,0.11,0.03,-0.01,1,-0.03,-0.05,N/A,0.05,0.46,-0.02,-0.12,N/A
N/A,0.07,-0.01,-0.03,-0.03,1,0.02,N/A,0.01,0.02,-0.05,0.01,N/A
N/A,0.11,0.07,0.04,-0.05,0.02,1,N/A,0.13,0.06,0.04,0.03,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,0.27,0.02,-0.02,0.05,0.01,0.13,N/A,1,0.41,-0.04,0.05,N/A
N/A,0.30,0.02,0.08,0.46,0.02,0.06,N/A,0.41,1,-0.01,-0.00,N/A
N/A,-0.02,0.10,0.10,-0.02,-0.05,0.04,N/A,-0.04,-0.01,1,0.01,N/A
N/A,-0.01,0.05,0.10,-0.12,0.01,0.03,N/A,0.05,-0.00,0.01,1,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
