1,0.12,0.15,0.12,0.08,N/A,N/A
0.12,1,0.25,1.00,0.19,N/A,N/A
0.15,0.25,1,0.25,0.22,N/A,N/A
0.12,1.00,0.25,1,0.19,N/A,N/A
0.08,0.19,0.22,0.19,1,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A
