1,0.11,-0.04,0.08,-0.04,0.10,-0.01,-0.03,0.05,-0.01,0.08,0.14,0.09,-0.01
0.11,1,0.18,0.13,-0.00,0.10,0.06,0.13,0.09,0.11,0.16,0.13,0.05,0.02
-0.04,0.18,1,0.15,-0.03,0.02,0.08,0.03,0.01,0.27,0.04,0.10,-0.01,0.01
0.08,0.13,0.15,1,0.12,0.06,0.10,0.08,0.11,0.27,0.25,0.17,0.04,-0.04
-0.04,-0.00,-0.03,0.12,1,0.06,0.01,0.04,0.13,0.01,0.05,0.11,0.08,0.05
0.10,0.10,0.02,0.06,0.06,1,-0.06,0.08,-0.03,-0.02,-0.01,0.06,-0.00,-0.00
-0.01,0.06,0.08,0.10,0.01,-0.06,1,-0.06,0.04,0.19,0.07,0.25,0.26,-0.10
-0.03,0.13,0.03,0.08,0.04,0.08,-0.06,1,0.05,0.03,0.06,0.04,0.03,0.08
0.05,0.09,0.01,0.11,0.13,-0.03,0.04,0.05,1,0.02,0.10,0.07,0.13,0.05
-0.01,0.11,0.27,0.27,0.01,-0.02,0.19,0.03,0.02,1,0.04,0.21,-0.02,-0.01
0.08,0.16,0.04,0.25,0.05,-0.01,0.07,0.06,0.10,0.04,1,0.13,0.01,0.11
0.14,0.13,0.10,0.17,0.11,0.06,0.25,0.04,0.07,0.21,0.13,1,0.10,0.06
0.09,0.05,-0.01,0.04,0.08,-0.00,0.26,0.03,0.13,-0.02,0.01,0.10,1,-0.02
-0.01,0.02,0.01,-0.04,0.05,-0.00,-0.10,0.08,0.05,-0.01,0.11,0.06,-0.02,1
