N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,1,0.11,0.05,-0.05,0.16,0.01,0.05,0.12,0.02,N/A,N/A
N/A,N/A,N/A,N/A,0.11,1,-0.00,0.07,0.20,0.01,-0.01,-0.01,0.01,N/A,N/A
N/A,N/A,N/A,N/A,0.05,-0.00,1,0.00,0.13,0.19,-0.00,0.02,0.03,N/A,N/A
N/A,N/A,N/A,N/A,-0.05,0.07,0.00,1,0.01,0.10,0.08,-0.01,0.07,N/A,N/A
N/A,N/A,N/A,N/A,0.16,0.20,0.13,0.01,1,0.13,0.06,0.09,-0.02,N/A,N/A
N/A,N/A,N/A,N/A,0.01,0.01,0.19,0.10,0.13,1,0.15,0.09,0.02,N/A,N/A
N/A,N/A,N/A,N/A,0.05,-0.01,-0.00,0.08,0.06,0.15,1,0.06,0.03,N/A,N/A
N/A,N/A,N/A,N/A,0.12,-0.01,0.02,-0.01,0.09,0.09,0.06,1,-0.08,N/A,N/A
N/A,N/A,N/A,N/A,0.02,0.01,0.03,0.07,-0.02,0.02,0.03,-0.08,1,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
