1,0.19,0.14,0.07,0.08,0.24,0.07,0.10,0.16,0.17,0.08,0.17,0.25,0.10,0.02,0.15,0.05,-0.09,0.19,0.13,-0.02,0.14,0.12,-0.03,0.00,-0.01,0.11,0.25,0.19,0.06
0.19,1,0.55,0.51,0.32,0.37,0.22,0.13,0.52,0.83,0.76,0.85,0.74,0.45,0.47,0.81,0.11,0.01,0.79,0.58,0.03,0.71,0.72,0.25,0.19,0.18,0.17,0.33,0.58,0.25
0.14,0.55,1,0.38,0.22,0.42,0.15,0.21,0.73,0.60,0.48,0.60,0.77,0.22,0.72,0.62,0.13,-0.04,0.59,0.81,0.07,0.77,0.47,0.24,0.15,0.24,0.10,0.42,0.77,0.14
0.07,0.51,0.38,1,0.15,0.28,0.11,0.12,0.36,0.54,0.46,0.53,0.50,0.18,0.31,0.52,0.05,0.06,0.50,0.38,-0.01,0.42,0.62,0.39,0.07,0.11,0.07,0.27,0.40,0.10
0.08,0.32,0.22,0.15,1,0.15,0.21,0.06,0.17,0.17,0.11,0.17,0.21,0.53,0.07,0.27,0.02,0.06,0.20,0.13,-0.00,0.33,0.19,0.10,0.03,0.35,0.02,0.14,0.10,0.07
0.24,0.37,0.42,0.28,0.15,1,0.25,0.24,0.46,0.40,0.17,0.39,0.60,0.15,0.23,0.42,0.15,0.07,0.43,0.40,-0.00,0.42,0.32,0.07,0.16,0.24,0.23,0.82,0.46,0.09
0.07,0.22,0.15,0.11,0.21,0.25,1,0.19,0.24,0.21,0.11,0.21,0.31,0.11,0.06,0.27,0.07,0.27,0.21,0.14,0.05,0.18,0.18,0.02,0.00,0.26,0.08,0.29,0.18,0.06
0.10,0.13,0.21,0.12,0.06,0.24,0.19,1,0.17,0.15,0.05,0.14,0.22,0.08,0.10,0.21,0.09,0.01,0.16,0.18,0.08,0.18,0.13,-0.00,0.01,0.20,0.22,0.68,0.23,0.07
0.16,0.52,0.73,0.36,0.17,0.46,0.24,0.17,1,0.58,0.43,0.56,0.87,0.18,0.72,0.58,0.18,0.00,0.53,0.79,0.09,0.74,0.45,0.22,0.11,0.24,0.17,0.43,0.74,0.19
0.17,0.83,0.60,0.54,0.17,0.40,0.21,0.15,0.58,1,0.91,0.96,0.82,0.23,0.54,0.94,0.13,0.01,0.88,0.64,0.02,0.66,0.75,0.23,0.21,0.19,0.16,0.38,0.66,0.27
