1,0.09,N/A,-0.02,0.19,-0.02,0.09,0.05,0.02,0.02,0.05,N/A
0.09,1,N/A,0.14,0.11,0.13,0.07,-0.03,-0.05,0.04,-0.03,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
-0.02,0.14,N/A,1,0.20,0.19,0.09,0.06,0.09,0.13,0.06,N/A
0.19,0.11,N/A,0.20,1,0.17,0.12,0.06,-0.01,0.19,0.06,N/A
-0.02,0.13,N/A,0.19,0.17,1,0.06,0.05,-0.01,0.07,0.05,N/A
0.09,0.07,N/A,0.09,0.12,0.06,1,-0.00,0.03,0.01,-0.00,N/A
0.05,-0.03,N/A,0.06,0.06,0.05,-0.00,1,0.05,0.05,1.00,N/A
0.02,-0.05,N/A,0.09,-0.01,-0.01,0.03,0.05,1,-0.05,0.05,N/A
0.02,0.04,N/A,0.13,0.19,0.07,0.01,0.05,-0.05,1,0.05,N/A
0.05,-0.03,N/A,0.06,0.06,0.05,-0.00,1.00,0.05,0.05,1,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
