N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,1,N/A,0.04,0.03,-0.06,N/A,0.06,-0.02,0.01,0.01
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,0.04,N/A,1,0.07,0.06,N/A,0.17,0.08,0.18,0.09
N/A,0.03,N/A,0.07,1,0.15,N/A,0.07,0.04,0.10,0.10
N/A,-0.06,N/A,0.06,0.15,1,N/A,0.10,0.04,-0.01,0.09
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,0.06,N/A,0.17,0.07,0.10,N/A,1,0.19,0.15,0.24
N/A,-0.02,N/A,0.08,0.04,0.04,N/A,0.19,1,0.10,0.02
N/A,0.01,N/A,0.18,0.10,-0.01,N/A,0.15,0.10,1,0.08
N/A,0.01,N/A,0.09,0.10,0.09,N/A,0.24,0.02,0.08,1
