0.43,0.42,0.16,0.23,0.16,0.99,0.56,N/A,0.47,N/A,N/A,0.04,0.23,0.17,0.88,N/A,0.19,0.10,0.06,N/A,N/A,0.26,N/A,1,0.46,0.10,0.04,N/A,0.01,0.45,N/A,0.16,0.08,0.24,N/A,0.14,0.08,N/A,N/A,N/A,0.10,N/A,0.13,0.06,0.16,0.38,N/A,N/A,0.29,N/A,N/A
0.45,0.39,0.12,0.15,0.16,0.46,0.48,N/A,0.52,N/A,N/A,0.14,0.21,0.12,0.43,N/A,0.12,0.04,-0.01,N/A,N/A,0.27,N/A,0.46,1,0.12,-0.00,N/A,-0.00,0.36,N/A,0.15,0.10,0.15,N/A,0.17,0.16,N/A,N/A,N/A,-0.01,N/A,0.12,0.03,0.11,0.36,N/A,N/A,0.37,N/A,N/A
0.21,0.16,0.05,0.02,0.03,0.11,0.08,N/A,0.18,N/A,N/A,0.01,0.09,0.04,0.08,N/A,0.02,0.00,0.00,N/A,N/A,0.14,N/A,0.10,0.12,1,0.03,N/A,0.02,0.09,N/A,0.17,-0.02,0.08,N/A,-0.04,0.05,N/A,N/A,N/A,0.02,N/A,0.01,-0.04,0.04,0.11,N/A,N/A,0.18,N/A,N/A
0.07,0.12,-0.00,0.08,0.07,0.02,0.09,N/A,0.02,N/A,N/A,0.04,-0.00,0.10,0.01,N/A,0.03,-0.01,0.22,N/A,N/A,0.05,N/A,0.04,-0.00,0.03,1,N/A,0.09,0.04,N/A,-0.10,0.06,-0.06,N/A,0.06,-0.04,N/A,N/A,N/A,0.08,N/A,0.05,0.12,-0.01,0.07,N/A,N/A,0.02,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.12,0.11,0.27,0.09,0.08,0.01,0.05,N/A,0.08,N/A,N/A,0.01,0.04,0.05,0.02,N/A,0.07,-0.01,0.15,N/A,N/A,-0.02,N/A,0.01,-0.00,0.02,0.09,N/A,1,0.00,N/A,0.04,0.08,-0.07,N/A,0.37,0.01,N/A,N/A,N/A,0.02,N/A,0.02,0.10,0.25,0.03,N/A,N/A,0.10,N/A,N/A
0.38,0.38,0.10,0.20,0.23,0.45,0.59,N/A,0.42,N/A,N/A,0.05,0.34,0.12,0.47,N/A,0.20,0.38,0.07,N/A,N/A,0.26,N/A,0.45,0.36,0.09,0.04,N/A,0.00,1,N/A,0.14,0.22,0.13,N/A,0.14,0.08,N/A,N/A,N/A,0.01,N/A,0.29,0.10,0.10,0.30,N/A,N/A,0.29,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.18,0.21,0.12,0.16,-0.01,0.17,0.20,N/A,0.17,N/A,N/A,0.03,0.05,-0.07,0.16,N/A,0.16,-0.02,-0.02,N/A,N/A,0.24,N/A,0.16,0.15,0.17,-0.10,N/A,0.04,0.14,N/A,1,0.05,0.07,N/A,0.17,-0.01,N/A,N/A,N/A,-0.05,N/A,0.10,0.00,0.11,0.21,N/A,N/A,0.15,N/A,N/A
0.14,0.10,-0.04,0.02,0.19,0.07,0.15,N/A,0.24,N/A,N/A,0.04,0.03,0.09,0.07,N/A,0.01,0.10,0.06,N/A,N/A,0.08,N/A,0.08,0.10,-0.02,0.06,N/A,0.08,0.22,N/A,0.05,1,0.07,N/A,-0.02,0.20,N/A,N/A,N/A,0.15,N/A,0.39,0.13,-0.04,0.11,N/A,N/A,0.12,N/A,N/A
