1,0.13,0.05,0.10,0.16,0.08
0.13,1,0.06,0.13,0.11,0.08
0.05,0.06,1,-0.02,0.07,0.09
0.10,0.13,-0.02,1,0.07,0.03
0.16,0.11,0.07,0.07,1,0.10
0.08,0.08,0.09,0.03,0.10,1
