1,0.06,-0.02,0.10,0.04,0.08,N/A,0.11,0.05,0.02,0.12,0.02,-0.01,0.08
0.06,1,0.06,0.04,0.04,-0.03,N/A,0.04,0.07,0.01,0.04,0.09,0.02,0.02
-0.02,0.06,1,0.03,-0.03,0.09,N/A,0.01,-0.02,-0.00,0.04,0.01,0.35,0.07
0.10,0.04,0.03,1,0.08,0.02,N/A,0.12,0.09,0.07,0.06,-0.03,0.15,0.03
0.04,0.04,-0.03,0.08,1,0.12,N/A,0.04,0.04,0.11,0.11,0.02,-0.05,0.04
0.08,-0.03,0.09,0.02,0.12,1,N/A,0.25,0.09,0.12,0.01,0.04,0.08,0.02
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.11,0.04,0.01,0.12,0.04,0.25,N/A,1,0.06,0.10,0.12,0.27,0.15,0.01
0.05,0.07,-0.02,0.09,0.04,0.09,N/A,0.06,1,0.51,0.07,0.02,0.05,0.04
0.02,0.01,-0.00,0.07,0.11,0.12,N/A,0.10,0.51,1,0.05,0.03,0.06,-0.02
0.12,0.04,0.04,0.06,0.11,0.01,N/A,0.12,0.07,0.05,1,0.08,-0.01,-0.06
0.02,0.09,0.01,-0.03,0.02,0.04,N/A,0.27,0.02,0.03,0.08,1,0.07,-0.03
-0.01,0.02,0.35,0.15,-0.05,0.08,N/A,0.15,0.05,0.06,-0.01,0.07,1,0.01
0.08,0.02,0.07,0.03,0.04,0.02,N/A,0.01,0.04,-0.02,-0.06,-0.03,0.01,1
