1,0.04,0.08,0.23,0.17,0.09,0.01,0.36,0.12,0.17,0.34,-0.00,0.23,0.02,0.13
0.04,1,0.08,0.15,0.03,0.03,0.10,0.07,0.09,0.04,0.12,0.06,0.10,-0.03,0.12
0.08,0.08,1,0.17,-0.03,-0.03,-0.01,0.10,0.04,0.08,0.23,0.22,0.15,-0.02,0.11
0.23,0.15,0.17,1,0.11,0.14,0.05,0.30,0.16,0.19,0.27,0.17,0.38,0.09,0.21
0.17,0.03,-0.03,0.11,1,0.01,0.11,-0.01,-0.01,0.01,0.06,0.01,0.03,0.11,-0.01
0.09,0.03,-0.03,0.14,0.01,1,0.06,0.08,-0.02,0.44,0.17,-0.01,0.08,0.01,0.03
0.01,0.10,-0.01,0.05,0.11,0.06,1,0.01,-0.02,0.02,-0.01,0.01,0.09,0.00,0.04
0.36,0.07,0.10,0.30,-0.01,0.08,0.01,1,0.17,0.23,0.41,0.08,0.38,0.19,0.15
0.12,0.09,0.04,0.16,-0.01,-0.02,-0.02,0.17,1,0.36,0.16,0.13,0.13,0.01,0.07
0.17,0.04,0.08,0.19,0.01,0.44,0.02,0.23,0.36,1,0.23,0.07,0.15,0.05,0.11
0.34,0.12,0.23,0.27,0.06,0.17,-0.01,0.41,0.16,0.23,1,0.10,0.26,0.08,0.16
-0.00,0.06,0.22,0.17,0.01,-0.01,0.01,0.08,0.13,0.07,0.10,1,0.13,0.06,0.00
0.23,0.10,0.15,0.38,0.03,0.08,0.09,0.38,0.13,0.15,0.26,0.13,1,0.06,0.23
0.02,-0.03,-0.02,0.09,0.11,0.01,0.00,0.19,0.01,0.05,0.08,0.06,0.06,1,0.05
0.13,0.12,0.11,0.21,-0.01,0.03,0.04,0.15,0.07,0.11,0.16,0.00,0.23,0.05,1
