1,0.00,0.03,0.12,0.05,0.13,0.07,0.13,0.03,0.13,-0.01
0.00,1,0.09,0.12,-0.03,0.05,0.07,0.07,0.11,0.10,-0.01
0.03,0.09,1,0.06,0.07,0.03,0.01,0.02,0.00,0.10,0.04
0.12,0.12,0.06,1,0.07,0.13,-0.03,0.11,0.09,-0.00,0.13
0.05,-0.03,0.07,0.07,1,-0.01,0.01,-0.00,0.00,-0.02,0.01
0.13,0.05,0.03,0.13,-0.01,1,0.07,0.52,0.06,0.07,0.58
0.07,0.07,0.01,-0.03,0.01,0.07,1,0.09,0.02,0.04,0.08
0.13,0.07,0.02,0.11,-0.00,0.52,0.09,1,0.05,0.17,0.72
0.03,0.11,0.00,0.09,0.00,0.06,0.02,0.05,1,0.20,0.02
0.13,0.10,0.10,-0.00,-0.02,0.07,0.04,0.17,0.20,1,0.12
-0.01,-0.01,0.04,0.13,0.01,0.58,0.08,0.72,0.02,0.12,1
