N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,1,N/A,0.02,-0.02,0.06,0.02,0.04,0.00,N/A,-0.00,N/A,0.44,0.00,0.02,N/A,0.09,-0.01,N/A,0.05,0.05,0.01,0.05,N/A,0.06,0.07,0.00,0.16,N/A,N/A,0.05,-0.02,0.14,0.04,0.03,-0.03,N/A,0.10,0.02,0.11,0.02
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,0.02,N/A,1,0.12,0.02,0.22,0.11,0.07,N/A,0.12,N/A,0.03,0.05,-0.10,N/A,0.09,0.08,N/A,0.00,-0.02,0.05,0.08,N/A,0.05,0.23,0.16,0.08,N/A,N/A,-0.05,0.05,-0.04,0.03,0.08,-0.02,N/A,0.11,0.04,-0.07,0.06
N/A,-0.02,N/A,0.12,1,0.07,0.08,0.11,-0.03,N/A,0.15,N/A,0.04,-0.02,0.06,N/A,0.09,0.07,N/A,0.16,0.09,0.01,-0.00,N/A,0.02,0.22,0.12,0.02,N/A,N/A,0.02,0.05,0.04,-0.05,0.12,-0.02,N/A,0.03,-0.05,0.07,0.03
N/A,0.06,N/A,0.02,0.07,1,0.03,-0.01,-0.01,N/A,-0.10,N/A,0.02,0.01,-0.02,N/A,0.12,-0.06,N/A,0.07,0.05,0.03,0.00,N/A,0.01,-0.05,-0.12,0.14,N/A,N/A,-0.05,-0.01,-0.03,0.09,-0.04,-0.05,N/A,0.02,-0.07,0.07,0.12
N/A,0.02,N/A,0.22,0.08,0.03,1,0.17,0.09,N/A,0.23,N/A,0.09,0.07,0.07,N/A,0.01,0.11,N/A,-0.01,0.04,0.06,0.08,N/A,0.07,0.17,0.25,-0.01,N/A,N/A,-0.01,0.08,0.05,0.03,0.16,0.06,N/A,0.08,0.07,0.03,-0.01
N/A,0.04,N/A,0.11,0.11,-0.01,0.17,1,0.06,N/A,-0.00,N/A,0.10,0.07,0.06,N/A,0.01,0.06,N/A,-0.02,0.05,0.05,0.03,N/A,0.00,0.11,-0.03,0.10,N/A,N/A,0.04,0.01,0.05,0.06,0.02,0.05,N/A,-0.02,0.01,-0.03,0.06
N/A,0.00,N/A,0.07,-0.03,-0.01,0.09,0.06,1,N/A,-0.02,N/A,-0.05,0.04,-0.05,N/A,0.04,0.02,N/A,0.08,0.20,0.41,0.08,N/A,-0.01,0.06,-0.02,-0.02,N/A,N/A,0.37,-0.00,0.04,-0.01,0.00,0.28,N/A,0.06,-0.03,-0.01,0.01
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,-0.00,N/A,0.12,0.15,-0.10,0.23,-0.00,-0.02,N/A,1,N/A,0.10,-0.06,0.08,N/A,-0.01,0.00,N/A,0.14,-0.03,0.01,0.04,N/A,-0.00,0.39,0.81,0.08,N/A,N/A,-0.04,-0.00,0.04,0.04,0.92,-0.02,N/A,0.14,-0.01,0.02,0.01
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,0.44,N/A,0.03,0.04,0.02,0.09,0.10,-0.05,N/A,0.10,N/A,1,-0.01,0.02,N/A,-0.01,0.03,N/A,0.04,0.05,0.01,0.13,N/A,0.00,0.13,0.07,0.13,N/A,N/A,-0.02,0.03,-0.02,0.06,0.10,-0.05,N/A,0.14,0.06,0.09,0.05
N/A,0.00,N/A,0.05,-0.02,0.01,0.07,0.07,0.04,N/A,-0.06,N/A,-0.01,1,0.06,N/A,0.03,0.11,N/A,0.04,0.08,0.01,0.04,N/A,0.05,0.01,-0.04,-0.07,N/A,N/A,0.06,0.10,-0.00,-0.03,-0.04,0.07,N/A,0.13,0.31,-0.00,0.03
N/A,0.02,N/A,-0.10,0.06,-0.02,0.07,0.06,-0.05,N/A,0.08,N/A,0.02,0.06,1,N/A,0.10,0.03,N/A,0.05,-0.04,-0.01,-0.02,N/A,0.06,-0.05,0.04,-0.04,N/A,N/A,0.07,0.00,0.02,0.06,0.18,0.02,N/A,0.03,0.05,-0.03,-0.07
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,0.09,N/A,0.09,0.09,0.12,0.01,0.01,0.04,N/A,-0.01,N/A,-0.01,0.03,0.10,N/A,1,0.02,N/A,0.22,0.06,0.01,0.01,N/A,0.04,0.04,-0.01,-0.01,N/A,N/A,0.06,0.04,-0.01,0.05,0.01,0.01,N/A,0.07,0.01,0.04,0.02
N/A,-0.01,N/A,0.08,0.07,-0.06,0.11,0.06,0.02,N/A,0.00,N/A,0.03,0.11,0.03,N/A,0.02,1,N/A,0.06,-0.01,0.05,0.05,N/A,0.00,0.12,-0.01,0.06,N/A,N/A,0.01,0.01,-0.03,-0.04,-0.00,-0.01,N/A,0.14,0.09,0.01,0.06
