1,-0.02,N/A,-0.02,0.04,0.07,0.05,-0.05,0.12,-0.05,0.01
-0.02,1,N/A,-0.02,-0.03,0.02,0.10,-0.03,-0.02,0.04,0.01
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
-0.02,-0.02,N/A,1,-0.01,0.06,-0.04,-0.01,0.06,0.13,0.06
0.04,-0.03,N/A,-0.01,1,0.33,0.03,-0.04,0.09,0.02,0.02
0.07,0.02,N/A,0.06,0.33,1,0.02,0.01,0.18,0.07,0.06
0.05,0.10,N/A,-0.04,0.03,0.02,1,-0.02,0.14,-0.06,0.09
-0.05,-0.03,N/A,-0.01,-0.04,0.01,-0.02,1,0.04,-0.05,0.36
0.12,-0.02,N/A,0.06,0.09,0.18,0.14,0.04,1,-0.04,0.05
-0.05,0.04,N/A,0.13,0.02,0.07,-0.06,-0.05,-0.04,1,0.01
0.01,0.01,N/A,0.06,0.02,0.06,0.09,0.36,0.05,0.01,1
