1,0.06,0.24,0.08,0.09,0.06,0.75,0.05
0.06,1,0.20,0.06,0.10,0.15,0.12,0.12
0.24,0.20,1,0.06,0.03,0.07,0.29,0.14
0.08,0.06,0.06,1,0.02,-0.07,0.14,0.00
0.09,0.10,0.03,0.02,1,0.03,0.12,0.06
0.06,0.15,0.07,-0.07,0.03,1,0.08,0.18
0.75,0.12,0.29,0.14,0.12,0.08,1,0.07
0.05,0.12,0.14,0.00,0.06,0.18,0.07,1
