1,0.12,0.05,0.10,0.02,N/A,0.11,-0.07,-0.01,N/A,0.09,0.16,0.01,N/A,-0.04,N/A,0.10,N/A,N/A,0.02,0.10,0.07,N/A,N/A,N/A,0.10,-0.02,N/A,N/A,N/A,0.07,N/A,-0.00,0.10,N/A,N/A,0.58,0.19
0.12,1,0.17,0.13,-0.00,N/A,0.49,0.10,0.03,N/A,0.09,0.21,0.24,N/A,0.02,N/A,0.11,N/A,N/A,0.15,0.10,-0.01,N/A,N/A,N/A,0.08,0.04,N/A,N/A,N/A,0.05,N/A,0.04,0.11,N/A,N/A,0.16,0.12
0.05,0.17,1,0.00,-0.05,N/A,0.03,0.06,-0.06,N/A,0.16,0.03,0.01,N/A,-0.01,N/A,0.03,N/A,N/A,0.05,-0.01,0.03,N/A,N/A,N/A,-0.00,0.04,N/A,N/A,N/A,0.02,N/A,-0.04,-0.01,N/A,N/A,0.09,0.18
0.10,0.13,0.00,1,0.00,N/A,0.21,0.05,-0.01,N/A,0.12,0.25,0.03,N/A,0.01,N/A,0.14,N/A,N/A,0.05,0.08,0.01,N/A,N/A,N/A,0.13,0.03,N/A,N/A,N/A,0.08,N/A,-0.01,0.07,N/A,N/A,0.19,0.16
0.02,-0.00,-0.05,0.00,1,N/A,-0.04,0.00,0.04,N/A,0.03,0.01,0.02,N/A,-0.00,N/A,0.00,N/A,N/A,0.01,-0.01,0.03,N/A,N/A,N/A,0.07,0.00,N/A,N/A,N/A,-0.01,N/A,-0.02,0.01,N/A,N/A,0.05,0.01
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.11,0.49,0.03,0.21,-0.04,N/A,1,0.19,0.10,N/A,0.07,0.20,0.21,N/A,0.01,N/A,0.06,N/A,N/A,0.06,0.04,-0.03,N/A,N/A,N/A,0.06,0.03,N/A,N/A,N/A,0.05,N/A,-0.01,0.05,N/A,N/A,0.13,0.08
-0.07,0.10,0.06,0.05,0.00,N/A,0.19,1,0.00,N/A,0.15,0.17,0.07,N/A,0.01,N/A,0.21,N/A,N/A,0.12,0.10,0.03,N/A,N/A,N/A,0.14,0.09,N/A,N/A,N/A,0.22,N/A,-0.02,0.10,N/A,N/A,0.08,0.11
-0.01,0.03,-0.06,-0.01,0.04,N/A,0.10,0.00,1,N/A,0.03,0.08,-0.02,N/A,0.05,N/A,0.09,N/A,N/A,0.06,0.10,-0.01,N/A,N/A,N/A,0.03,-0.08,N/A,N/A,N/A,0.01,N/A,0.05,0.08,N/A,N/A,0.07,0.02
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
