1,N/A,0.05,0.13,N/A,0.89,0.04,0.08,N/A,0.97,0.08,0.03,0.34,0.08,N/A,0.02,N/A,0.87,N/A,0.17,0.32,N/A,0.03,0.06,0.99,N/A,0.27,0.05,0.74,N/A,N/A,0.03,0.08,0.99,N/A,N/A,N/A,0.08,0.94,N/A,0.03,N/A,0.08,0.04,0.23,0.03,0.08,0.04,0.99,N/A,0.12,0.04,0.07,-0.01,N/A,0.02,0.09,0.35,0.99
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.05,N/A,1,0.08,N/A,0.06,0.02,0.02,N/A,0.07,0.08,-0.00,0.18,0.04,N/A,0.03,N/A,0.10,N/A,0.08,0.15,N/A,0.01,0.05,0.03,N/A,0.09,0.02,0.10,N/A,N/A,-0.01,0.00,0.08,N/A,N/A,N/A,-0.01,0.06,N/A,0.02,N/A,0.01,0.07,0.02,-0.00,-0.00,-0.01,0.06,N/A,0.04,0.02,0.02,0.00,N/A,0.01,0.01,0.20,0.08
0.13,N/A,0.08,1,N/A,0.16,0.01,0.09,N/A,0.16,0.16,0.35,0.26,0.07,N/A,0.03,N/A,0.21,N/A,0.16,0.27,N/A,-0.03,0.31,0.09,N/A,0.24,0.02,0.76,N/A,N/A,0.16,0.08,0.18,N/A,N/A,N/A,-0.00,0.14,N/A,0.36,N/A,0.11,0.01,0.11,0.09,0.15,-0.00,0.15,N/A,-0.01,0.01,0.08,0.05,N/A,0.09,0.08,0.29,0.18
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.89,N/A,0.06,0.16,N/A,1,0.03,0.11,N/A,0.92,0.09,0.05,0.46,0.10,N/A,0.01,N/A,0.84,N/A,0.25,0.52,N/A,-0.00,0.07,0.86,N/A,0.37,0.04,0.70,N/A,N/A,0.05,0.10,0.91,N/A,N/A,N/A,0.06,0.86,N/A,0.04,N/A,0.08,0.04,0.26,0.05,0.08,0.07,0.90,N/A,0.11,0.03,0.03,0.00,N/A,0.03,0.13,0.48,0.91
0.04,N/A,0.02,0.01,N/A,0.03,1,0.18,N/A,0.04,0.04,0.15,0.12,0.15,N/A,0.13,N/A,0.06,N/A,0.03,0.06,N/A,-0.01,-0.01,0.04,N/A,0.02,0.02,0.05,N/A,N/A,0.12,0.01,0.06,N/A,N/A,N/A,-0.09,0.06,N/A,0.11,N/A,0.72,-0.15,-0.01,-0.04,-0.07,0.16,0.05,N/A,0.18,1.00,0.05,0.07,N/A,-0.04,-0.01,0.10,0.06
0.08,N/A,0.02,0.09,N/A,0.11,0.18,1,N/A,0.09,0.00,0.01,0.11,0.43,N/A,0.04,N/A,0.17,N/A,0.18,0.12,N/A,-0.05,0.13,0.06,N/A,0.15,-0.05,0.13,N/A,N/A,0.11,0.01,0.11,N/A,N/A,N/A,-0.01,0.09,N/A,0.12,N/A,0.17,-0.06,0.03,0.05,0.05,0.06,0.10,N/A,0.02,0.18,0.23,0.01,N/A,0.05,0.04,0.16,0.11
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.97,N/A,0.07,0.16,N/A,0.92,0.04,0.09,N/A,1,0.09,0.05,0.45,0.10,N/A,0.01,N/A,0.89,N/A,0.22,0.53,N/A,0.03,0.08,0.94,N/A,0.36,0.05,0.76,N/A,N/A,0.06,0.12,0.98,N/A,N/A,N/A,0.09,0.93,N/A,0.04,N/A,0.09,0.01,0.27,0.04,0.08,0.05,0.98,N/A,0.11,0.04,0.08,0.01,N/A,0.04,0.12,0.47,0.98
0.08,N/A,0.08,0.16,N/A,0.09,0.04,0.00,N/A,0.09,1,0.13,0.12,0.03,N/A,-0.00,N/A,0.10,N/A,0.05,0.09,N/A,-0.02,0.04,0.06,N/A,0.09,0.03,0.17,N/A,N/A,0.00,0.01,0.10,N/A,N/A,N/A,0.03,0.07,N/A,0.07,N/A,0.03,-0.00,0.05,0.03,-0.00,-0.03,0.09,N/A,-0.00,0.04,0.04,-0.03,N/A,0.25,0.03,0.17,0.10
0.03,N/A,-0.00,0.35,N/A,0.05,0.15,0.01,N/A,0.05,0.13,1,0.11,-0.01,N/A,-0.03,N/A,0.10,N/A,0.12,0.17,N/A,0.00,0.07,0.02,N/A,0.08,0.10,0.26,N/A,N/A,0.00,0.00,0.06,N/A,N/A,N/A,-0.02,0.06,N/A,0.12,N/A,0.18,-0.05,0.07,-0.03,0.10,-0.05,0.05,N/A,0.01,0.15,0.02,-0.03,N/A,0.00,0.04,0.15,0.06
0.34,N/A,0.18,0.26,N/A,0.46,0.12,0.11,N/A,0.45,0.12,0.11,1,0.11,N/A,0.00,N/A,0.50,N/A,0.32,0.68,N/A,0.09,0.16,0.25,N/A,0.57,0.05,0.46,N/A,N/A,0.15,0.16,0.45,N/A,N/A,N/A,0.11,0.38,N/A,0.15,N/A,0.08,0.09,0.29,0.18,-0.01,0.12,0.40,N/A,0.08,0.12,0.10,0.03,N/A,0.16,0.15,0.73,0.45
0.08,N/A,0.04,0.07,N/A,0.10,0.15,0.43,N/A,0.10,0.03,-0.01,0.11,1,N/A,0.00,N/A,0.11,N/A,0.06,0.12,N/A,-0.01,0.04,0.06,N/A,0.12,-0.03,0.11,N/A,N/A,0.17,0.04,0.10,N/A,N/A,N/A,-0.00,0.12,N/A,0.19,N/A,0.16,0.01,0.07,0.02,0.06,-0.01,0.10,N/A,0.01,0.15,0.52,0.00,N/A,0.03,-0.00,0.15,0.10
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.02,N/A,0.03,0.03,N/A,0.01,0.13,0.04,N/A,0.01,-0.00,-0.03,0.00,0.00,N/A,1,N/A,0.06,N/A,0.08,0.02,N/A,-0.06,-0.03,0.01,N/A,0.07,-0.06,0.04,N/A,N/A,-0.01,-0.01,0.02,N/A,N/A,N/A,0.14,0.00,N/A,0.00,N/A,0.07,0.05,0.10,-0.11,-0.04,-0.01,0.02,N/A,0.02,0.13,0.12,0.07,N/A,-0.00,0.08,0.10,0.02
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.87,N/A,0.10,0.21,N/A,0.84,0.06,0.17,N/A,0.89,0.10,0.10,0.50,0.11,N/A,0.06,N/A,1,N/A,0.63,0.48,N/A,0.06,0.11,0.83,N/A,0.40,0.05,0.73,N/A,N/A,0.07,0.14,0.90,N/A,N/A,N/A,0.09,0.84,N/A,0.04,N/A,0.11,0.01,0.27,0.09,0.09,0.05,0.88,N/A,0.12,0.06,0.09,0.00,N/A,0.05,0.14,0.52,0.90
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.17,N/A,0.08,0.16,N/A,0.25,0.03,0.18,N/A,0.22,0.05,0.12,0.32,0.06,N/A,0.08,N/A,0.63,N/A,1,0.31,N/A,0.07,0.10,0.13,N/A,0.26,0.02,0.25,N/A,N/A,0.05,0.10,0.22,N/A,N/A,N/A,0.03,0.19,N/A,0.00,N/A,0.05,0.05,0.12,0.10,0.04,0.02,0.19,N/A,0.05,0.03,0.06,-0.01,N/A,0.05,0.10,0.32,0.22
0.32,N/A,0.15,0.27,N/A,0.52,0.06,0.12,N/A,0.53,0.09,0.17,0.68,0.12,N/A,0.02,N/A,0.48,N/A,0.31,1,N/A,0.05,0.12,0.22,N/A,0.57,0.04,0.45,N/A,N/A,0.14,0.19,0.43,N/A,N/A,N/A,0.05,0.36,N/A,0.08,N/A,0.09,0.10,0.31,0.09,0.06,0.09,0.38,N/A,0.02,0.06,0.09,0.07,N/A,0.09,0.15,0.74,0.43
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.03,N/A,0.01,-0.03,N/A,-0.00,-0.01,-0.05,N/A,0.03,-0.02,0.00,0.09,-0.01,N/A,-0.06,N/A,0.06,N/A,0.07,0.05,N/A,1,-0.01,0.02,N/A,0.04,0.03,0.01,N/A,N/A,0.01,-0.03,0.04,N/A,N/A,N/A,-0.01,0.06,N/A,0.05,N/A,0.02,0.00,0.05,0.03,0.03,0.03,0.04,N/A,0.06,-0.01,0.03,-0.11,N/A,0.06,0.03,0.07,0.04
0.06,N/A,0.05,0.31,N/A,0.07,-0.01,0.13,N/A,0.08,0.04,0.07,0.16,0.04,N/A,-0.03,N/A,0.11,N/A,0.10,0.12,N/A,-0.01,1,0.04,N/A,0.13,-0.04,0.25,N/A,N/A,0.30,0.13,0.09,N/A,N/A,N/A,-0.03,0.06,N/A,0.39,N/A,0.08,-0.00,0.03,0.04,0.12,0.00,0.07,N/A,-0.05,-0.01,-0.02,-0.03,N/A,0.29,-0.03,0.12,0.09
0.99,N/A,0.03,0.09,N/A,0.86,0.04,0.06,N/A,0.94,0.06,0.02,0.25,0.06,N/A,0.01,N/A,0.83,N/A,0.13,0.22,N/A,0.02,0.04,1,N/A,0.18,0.04,0.70,N/A,N/A,0.01,0.06,0.96,N/A,N/A,N/A,0.07,0.93,N/A,0.01,N/A,0.08,-0.03,0.20,0.01,0.07,0.03,0.98,N/A,0.12,0.04,0.05,-0.02,N/A,0.00,0.08,0.24,0.96
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.27,N/A,0.09,0.24,N/A,0.37,0.02,0.15,N/A,0.36,0.09,0.08,0.57,0.12,N/A,0.07,N/A,0.40,N/A,0.26,0.57,N/A,0.04,0.13,0.18,N/A,1,-0.01,0.39,N/A,N/A,0.09,0.12,0.36,N/A,N/A,N/A,0.03,0.34,N/A,0.09,N/A,0.06,0.08,0.29,0.11,0.06,0.05,0.34,N/A,0.00,0.02,0.12,0.22,N/A,0.08,0.11,0.65,0.36
0.05,N/A,0.02,0.02,N/A,0.04,0.02,-0.05,N/A,0.05,0.03,0.10,0.05,-0.03,N/A,-0.06,N/A,0.05,N/A,0.02,0.04,N/A,0.03,-0.04,0.04,N/A,-0.01,1,0.04,N/A,N/A,0.00,0.02,0.05,N/A,N/A,N/A,-0.01,0.06,N/A,-0.13,N/A,0.04,-0.02,0.13,-0.03,0.04,-0.02,0.05,N/A,-0.04,0.02,0.06,-0.02,N/A,0.01,-0.01,0.03,0.05
0.74,N/A,0.10,0.76,N/A,0.70,0.05,0.13,N/A,0.76,0.17,0.26,0.46,0.11,N/A,0.04,N/A,0.73,N/A,0.25,0.45,N/A,0.01,0.25,0.70,N/A,0.39,0.04,1,N/A,N/A,0.14,0.13,0.78,N/A,N/A,N/A,0.06,0.72,N/A,0.26,N/A,0.14,-0.00,0.25,0.09,0.15,0.03,0.76,N/A,0.07,0.05,0.10,0.04,N/A,0.08,0.13,0.49,0.78
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.03,N/A,-0.01,0.16,N/A,0.05,0.12,0.11,N/A,0.06,0.00,0.00,0.15,0.17,N/A,-0.01,N/A,0.07,N/A,0.05,0.14,N/A,0.01,0.30,0.01,N/A,0.09,0.00,0.14,N/A,N/A,1,0.09,0.06,N/A,N/A,N/A,-0.04,0.02,N/A,0.21,N/A,0.10,-0.04,0.05,0.05,0.01,0.11,0.04,N/A,0.01,0.12,0.05,0.04,N/A,0.08,0.09,0.12,0.06
0.08,N/A,0.00,0.08,N/A,0.10,0.01,0.01,N/A,0.12,0.01,0.00,0.16,0.04,N/A,-0.01,N/A,0.14,N/A,0.10,0.19,N/A,-0.03,0.13,0.06,N/A,0.12,0.02,0.13,N/A,N/A,0.09,1,0.11,N/A,N/A,N/A,0.02,0.10,N/A,0.05,N/A,-0.00,-0.01,0.07,0.02,-0.02,-0.01,0.10,N/A,0.07,0.01,0.18,0.10,N/A,-0.03,0.28,0.14,0.11
0.99,N/A,0.08,0.18,N/A,0.91,0.06,0.11,N/A,0.98,0.10,0.06,0.45,0.10,N/A,0.02,N/A,0.90,N/A,0.22,0.43,N/A,0.04,0.09,0.96,N/A,0.36,0.05,0.78,N/A,N/A,0.06,0.11,1,N/A,N/A,N/A,0.09,0.94,N/A,0.05,N/A,0.10,-0.01,0.27,0.05,0.09,0.05,0.99,N/A,0.12,0.06,0.07,0.01,N/A,0.04,0.12,0.46,1.00
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
