1,0.41,0.40,0.55,0.0,0.24
0.41,1,0.58,0.66,0.0,0.33
0.40,0.58,1,0.50,0.0,0.33
0.55,0.66,0.50,1,0.0,0.32
0.0,0.0,0.0,0.0,0.0,0.0
0.24,0.33,0.33,0.32,0.0,1
