1,0.20,0.06,0.36,0.11,0.04,0.05,0.0,0.46,0.13,0.16,0.07,0.0,0.33,0.31,0.10,0.13,0.22,0.21,0.0,0.10,0.17,0.19,0.20,0.04,0.14,0.19
0.20,1,0.32,0.13,0.30,0.02,0.02,0.0,0.16,0.22,0.11,0.26,0.0,0.25,0.39,0.08,0.30,0.28,0.30,0.0,0.13,0.19,0.23,0.29,0.25,0.16,0.10
0.06,0.32,1,0.16,0.46,0.04,0.04,0.0,0.13,0.35,0.03,0.21,0.0,0.25,0.23,0.19,0.04,0.23,0.47,0.0,0.08,0.06,0.18,0.14,0.07,0.42,0.12
0.36,0.13,0.16,1,0.20,0.32,0.32,0.0,0.34,0.12,0.24,0.13,0.0,0.40,0.37,0.13,0.16,0.27,0.16,0.0,0.10,0.10,0.23,0.14,0.13,0.09,0.12
0.11,0.30,0.46,0.20,1,0.05,0.05,0.0,0.08,0.47,0.27,0.30,0.0,0.24,0.28,0.26,0.07,0.33,0.34,0.0,0.25,0.21,0.17,0.07,0.04,0.25,0.14
0.04,0.02,0.04,0.32,0.05,1,1.00,0.0,0.05,0.10,0.09,-0.09,0.0,0.11,0.13,0.08,0.10,0.10,0.03,0.0,-0.14,0.04,0.03,0.08,0.06,0.19,0.08
0.05,0.02,0.04,0.32,0.05,1.00,1,0.0,0.05,0.10,0.09,-0.10,0.0,0.11,0.13,0.08,0.05,0.10,0.03,0.0,-0.09,0.04,0.05,0.08,0.06,0.08,0.10
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.46,0.16,0.13,0.34,0.08,0.05,0.05,0.0,1,0.08,0.11,0.05,0.0,0.23,0.26,0.11,0.16,0.19,0.12,0.0,0.12,0.05,0.18,0.27,0.03,0.19,0.12
0.13,0.22,0.35,0.12,0.47,0.10,0.10,0.0,0.08,1,0.08,0.05,0.0,0.09,0.26,0.19,0.07,0.18,0.55,0.0,0.07,0.26,0.19,0.12,0.02,0.63,0.03
0.16,0.11,0.03,0.24,0.27,0.09,0.09,0.0,0.11,0.08,1,0.15,0.0,0.17,0.28,0.18,0.11,0.27,0.13,0.0,0.18,0.06,0.09,0.17,0.07,0.08,0.20
0.07,0.26,0.21,0.13,0.30,-0.09,-0.10,0.0,0.05,0.05,0.15,1,0.0,0.09,0.14,0.26,0.11,0.17,0.17,0.0,0.58,0.07,0.08,0.02,0.00,0.09,0.17
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.33,0.25,0.25,0.40,0.24,0.11,0.11,0.0,0.23,0.09,0.17,0.09,0.0,1,0.48,0.14,0.14,0.44,0.13,0.0,0.18,0.14,0.30,0.20,0.19,0.10,0.10
0.31,0.39,0.23,0.37,0.28,0.13,0.13,0.0,0.26,0.26,0.28,0.14,0.0,0.48,1,0.20,0.16,0.52,0.36,0.0,0.12,0.35,0.44,0.25,0.17,0.16,0.20
0.10,0.08,0.19,0.13,0.26,0.08,0.08,0.0,0.11,0.19,0.18,0.26,0.0,0.14,0.20,1,0.15,0.31,0.15,0.0,0.17,0.25,0.17,0.18,0.03,0.01,0.01
0.13,0.30,0.04,0.16,0.07,0.10,0.05,0.0,0.16,0.07,0.11,0.11,0.0,0.14,0.16,0.15,1,0.12,0.13,0.0,0.06,0.12,0.17,0.40,0.07,0.03,0.18
0.22,0.28,0.23,0.27,0.33,0.10,0.10,0.0,0.19,0.18,0.27,0.17,0.0,0.44,0.52,0.31,0.12,1,0.29,0.0,0.14,0.18,0.54,0.33,0.35,0.15,0.33
