1,0.06,0.06,0.15,0.13,0.11,0.05,0.17,0.12,0.08,0.07
0.06,1,0.57,0.18,0.55,0.24,0.30,0.43,0.29,0.54,0.17
0.06,0.57,1,0.24,0.56,0.29,0.19,0.49,0.28,0.76,0.11
0.15,0.18,0.24,1,0.34,0.44,0.04,0.32,0.52,0.48,0.34
0.13,0.55,0.56,0.34,1,0.33,0.26,0.53,0.35,0.67,0.14
0.11,0.24,0.29,0.44,0.33,1,0.12,0.23,0.76,0.28,0.31
0.05,0.30,0.19,0.04,0.26,0.12,1,0.15,0.22,0.18,0.09
0.17,0.43,0.49,0.32,0.53,0.23,0.15,1,0.27,0.59,0.36
0.12,0.29,0.28,0.52,0.35,0.76,0.22,0.27,1,0.37,0.40
0.08,0.54,0.76,0.48,0.67,0.28,0.18,0.59,0.37,1,0.20
0.07,0.17,0.11,0.34,0.14,0.31,0.09,0.36,0.40,0.20,1
