1,0.0,0.69,0.05,0.17,0.50,0.26,0.45,0.15,0.49,0.24,0.18,0.44,0.29,0.15,0.49,0.15,0.74,0.35,0.35,0.26,0.20,0.32,0.49,0.60,0.30,0.0,0.19,0.40,0.75,0.17,0.65,0.18,0.46,0.18,0.30,0.29,0.19,0.27,0.50,0.45,0.63,0.0,0.21,0.05,0.20,0.25,0.60,-0.03,0.50,0.25,0.31
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.69,0.0,1,0.26,0.26,0.48,0.28,0.46,0.23,0.57,0.24,0.22,0.34,0.51,0.20,0.51,0.10,0.80,0.40,0.51,0.34,0.18,0.46,0.40,0.65,0.33,0.0,0.30,0.28,0.23,0.20,0.58,0.31,0.43,0.25,0.32,0.37,0.29,0.21,0.52,0.41,0.70,0.0,0.11,0.26,0.18,0.29,0.44,-0.03,0.43,0.32,0.27
0.05,0.0,0.26,1,0.23,0.14,0.15,0.07,0.31,0.25,0.19,0.11,0.31,0.22,0.18,0.29,0.12,0.16,0.12,0.28,0.10,0.11,0.27,0.18,0.22,0.30,0.0,0.20,0.28,0.13,0.09,0.14,0.15,0.14,0.11,0.39,0.15,0.16,0.05,0.07,0.14,0.15,0.0,0.27,1.00,0.19,0.15,0.21,0.08,0.16,0.18,0.12
0.17,0.0,0.26,0.23,1,0.32,0.14,0.04,0.26,0.24,0.41,0.31,0.42,0.35,0.25,0.21,0.14,0.24,0.11,0.37,0.20,0.11,0.35,0.28,0.39,0.17,0.0,0.31,0.46,0.21,0.17,0.15,0.48,0.29,0.14,0.15,0.28,0.60,0.17,0.52,0.54,0.16,0.0,0.30,0.23,0.42,0.27,0.41,0.02,0.49,0.05,0.18
0.50,0.0,0.48,0.14,0.32,1,0.34,0.30,0.27,0.33,0.42,0.31,0.38,0.27,0.25,0.26,0.53,0.45,0.36,0.29,0.29,0.34,0.27,0.72,0.58,0.16,0.0,0.24,0.55,0.43,0.24,0.38,0.36,0.31,0.13,0.35,0.32,0.34,0.38,0.19,0.61,0.64,0.0,0.19,0.14,0.37,0.45,0.62,0.09,0.70,0.10,0.18
0.26,0.0,0.28,0.15,0.14,0.34,1,0.19,0.36,0.33,0.22,0.14,0.25,0.55,0.31,0.17,0.27,0.28,0.22,0.54,0.23,0.26,0.53,0.23,0.47,0.25,0.0,0.39,0.28,0.19,0.14,0.29,0.18,0.26,0.12,0.22,0.16,0.24,0.21,0.18,0.27,0.23,0.0,0.32,0.15,0.13,0.37,0.42,-0.01,0.44,0.15,0.13
0.45,0.0,0.46,0.07,0.04,0.30,0.19,1,0.10,0.40,0.17,0.20,0.21,0.16,0.11,0.20,0.02,0.55,0.14,0.22,0.13,0.18,0.19,0.22,0.34,0.30,0.0,0.08,0.21,0.13,0.09,0.46,0.05,0.51,0.05,0.14,0.22,0.05,0.12,0.17,0.15,0.46,0.0,0.07,0.07,0.08,0.11,0.32,-0.00,0.19,0.15,0.16
0.15,0.0,0.23,0.31,0.26,0.27,0.36,0.10,1,0.19,0.30,0.17,0.41,0.46,0.29,0.20,0.29,0.23,0.12,0.59,0.26,0.20,0.60,0.27,0.27,0.32,0.0,0.38,0.33,0.32,0.22,0.18,0.38,0.24,0.16,0.14,0.18,0.24,0.21,0.17,0.28,0.20,0.0,0.25,0.31,0.36,0.28,0.27,0.05,0.39,0.21,0.18
0.49,0.0,0.57,0.25,0.24,0.33,0.33,0.40,0.19,1,0.24,0.25,0.27,0.35,0.23,0.34,0.10,0.61,0.32,0.47,0.14,0.11,0.44,0.27,0.45,0.35,0.0,0.22,0.41,0.15,0.10,0.50,0.20,0.23,0.15,0.21,0.24,0.26,0.16,0.24,0.29,0.36,0.0,0.32,0.25,0.32,0.24,0.38,-0.01,0.28,0.31,0.23
0.24,0.0,0.24,0.19,0.41,0.42,0.22,0.17,0.30,0.24,1,0.30,0.54,0.29,0.32,0.21,0.25,0.31,0.29,0.35,0.56,0.27,0.33,0.26,0.29,0.20,0.0,0.16,0.39,0.33,0.16,0.29,0.36,0.31,0.15,0.25,0.71,0.39,0.34,0.15,0.37,0.32,0.0,0.33,0.19,0.25,0.38,0.30,0.11,0.37,0.07,0.19
0.18,0.0,0.22,0.11,0.31,0.31,0.14,0.20,0.17,0.25,0.30,1,0.28,0.23,0.36,0.15,0.20,0.17,0.20,0.30,0.15,0.22,0.30,0.32,0.22,0.08,0.0,0.15,0.35,0.30,0.24,0.21,0.23,0.23,0.13,0.19,0.20,0.52,0.22,0.12,0.62,0.21,0.0,0.19,0.11,0.52,0.33,0.23,0.01,0.25,0.12,0.11
0.44,0.0,0.34,0.31,0.42,0.38,0.25,0.21,0.41,0.27,0.54,0.28,1,0.55,0.18,0.39,0.13,0.37,0.23,0.55,0.34,0.13,0.53,0.33,0.41,0.34,0.0,0.34,0.40,0.26,0.17,0.41,0.31,0.31,0.28,0.25,0.42,0.33,0.36,0.31,0.51,0.39,0.0,0.27,0.31,0.34,0.40,0.51,0.02,0.50,0.16,0.28
0.29,0.0,0.51,0.22,0.35,0.27,0.55,0.16,0.46,0.35,0.29,0.23,0.55,1,0.26,0.35,0.19,0.39,0.28,1.00,0.27,0.19,0.99,0.24,0.50,0.31,0.0,0.47,0.36,0.18,0.23,0.36,0.21,0.39,0.33,0.24,0.34,0.26,0.16,0.35,0.38,0.37,0.0,0.31,0.22,0.24,0.46,0.45,0.00,0.46,0.15,0.24
