1,0.0,0.10,0.35,0.06,0.22,0.0,0.13,0.30,0.41,0.14,0.17,0.11,0.08,0.0,0.23,0.18,0.22,0.03,0.13,0.37
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.10,0.0,1,0.29,0.09,0.18,0.0,0.18,0.15,0.20,0.15,0.31,0.03,0.14,0.0,0.23,0.18,0.16,0.09,0.15,0.16
0.35,0.0,0.29,1,0.33,0.36,0.0,0.57,0.47,0.42,0.30,0.51,0.09,0.29,0.0,0.66,0.60,0.62,0.16,0.51,0.44
0.06,0.0,0.09,0.33,1,0.18,0.0,0.29,0.15,0.18,0.15,0.21,0.14,0.31,0.0,0.30,0.28,0.32,0.13,0.17,0.19
0.22,0.0,0.18,0.36,0.18,1,0.0,0.37,0.15,0.18,0.23,0.32,0.05,0.34,0.0,0.35,0.31,0.35,0.13,0.27,0.17
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.13,0.0,0.18,0.57,0.29,0.37,0.0,1,0.47,0.32,0.18,0.49,0.06,0.25,0.0,0.45,0.43,0.49,0.11,0.26,0.40
0.30,0.0,0.15,0.47,0.15,0.15,0.0,0.47,1,0.35,0.13,0.38,0.02,0.22,0.0,0.37,0.30,0.44,0.15,0.21,0.56
0.41,0.0,0.20,0.42,0.18,0.18,0.0,0.32,0.35,1,0.18,0.32,0.00,0.14,0.0,0.48,0.28,0.45,0.10,0.25,0.54
0.14,0.0,0.15,0.30,0.15,0.23,0.0,0.18,0.13,0.18,1,0.23,0.12,0.25,0.0,0.29,0.22,0.22,0.05,0.19,0.12
0.17,0.0,0.31,0.51,0.21,0.32,0.0,0.49,0.38,0.32,0.23,1,0.15,0.25,0.0,0.49,0.49,0.52,0.21,0.49,0.37
0.11,0.0,0.03,0.09,0.14,0.05,0.0,0.06,0.02,0.00,0.12,0.15,1,0.11,0.0,0.05,0.03,0.06,0.07,0.07,0.03
0.08,0.0,0.14,0.29,0.31,0.34,0.0,0.25,0.22,0.14,0.25,0.25,0.11,1,0.0,0.17,0.19,0.34,0.05,0.22,0.08
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.23,0.0,0.23,0.66,0.30,0.35,0.0,0.45,0.37,0.48,0.29,0.49,0.05,0.17,0.0,1,0.66,0.63,0.08,0.35,0.48
0.18,0.0,0.18,0.60,0.28,0.31,0.0,0.43,0.30,0.28,0.22,0.49,0.03,0.19,0.0,0.66,1,0.44,0.12,0.34,0.29
0.22,0.0,0.16,0.62,0.32,0.35,0.0,0.49,0.44,0.45,0.22,0.52,0.06,0.34,0.0,0.63,0.44,1,0.14,0.35,0.48
0.03,0.0,0.09,0.16,0.13,0.13,0.0,0.11,0.15,0.10,0.05,0.21,0.07,0.05,0.0,0.08,0.12,0.14,1,0.49,0.14
0.13,0.0,0.15,0.51,0.17,0.27,0.0,0.26,0.21,0.25,0.19,0.49,0.07,0.22,0.0,0.35,0.34,0.35,0.49,1,0.24
0.37,0.0,0.16,0.44,0.19,0.17,0.0,0.40,0.56,0.54,0.12,0.37,0.03,0.08,0.0,0.48,0.29,0.48,0.14,0.24,1
