1,0.29,0.30,0.19,0.47,0.25,0.0,0.33,0.23,0.32,0.46,0.46,0.33,0.15,0.35,0.11
0.29,1,0.65,0.04,0.59,0.29,0.0,0.39,0.37,0.49,0.13,0.47,0.60,0.40,0.30,0.27
0.30,0.65,1,0.10,0.59,0.17,0.0,0.56,0.42,0.45,0.15,0.54,0.67,0.41,0.35,0.26
0.19,0.04,0.10,1,0.12,0.05,0.0,0.17,0.15,0.14,0.40,0.30,0.04,-0.13,0.09,0.09
0.47,0.59,0.59,0.12,1,0.23,0.0,0.47,0.31,0.44,0.17,0.50,0.58,0.37,0.51,0.25
0.25,0.29,0.17,0.05,0.23,1,0.0,0.21,0.28,0.36,0.14,0.30,0.22,0.07,0.32,0.13
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.33,0.39,0.56,0.17,0.47,0.21,0.0,1,0.30,0.29,0.17,0.40,0.61,0.23,0.36,0.37
0.23,0.37,0.42,0.15,0.31,0.28,0.0,0.30,1,0.31,0.27,0.41,0.38,0.25,0.24,0.24
0.32,0.49,0.45,0.14,0.44,0.36,0.0,0.29,0.31,1,0.24,0.37,0.38,0.21,0.32,0.33
0.46,0.13,0.15,0.40,0.17,0.14,0.0,0.17,0.27,0.24,1,0.38,0.14,0.04,0.19,0.05
0.46,0.47,0.54,0.30,0.50,0.30,0.0,0.40,0.41,0.37,0.38,1,0.53,0.35,0.35,0.25
0.33,0.60,0.67,0.04,0.58,0.22,0.0,0.61,0.38,0.38,0.14,0.53,1,0.55,0.33,0.35
0.15,0.40,0.41,-0.13,0.37,0.07,0.0,0.23,0.25,0.21,0.04,0.35,0.55,1,0.20,0.23
0.35,0.30,0.35,0.09,0.51,0.32,0.0,0.36,0.24,0.32,0.19,0.35,0.33,0.20,1,0.15
0.11,0.27,0.26,0.09,0.25,0.13,0.0,0.37,0.24,0.33,0.05,0.25,0.35,0.23,0.15,1
