1,0.25,0.34,0.36,0.43,0.08,0.09,0.26,0.0,0.19,0.23,0.17
0.25,1,0.49,0.39,0.35,0.13,0.13,0.21,0.0,0.17,0.36,0.20
0.34,0.49,1,0.91,0.29,0.26,0.20,0.37,0.0,0.10,0.56,0.44
0.36,0.39,0.91,1,0.34,0.27,0.24,0.44,0.0,0.13,0.55,0.52
0.43,0.35,0.29,0.34,1,0.12,0.09,0.20,0.0,0.21,0.36,0.17
0.08,0.13,0.26,0.27,0.12,1,0.07,0.19,0.0,0.15,0.20,0.20
0.09,0.13,0.20,0.24,0.09,0.07,1,0.16,0.0,0.28,0.23,0.15
0.26,0.21,0.37,0.44,0.20,0.19,0.16,1,0.0,0.08,0.27,0.29
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.19,0.17,0.10,0.13,0.21,0.15,0.28,0.08,0.0,1,0.17,0.08
0.23,0.36,0.56,0.55,0.36,0.20,0.23,0.27,0.0,0.17,1,0.29
0.17,0.20,0.44,0.52,0.17,0.20,0.15,0.29,0.0,0.08,0.29,1
