1,0.25,0.27,0.10,0.10,0.14,0.29
0.25,1,0.68,0.56,0.42,0.18,0.81
0.27,0.68,1,0.48,0.39,0.18,0.68
0.10,0.56,0.48,1,0.33,0.12,0.49
0.10,0.42,0.39,0.33,1,0.09,0.41
0.14,0.18,0.18,0.12,0.09,1,0.19
0.29,0.81,0.68,0.49,0.41,0.19,1
