1,0.10,0.59,0.19,0.21,0.40,0.24,0.0,0.29,0.21,0.0,0.08,0.31,0.38,0.72,0.34,0.0,0.32
0.10,1,0.19,0.56,0.19,0.18,0.84,0.0,0.22,0.09,0.0,0.11,0.30,0.19,0.11,0.31,0.0,0.15
0.59,0.19,1,0.23,0.25,0.31,0.19,0.0,0.23,0.18,0.0,-0.00,0.28,0.29,0.56,0.35,0.0,0.22
0.19,0.56,0.23,1,0.25,0.18,0.49,0.0,0.42,0.14,0.0,0.18,0.52,0.26,0.15,0.19,0.0,0.22
0.21,0.19,0.25,0.25,1,0.10,0.25,0.0,0.36,0.12,0.0,-0.04,0.17,0.36,0.21,0.25,0.0,0.16
0.40,0.18,0.31,0.18,0.10,1,0.30,0.0,0.16,0.42,0.0,-0.01,0.36,0.24,0.42,0.49,0.0,0.44
0.24,0.84,0.19,0.49,0.25,0.30,1,0.0,0.29,0.22,0.0,0.09,0.48,0.29,0.22,0.31,0.0,0.33
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.29,0.22,0.23,0.42,0.36,0.16,0.29,0.0,1,0.13,0.0,0.10,0.34,0.29,0.21,0.22,0.0,0.23
0.21,0.09,0.18,0.14,0.12,0.42,0.22,0.0,0.13,1,0.0,0.04,0.24,0.18,0.29,0.45,0.0,0.51
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.08,0.11,-0.00,0.18,-0.04,-0.01,0.09,0.0,0.10,0.04,0.0,1,0.04,-0.07,0.07,0.09,0.0,0.10
0.31,0.30,0.28,0.52,0.17,0.36,0.48,0.0,0.34,0.24,0.0,0.04,1,0.25,0.22,0.25,0.0,0.29
0.38,0.19,0.29,0.26,0.36,0.24,0.29,0.0,0.29,0.18,0.0,-0.07,0.25,1,0.43,0.20,0.0,0.21
0.72,0.11,0.56,0.15,0.21,0.42,0.22,0.0,0.21,0.29,0.0,0.07,0.22,0.43,1,0.28,0.0,0.29
0.34,0.31,0.35,0.19,0.25,0.49,0.31,0.0,0.22,0.45,0.0,0.09,0.25,0.20,0.28,1,0.0,0.55
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.32,0.15,0.22,0.22,0.16,0.44,0.33,0.0,0.23,0.51,0.0,0.10,0.29,0.21,0.29,0.55,0.0,1
