1,0.0,0.26,0.35,0.34,0.17,0.20,0.22,0.21,0.13,0.09,0.03
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.26,0.0,1,0.17,0.59,0.38,0.53,0.26,0.49,0.31,0.24,0.13
0.35,0.0,0.17,1,0.35,0.18,0.23,0.09,0.14,0.13,0.10,-0.02
0.34,0.0,0.59,0.35,1,0.20,0.50,0.33,0.44,0.24,0.25,0.01
0.17,0.0,0.38,0.18,0.20,1,0.16,0.14,0.16,0.13,0.13,-0.02
0.20,0.0,0.53,0.23,0.50,0.16,1,0.21,0.41,0.25,0.23,0.02
0.22,0.0,0.26,0.09,0.33,0.14,0.21,1,0.29,0.15,0.26,0.05
0.21,0.0,0.49,0.14,0.44,0.16,0.41,0.29,1,0.30,0.21,0.02
0.13,0.0,0.31,0.13,0.24,0.13,0.25,0.15,0.30,1,0.16,0.02
0.09,0.0,0.24,0.10,0.25,0.13,0.23,0.26,0.21,0.16,1,0.01
0.03,0.0,0.13,-0.02,0.01,-0.02,0.02,0.05,0.02,0.02,0.01,1
