0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1,0.44,0.0,0.16,0.09,0.30,0.0,0.14,0.04,0.43,0.24,0.77,0.17,0.27,0.23,0.35,0.51,0.21,0.21,0.33,0.0,0.0,0.42,0.14,0.0,0.42,0.21,0.0,0.20,0.22,0.23,0.12,0.38,0.12,0.11,0.28,0.42,0.38,0.07,0.46,0.0
0.0,0.44,1,0.0,0.26,0.14,0.38,0.0,0.12,0.14,0.45,0.40,0.53,0.19,0.32,0.13,0.53,0.56,0.19,0.18,0.61,0.0,0.0,0.31,0.30,0.0,0.95,0.35,0.0,0.26,0.36,0.31,0.23,0.44,0.22,0.10,0.52,0.68,0.44,0.17,0.42,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.16,0.26,0.0,1,0.18,0.30,0.0,0.06,0.29,0.20,0.33,0.10,0.30,0.14,0.10,0.42,0.21,0.25,0.19,0.33,0.0,0.0,0.22,0.28,0.0,0.34,0.23,0.0,0.17,0.16,0.17,0.38,0.20,0.12,0.18,0.33,0.35,0.20,0.73,0.10,0.0
0.0,0.09,0.14,0.0,0.18,1,0.12,0.0,0.17,0.08,0.08,0.72,0.15,0.67,0.14,0.25,0.22,0.16,0.25,0.03,0.17,0.0,0.0,0.22,0.72,0.0,0.16,0.22,0.0,0.16,0.05,0.03,0.07,0.10,0.08,0.10,0.09,0.14,0.10,0.04,0.08,0.0
0.0,0.30,0.38,0.0,0.30,0.12,1,0.0,0.13,0.08,0.30,0.29,0.41,0.30,0.31,0.16,0.39,0.30,0.34,0.12,0.38,0.0,0.0,0.40,0.37,0.0,0.35,0.41,0.0,0.14,0.18,0.16,0.21,0.30,0.07,0.33,0.38,0.37,0.30,0.10,0.22,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.14,0.12,0.0,0.06,0.17,0.13,0.0,1,0.11,0.16,0.15,0.14,0.23,0.17,0.48,0.24,0.25,0.20,0.03,0.25,0.0,0.0,0.22,0.15,0.0,0.11,0.12,0.0,0.49,0.28,0.13,0.08,0.18,0.12,0.09,0.17,0.39,0.18,0.01,0.16,0.0
0.0,0.04,0.14,0.0,0.29,0.08,0.08,0.0,0.11,1,0.13,0.36,0.09,0.31,0.16,0.05,0.26,0.21,0.33,0.03,0.22,0.0,0.0,0.17,0.19,0.0,0.17,0.11,0.0,0.35,0.19,0.16,0.04,0.10,0.06,0.45,0.12,0.19,0.10,0.11,0.05,0.0
