1,-0.05,0.04,0.18,0.05,0.0,0.23,0.08,0.10,0.0,0.01,-0.11,0.02,0.13,0.01,0.08,0.10,0.15,0.18,0.13,0.11,0.08,0.04,0.06,0.06,-0.03,0.0,0.05,0.13,0.15,0.10,0.02,0.0,-0.05,0.05
-0.05,1,0.11,0.22,0.08,0.0,0.25,0.19,0.19,0.01,0.10,0.15,0.11,0.02,0.22,0.11,0.03,0.32,0.06,0.12,0.54,0.19,0.07,0.12,0.02,0.24,0.08,0.20,0.07,0.06,0.06,0.41,0.0,0.09,0.11
0.04,0.11,1,0.36,0.18,0.0,0.45,0.27,0.21,-0.05,0.39,0.16,0.40,0.23,0.26,0.28,0.09,0.20,0.22,0.19,0.19,0.27,0.32,0.17,0.10,0.09,0.06,0.25,0.30,0.19,0.24,0.17,0.0,0.03,0.46
0.18,0.22,0.36,1,0.11,0.0,0.44,0.23,0.36,-0.02,0.34,0.29,0.09,0.34,0.12,0.32,0.20,0.23,0.34,0.35,0.29,0.23,0.29,0.25,0.24,0.16,0.02,0.35,0.41,0.27,0.34,0.16,0.0,0.05,0.17
0.05,0.08,0.18,0.11,1,0.0,0.22,0.29,0.08,-0.05,0.30,0.18,0.15,0.15,0.17,0.12,0.07,0.18,0.26,0.07,0.18,0.29,0.21,0.19,0.03,0.05,0.17,0.21,0.34,0.46,0.10,0.39,0.0,0.12,0.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.23,0.25,0.45,0.44,0.22,0.0,1,0.41,0.28,-0.03,0.49,0.13,0.16,0.30,0.36,0.39,0.05,0.45,0.48,0.14,0.46,0.41,0.41,0.26,0.08,0.09,0.00,0.36,0.50,0.45,0.24,0.30,0.0,0.05,0.19
0.08,0.19,0.27,0.23,0.29,0.0,0.41,1,0.20,0.07,0.32,0.12,0.13,0.18,0.15,0.26,0.11,0.26,0.28,0.15,0.20,1.00,0.17,0.10,0.11,0.10,0.08,0.32,0.28,0.23,0.21,0.26,0.0,0.11,0.18
0.10,0.19,0.21,0.36,0.08,0.0,0.28,0.20,1,-0.01,0.27,0.63,0.11,0.75,0.13,0.49,0.01,0.12,0.13,0.65,0.13,0.20,0.55,0.14,0.30,0.12,0.24,0.18,0.26,0.12,0.75,0.06,0.0,0.06,0.20
0.0,0.01,-0.05,-0.02,-0.05,0.0,-0.03,0.07,-0.01,1,-0.03,0.01,0.07,-0.06,0.02,-0.05,0.00,0.12,0.00,-0.08,0.02,0.07,-0.01,-0.03,0.0,-0.00,-0.06,0.00,-0.04,0.02,-0.03,-0.05,0.0,-0.10,0.02
0.01,0.10,0.39,0.34,0.30,0.0,0.49,0.32,0.27,-0.03,1,0.17,0.15,0.30,0.29,0.36,0.07,0.36,0.30,0.10,0.41,0.32,0.33,0.22,0.11,0.13,0.11,0.48,0.41,0.38,0.27,0.23,0.0,0.02,0.29
-0.11,0.15,0.16,0.29,0.18,0.0,0.13,0.12,0.63,0.01,0.17,1,0.07,0.76,0.12,0.42,0.06,0.07,0.12,0.36,0.06,0.12,0.49,0.09,0.30,0.24,0.13,0.18,0.08,0.21,0.70,0.18,0.0,-0.01,0.13
0.02,0.11,0.40,0.09,0.15,0.0,0.16,0.13,0.11,0.07,0.15,0.07,1,0.04,0.11,0.11,0.09,0.30,0.13,0.30,0.05,0.13,0.06,0.02,0.06,0.12,-0.03,0.10,0.07,0.19,0.11,0.16,0.0,0.05,0.27
0.13,0.02,0.23,0.34,0.15,0.0,0.30,0.18,0.75,-0.06,0.30,0.76,0.04,1,0.13,0.46,0.02,0.10,0.29,0.14,0.30,0.18,0.58,0.13,0.02,0.04,0.25,0.31,0.38,0.10,0.84,0.22,0.0,0.06,0.16
0.01,0.22,0.26,0.12,0.17,0.0,0.36,0.15,0.13,0.02,0.29,0.12,0.11,0.13,1,0.13,0.05,0.36,0.33,0.07,0.04,0.15,0.12,0.27,0.11,0.06,0.06,0.19,0.19,0.40,0.13,0.09,0.0,-0.07,0.09
0.08,0.11,0.28,0.32,0.12,0.0,0.39,0.26,0.49,-0.05,0.36,0.42,0.11,0.46,0.13,1,0.01,0.34,0.22,0.50,0.21,0.26,0.53,0.19,0.32,0.09,0.13,0.38,0.28,0.15,0.47,0.21,0.0,0.03,0.22
0.10,0.03,0.09,0.20,0.07,0.0,0.05,0.11,0.01,0.00,0.07,0.06,0.09,0.02,0.05,0.01,1,0.33,0.08,0.05,0.20,0.11,0.06,0.06,0.10,0.04,0.02,0.14,0.06,0.41,0.04,0.09,0.0,-0.01,0.04
0.15,0.32,0.20,0.23,0.18,0.0,0.45,0.26,0.12,0.12,0.36,0.07,0.30,0.10,0.36,0.34,0.33,1,0.23,0.15,0.32,0.26,0.10,0.12,0.08,0.12,0.08,0.25,0.30,1.00,0.13,0.26,0.0,0.07,0.10
0.18,0.06,0.22,0.34,0.26,0.0,0.48,0.28,0.13,0.00,0.30,0.12,0.13,0.29,0.33,0.22,0.08,0.23,1,0.13,0.34,0.28,0.41,0.22,0.09,0.05,0.00,0.28,0.49,0.24,0.15,0.22,0.0,0.16,0.17
0.13,0.12,0.19,0.35,0.07,0.0,0.14,0.15,0.65,-0.08,0.10,0.36,0.30,0.14,0.07,0.50,0.05,0.15,0.13,1,0.18,0.15,0.12,0.20,0.35,0.20,0.06,0.33,0.34,0.06,0.21,0.09,0.0,0.10,0.11
0.11,0.54,0.19,0.29,0.18,0.0,0.46,0.20,0.13,0.02,0.41,0.06,0.05,0.30,0.04,0.21,0.20,0.32,0.34,0.18,1,0.20,0.16,0.20,0.10,0.04,0.10,0.24,0.35,0.34,0.32,0.27,0.0,0.01,0.16
0.08,0.19,0.27,0.23,0.29,0.0,0.41,1.00,0.20,0.07,0.32,0.12,0.13,0.18,0.15,0.26,0.11,0.26,0.28,0.15,0.20,1,0.17,0.10,0.11,0.10,0.08,0.32,0.28,0.23,0.22,0.26,0.0,0.11,0.18
0.04,0.07,0.32,0.29,0.21,0.0,0.41,0.17,0.55,-0.01,0.33,0.49,0.06,0.58,0.12,0.53,0.06,0.10,0.41,0.12,0.16,0.17,1,0.06,0.12,0.08,0.12,0.38,0.55,0.13,0.60,0.16,0.0,0.06,0.14
0.06,0.12,0.17,0.25,0.19,0.0,0.26,0.10,0.14,-0.03,0.22,0.09,0.02,0.13,0.27,0.19,0.06,0.12,0.22,0.20,0.20,0.10,0.06,1,0.08,0.06,0.06,0.14,0.34,0.33,0.07,0.33,0.0,0.01,0.07
