1,-0.02,0.01,0.05,-0.02,0.03,-0.04,0.06,-0.03,0.07,-0.05,-0.02,0.0,-0.02,0.09,0.0,0.03,-0.00,0.02,0.0,0.00,-0.01,-0.07,0.00,0.02
-0.02,1,0.29,0.22,0.36,0.23,0.39,0.29,0.22,0.23,0.16,0.39,0.0,0.53,0.43,0.0,0.38,0.05,0.52,0.0,0.10,0.06,0.31,0.12,0.29
0.01,0.29,1,0.47,0.43,0.23,0.39,0.41,0.38,0.32,0.22,0.18,0.0,0.23,0.57,0.0,0.48,0.07,0.30,0.0,0.21,0.02,0.26,0.04,0.44
0.05,0.22,0.47,1,0.40,0.36,0.37,0.34,0.20,0.26,0.19,0.23,0.0,0.27,0.37,0.0,0.45,0.13,0.24,0.0,0.18,0.06,0.27,0.24,0.23
-0.02,0.36,0.43,0.40,1,0.31,0.50,0.55,0.32,0.39,0.19,0.40,0.0,0.33,0.51,0.0,0.56,0.14,0.38,0.0,0.15,0.07,0.22,0.10,0.36
0.03,0.23,0.23,0.36,0.31,1,0.45,0.36,0.36,0.15,0.07,0.25,0.0,0.23,0.33,0.0,0.31,0.07,0.31,0.0,0.24,0.06,0.29,0.21,0.37
-0.04,0.39,0.39,0.37,0.50,0.45,1,0.42,0.51,0.30,0.23,0.22,0.0,0.35,0.49,0.0,0.47,0.07,0.53,0.0,0.20,0.08,0.38,0.18,0.50
0.06,0.29,0.41,0.34,0.55,0.36,0.42,1,0.46,0.26,0.14,0.50,0.0,0.42,0.44,0.0,0.58,0.04,0.46,0.0,0.31,0.04,0.30,0.14,0.47
-0.03,0.22,0.38,0.20,0.32,0.36,0.51,0.46,1,0.15,0.11,0.36,0.0,0.27,0.42,0.0,0.58,0.02,0.34,0.0,0.33,0.06,0.34,0.16,0.42
0.07,0.23,0.32,0.26,0.39,0.15,0.30,0.26,0.15,1,0.13,0.15,0.0,0.26,0.47,0.0,0.29,0.01,0.24,0.0,0.17,0.09,0.17,0.05,0.20
-0.05,0.16,0.22,0.19,0.19,0.07,0.23,0.14,0.11,0.13,1,0.16,0.0,0.14,0.24,0.0,0.21,-0.04,0.20,0.0,0.09,0.32,0.26,0.07,0.12
-0.02,0.39,0.18,0.23,0.40,0.25,0.22,0.50,0.36,0.15,0.16,1,0.0,0.27,0.37,0.0,0.30,0.06,0.34,0.0,0.14,0.10,0.26,0.39,0.29
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.02,0.53,0.23,0.27,0.33,0.23,0.35,0.42,0.27,0.26,0.14,0.27,0.0,1,0.36,0.0,0.31,0.05,0.57,0.0,0.16,0.04,0.09,0.09,0.29
0.09,0.43,0.57,0.37,0.51,0.33,0.49,0.44,0.42,0.47,0.24,0.37,0.0,0.36,1,0.0,0.54,0.07,0.45,0.0,0.26,0.05,0.56,0.07,0.50
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.03,0.38,0.48,0.45,0.56,0.31,0.47,0.58,0.58,0.29,0.21,0.30,0.0,0.31,0.54,0.0,1,0.08,0.38,0.0,0.27,0.03,0.34,0.02,0.43
-0.00,0.05,0.07,0.13,0.14,0.07,0.07,0.04,0.02,0.01,-0.04,0.06,0.0,0.05,0.07,0.0,0.08,1,0.06,0.0,0.15,0.01,0.01,0.01,0.04
0.02,0.52,0.30,0.24,0.38,0.31,0.53,0.46,0.34,0.24,0.20,0.34,0.0,0.57,0.45,0.0,0.38,0.06,1,0.0,0.35,0.02,0.23,0.13,0.49
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00,0.10,0.21,0.18,0.15,0.24,0.20,0.31,0.33,0.17,0.09,0.14,0.0,0.16,0.26,0.0,0.27,0.15,0.35,0.0,1,0.00,0.10,0.01,0.18
-0.01,0.06,0.02,0.06,0.07,0.06,0.08,0.04,0.06,0.09,0.32,0.10,0.0,0.04,0.05,0.0,0.03,0.01,0.02,0.0,0.00,1,0.02,0.05,0.04
-0.07,0.31,0.26,0.27,0.22,0.29,0.38,0.30,0.34,0.17,0.26,0.26,0.0,0.09,0.56,0.0,0.34,0.01,0.23,0.0,0.10,0.02,1,0.16,0.40
0.00,0.12,0.04,0.24,0.10,0.21,0.18,0.14,0.16,0.05,0.07,0.39,0.0,0.09,0.07,0.0,0.02,0.01,0.13,0.0,0.01,0.05,0.16,1,0.19
0.02,0.29,0.44,0.23,0.36,0.37,0.50,0.47,0.42,0.20,0.12,0.29,0.0,0.29,0.50,0.0,0.43,0.04,0.49,0.0,0.18,0.04,0.40,0.19,1
