1,0.09,0.19,0.52,0.06,0.49,0.0,0.26,0.24,0.15,0.35,0.85,0.40,0.32
0.09,1,0.02,0.03,-0.14,-0.11,0.0,0.0,0.0,0.0,-0.01,0.06,-0.00,-0.04
0.19,0.02,1,0.10,-0.00,0.05,0.0,0.11,0.04,0.08,0.14,0.60,0.24,0.03
0.52,0.03,0.10,1,-0.00,0.43,0.0,0.53,0.09,0.07,0.26,0.63,0.29,0.26
0.06,-0.14,-0.00,-0.00,1,0.00,0.0,0.13,0.0,0.00,-0.05,0.03,0.00,-0.02
0.49,-0.11,0.05,0.43,0.00,1,0.0,0.34,0.04,0.17,0.28,0.42,0.34,0.38
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.26,0.0,0.11,0.53,0.13,0.34,0.0,1,0.03,0.16,0.11,0.28,0.41,0.13
0.24,0.0,0.04,0.09,0.0,0.04,0.0,0.03,1,0.03,0.09,0.22,0.05,0.03
0.15,0.0,0.08,0.07,0.00,0.17,0.0,0.16,0.03,1,0.28,0.21,0.10,0.15
0.35,-0.01,0.14,0.26,-0.05,0.28,0.0,0.11,0.09,0.28,1,0.37,0.29,0.20
0.85,0.06,0.60,0.63,0.03,0.42,0.0,0.28,0.22,0.21,0.37,1,0.42,0.27
0.40,-0.00,0.24,0.29,0.00,0.34,0.0,0.41,0.05,0.10,0.29,0.42,1,0.09
0.32,-0.04,0.03,0.26,-0.02,0.38,0.0,0.13,0.03,0.15,0.20,0.27,0.09,1
