1,0.24,0.07,0.20,0.15,0.11,0.05,0.07,0.39,0.18,0.18,0.18,0.00,0.17,0.35,0.18,0.04,0.38,0.22,0.14,0.22,0.02,0.11,0.13,0.06,0.14,0.10,0.03,0.0,0.09,0.11,0.13,0.0,0.15,0.21,0.0,0.20,0.08,0.01,0.18,0.06,0.17,0.18,0.18,0.38,0.13
0.24,1,0.31,0.36,0.46,0.27,0.14,0.11,0.12,0.24,0.11,0.24,0.03,0.10,0.11,0.22,0.30,0.11,0.43,0.18,0.07,0.18,0.02,0.34,0.28,0.20,0.29,0.06,0.0,0.27,0.11,0.02,0.0,0.46,0.25,0.0,0.16,0.06,0.03,0.22,0.09,0.18,0.36,0.42,0.11,0.09
0.07,0.31,1,0.65,0.69,0.51,0.11,0.53,0.13,0.24,0.02,0.24,0.11,0.29,0.27,0.44,0.40,0.32,0.72,0.11,0.13,0.39,0.06,0.62,0.21,0.26,0.26,0.02,0.0,0.45,0.22,0.04,0.0,0.72,0.30,0.0,0.20,0.15,0.01,0.26,0.21,0.27,0.72,0.79,0.32,0.18
0.20,0.36,0.65,1,0.72,0.51,0.02,0.37,0.09,0.41,0.02,0.41,0.08,0.23,0.26,0.53,0.33,0.51,0.79,0.16,0.08,0.25,0.08,0.60,0.50,0.28,0.16,0.16,0.0,0.45,0.27,0.09,0.0,0.73,0.32,0.0,0.18,0.03,0.03,0.40,0.14,0.19,0.73,0.77,0.51,0.10
0.15,0.46,0.69,0.72,1,0.67,0.11,0.42,0.22,0.36,0.11,0.36,0.10,0.35,0.37,0.56,0.57,0.38,0.94,0.19,0.25,0.37,0.15,0.88,0.34,0.31,0.27,0.12,0.0,0.75,0.30,0.08,0.0,0.97,0.40,0.0,0.31,0.13,0.05,0.31,0.16,0.33,0.80,0.88,0.38,0.15
0.11,0.27,0.51,0.51,0.67,1,0.14,0.30,0.19,0.18,0.03,0.18,0.07,0.27,0.31,0.51,0.36,0.31,0.64,0.25,0.29,0.27,0.25,0.66,0.32,0.22,0.21,0.07,0.0,0.60,0.20,0.06,0.0,0.71,0.35,0.0,0.24,0.16,0.37,0.23,0.12,0.22,0.67,0.68,0.31,0.16
0.05,0.14,0.11,0.02,0.11,0.14,1,0.07,0.04,0.36,0.11,0.36,-0.01,0.00,0.13,0.09,0.09,0.16,0.15,0.25,-0.10,0.14,0.06,0.12,0.02,0.05,0.05,0.02,0.0,0.13,0.13,0.0,0.0,0.13,0.12,0.0,0.09,0.12,0.23,0.01,0.03,0.31,0.09,0.27,0.16,0.18
0.07,0.11,0.53,0.37,0.42,0.30,0.07,1,0.03,0.15,0.09,0.15,0.02,0.26,0.11,0.31,0.33,0.40,0.48,0.10,0.21,0.44,0.10,0.37,0.16,0.17,0.33,0.07,0.0,0.26,0.28,0.06,0.0,0.44,0.22,0.0,0.05,0.20,0.00,0.21,0.17,0.17,0.40,0.47,0.40,0.07
0.39,0.12,0.13,0.09,0.22,0.19,0.04,0.03,1,0.12,0.11,0.12,0.03,0.09,0.41,0.14,0.06,0.29,0.18,0.02,0.51,0.02,0.06,0.35,0.01,0.26,0.02,0.12,0.0,0.13,0.04,0.0,0.0,0.23,0.11,0.0,0.28,0.07,0.02,0.03,0.02,0.12,0.12,0.15,0.29,0.10
0.18,0.24,0.24,0.41,0.36,0.18,0.36,0.15,0.12,1,0.18,1.00,0.09,0.15,0.35,0.36,0.16,0.41,0.40,0.13,0.17,0.14,0.04,0.25,0.17,0.37,0.24,-0.02,0.0,0.25,0.19,0.02,0.0,0.36,0.15,0.0,0.29,0.04,0.06,0.35,0.20,0.23,0.22,0.47,0.41,0.10
0.18,0.11,0.02,0.02,0.11,0.03,0.11,0.09,0.11,0.18,1,0.18,0.02,0.17,-0.03,0.07,0.04,-0.03,0.10,-0.07,0.12,0.07,0.00,0.10,0.02,0.15,0.01,0.10,0.0,0.18,0.08,0.0,0.0,0.15,0.00,0.0,0.13,0.31,-0.02,0.04,0.06,0.35,0.11,0.07,-0.03,0.40
0.18,0.24,0.24,0.41,0.36,0.18,0.36,0.15,0.12,1.00,0.18,1,0.09,0.15,0.35,0.36,0.16,0.41,0.40,0.13,0.17,0.14,0.04,0.25,0.17,0.37,0.24,-0.02,0.0,0.25,0.19,0.02,0.0,0.36,0.15,0.0,0.29,0.04,0.06,0.35,0.20,0.23,0.22,0.47,0.41,0.10
0.00,0.03,0.11,0.08,0.10,0.07,-0.01,0.02,0.03,0.09,0.02,0.09,1,0.01,0.07,0.09,0.11,0.03,0.12,-0.03,0.12,0.06,-0.06,0.10,-0.06,0.07,0.04,0.08,0.0,0.17,0.06,0.0,0.0,0.11,0.03,0.0,0.00,0.02,-0.02,0.13,0.09,0.03,0.14,0.14,0.03,0.19
0.17,0.10,0.29,0.23,0.35,0.27,0.00,0.26,0.09,0.15,0.17,0.15,0.01,1,0.15,0.21,0.33,0.17,0.34,0.06,0.17,0.17,0.04,0.30,0.07,0.08,0.10,0.04,0.0,0.49,0.10,-0.06,0.0,0.37,0.30,0.0,0.14,0.16,0.04,0.12,0.10,0.26,0.32,0.33,0.17,0.08
0.35,0.11,0.27,0.26,0.37,0.31,0.13,0.11,0.41,0.35,-0.03,0.35,0.07,0.15,1,0.27,0.26,0.15,0.33,0.01,0.28,0.15,0.11,0.40,0.10,0.24,0.04,0.11,0.0,0.31,0.10,0.07,0.0,0.41,0.17,0.0,0.33,0.05,-0.02,0.22,0.09,0.09,0.32,0.36,0.15,0.04
0.18,0.22,0.44,0.53,0.56,0.51,0.09,0.31,0.14,0.36,0.07,0.36,0.09,0.21,0.27,1,0.26,0.34,0.55,0.06,0.14,0.20,0.04,0.49,0.16,0.23,0.30,0.05,0.0,0.48,0.39,0.04,0.0,0.59,0.30,0.0,0.31,0.22,0.02,0.30,0.13,0.26,0.54,0.54,0.34,0.20
0.04,0.30,0.40,0.33,0.57,0.36,0.09,0.33,0.06,0.16,0.04,0.16,0.11,0.33,0.26,0.26,1,0.14,0.46,0.06,0.10,0.34,0.05,0.40,0.12,0.14,0.11,0.03,0.0,0.36,0.17,0.00,0.0,0.56,0.27,0.0,0.14,0.05,0.01,0.20,0.12,0.18,0.44,0.51,0.14,0.11
0.38,0.11,0.32,0.51,0.38,0.31,0.16,0.40,0.29,0.41,-0.03,0.41,0.03,0.17,0.15,0.34,0.14,1,0.44,0.01,0.05,0.14,0.03,0.31,0.22,0.23,0.17,0.03,0.0,0.25,0.18,-0.02,0.0,0.37,0.25,0.0,0.08,0.00,0.00,0.23,0.08,0.15,0.27,0.34,1.00,0.09
0.22,0.43,0.72,0.79,0.94,0.64,0.15,0.48,0.18,0.40,0.10,0.40,0.12,0.34,0.33,0.55,0.46,0.44,1,0.15,0.16,0.29,0.13,0.77,0.29,0.29,0.21,0.08,0.0,0.63,0.29,0.10,0.0,0.94,0.49,0.0,0.30,0.11,0.04,0.23,0.21,0.31,0.84,0.94,0.44,0.14
0.14,0.18,0.11,0.16,0.19,0.25,0.25,0.10,0.02,0.13,-0.07,0.13,-0.03,0.06,0.01,0.06,0.06,0.01,0.15,1,0.03,0.08,0.32,0.20,0.13,0.22,0.05,0.08,0.0,0.11,0.31,0.10,0.0,0.21,0.06,0.0,0.02,0.30,0.86,0.13,0.06,0.09,0.11,0.11,0.01,0.18
0.22,0.07,0.13,0.08,0.25,0.29,-0.10,0.21,0.51,0.17,0.12,0.17,0.12,0.17,0.28,0.14,0.10,0.05,0.16,0.03,1,0.04,0.03,0.45,0.11,0.37,0.06,0.06,0.0,0.17,0.18,0.07,0.0,0.37,0.14,0.0,0.07,0.72,0.01,0.14,0.07,0.07,0.15,0.18,0.05,0.09
0.02,0.18,0.39,0.25,0.37,0.27,0.14,0.44,0.02,0.14,0.07,0.14,0.06,0.17,0.15,0.20,0.34,0.14,0.29,0.08,0.04,1,0.01,0.26,0.09,0.08,0.28,0.03,0.0,0.24,0.20,0.00,0.0,0.34,0.08,0.0,0.09,0.08,0.04,0.13,0.19,0.20,0.30,0.32,0.14,0.13
0.11,0.02,0.06,0.08,0.15,0.25,0.06,0.10,0.06,0.04,0.00,0.04,-0.06,0.04,0.11,0.04,0.05,0.03,0.13,0.32,0.03,0.01,1,0.15,0.08,0.11,0.00,0.00,0.0,0.06,0.06,0.0,0.0,0.14,0.14,0.0,0.18,0.07,0.51,0.05,0.04,0.05,0.15,0.16,0.03,0.05
0.13,0.34,0.62,0.60,0.88,0.66,0.12,0.37,0.35,0.25,0.10,0.25,0.10,0.30,0.40,0.49,0.40,0.31,0.77,0.20,0.45,0.26,0.15,1,0.25,0.34,0.20,0.11,0.0,0.69,0.27,0.05,0.0,0.89,0.39,0.0,0.27,0.13,0.02,0.27,0.15,0.24,0.74,0.81,0.31,0.23
