0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1,0.58,0.46,0.0,0.59,0.42,0.0,0.0,0.32,0.46,0.20,0.70,0.62,0.24,0.61,0.53,0.10,0.64,0.47,0.63,0.47,0.34,0.41,0.38,0.34,0.45,0.0,0.0,0.0,0.43,0.13,0.30,0.65,0.12,0.56,0.29,0.28,0.62,0.39,0.17,0.32,0.54,0.19,0.61,0.59,0.44,0.49,0.60,0.24,0.54,0.24,0.41,0.40,0.63
0.0,0.58,1,0.69,0.0,0.68,0.42,0.0,0.0,0.34,0.57,0.27,0.83,0.85,0.14,0.83,0.66,0.14,0.90,0.50,0.89,0.53,0.45,0.45,0.49,0.50,0.50,0.0,0.0,0.0,0.45,0.25,0.26,0.92,0.21,0.93,0.18,0.32,0.85,0.38,0.19,0.31,0.52,0.38,0.87,0.91,0.50,0.43,0.68,0.28,0.70,0.20,0.45,0.39,0.84
0.0,0.46,0.69,1,0.0,0.67,0.43,0.0,0.0,0.27,0.49,0.08,0.66,0.80,0.03,0.76,0.66,0.13,0.60,0.54,0.68,0.52,0.45,0.25,0.55,0.47,0.35,0.0,0.0,0.0,0.33,0.12,0.18,0.80,0.13,0.65,0.21,0.25,0.75,0.30,0.12,0.13,0.33,0.15,0.64,0.49,0.57,0.41,0.53,0.16,0.58,0.10,0.25,0.28,0.78
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.59,0.68,0.67,0.0,1,0.38,0.0,0.0,0.30,0.48,0.19,0.88,0.76,-0.02,0.71,0.62,0.18,0.67,0.76,0.69,0.66,0.47,0.26,0.44,0.48,0.52,0.0,0.0,0.0,0.41,0.13,0.20,0.77,0.18,0.54,0.32,0.28,0.72,0.31,0.23,0.18,0.43,0.31,0.64,0.52,0.55,0.44,0.55,0.24,0.52,0.17,0.26,0.37,0.73
0.0,0.42,0.42,0.43,0.0,0.38,1,0.0,0.0,0.14,0.46,0.08,0.44,0.50,0.07,0.51,0.34,0.11,0.41,0.30,0.46,0.34,0.27,0.15,0.32,0.27,0.19,0.0,0.0,0.0,0.31,0.02,0.11,0.49,0.15,0.35,0.08,0.18,0.50,0.18,0.07,0.19,0.31,0.24,0.43,0.36,0.39,0.31,0.36,0.09,0.38,0.17,0.15,0.26,0.50
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.32,0.34,0.27,0.0,0.30,0.14,0.0,0.0,1,0.19,0.07,0.37,0.35,0.07,0.34,0.20,0.05,0.44,0.25,0.36,0.17,0.30,0.63,0.15,0.12,0.37,0.0,0.0,0.0,0.21,0.40,0.20,0.37,0.52,0.34,0.31,0.24,0.35,0.29,0.12,0.63,0.49,0.25,0.39,0.29,0.16,0.25,0.28,0.11,0.17,0.78,0.63,0.40,0.35
