1,0.02,0.06,0.01,0.13,0.25,0.06,0.14,0.06,0.05,0.30
0.02,1,0.30,0.16,0.09,0.17,0.30,0.23,0.57,0.14,0.14
0.06,0.30,1,0.40,0.42,0.17,1.00,0.18,1.00,0.16,0.14
0.01,0.16,0.40,1,0.13,0.25,0.40,0.48,0.36,0.24,0.34
0.13,0.09,0.42,0.13,1,0.21,0.42,0.22,0.42,0.32,0.13
0.25,0.17,0.17,0.25,0.21,1,0.18,0.41,0.21,0.33,0.31
0.06,0.30,1.00,0.40,0.42,0.18,1,0.20,1.00,0.16,0.14
0.14,0.23,0.18,0.48,0.22,0.41,0.20,1,0.27,0.46,0.56
0.06,0.57,1.00,0.36,0.42,0.21,1.00,0.27,1,0.17,0.24
0.05,0.14,0.16,0.24,0.32,0.33,0.16,0.46,0.17,1,0.29
0.30,0.14,0.14,0.34,0.13,0.31,0.14,0.56,0.24,0.29,1
