1,0.16,0.10,0.13,0.22,0.14,0.18,0.04,0.19,0.06,0.06
0.16,1,0.06,0.34,0.35,0.44,0.32,0.01,0.41,0.24,0.17
0.10,0.06,1,0.12,0.27,0.10,0.30,0.03,0.10,0.04,0.29
0.13,0.34,0.12,1,0.29,0.40,0.30,0.01,0.31,0.06,0.36
0.22,0.35,0.27,0.29,1,0.44,0.69,0.10,0.42,0.05,0.22
0.14,0.44,0.10,0.40,0.44,1,0.54,-0.01,0.48,0.24,0.19
0.18,0.32,0.30,0.30,0.69,0.54,1,0.06,0.33,0.17,0.21
0.04,0.01,0.03,0.01,0.10,-0.01,0.06,1,0.03,0.05,-0.00
0.19,0.41,0.10,0.31,0.42,0.48,0.33,0.03,1,0.19,0.30
0.06,0.24,0.04,0.06,0.05,0.24,0.17,0.05,0.19,1,0.13
0.06,0.17,0.29,0.36,0.22,0.19,0.21,-0.00,0.30,0.13,1
