1,0.42,0.18,0.27,0.41,0.15,0.0,0.18,0.17,0.31,0.17,0.12,0.10,0.34,0.25,0.0,0.27,0.32,0.04,0.0,0.42,0.41,0.27,0.21,0.31,0.18,0.29,0.28,0.30,0.42,0.24,0.32,0.37,0.56,0.21,0.47,0.44,0.43,0.42,0.10,0.36,0.25,0.27,0.36,0.19,0.42,0.09,0.45,0.34,0.22,0.37,0.11,0.38
0.42,1,0.11,0.21,0.18,0.13,0.0,0.22,0.16,0.15,0.13,0.18,0.40,0.17,0.04,0.0,0.24,0.10,0.09,0.0,-0.07,0.14,0.18,0.17,0.16,0.25,0.03,0.23,0.14,0.18,0.16,0.23,0.14,0.20,0.14,0.15,0.36,0.30,0.22,0.20,0.21,0.09,0.18,0.09,0.09,0.27,0.19,0.30,0.28,0.08,0.29,0.13,0.18
0.18,0.11,1,0.08,0.30,0.15,0.0,0.52,0.35,0.11,0.18,0.21,0.03,0.16,0.07,0.0,0.12,0.04,0.06,0.0,0.04,0.34,0.20,0.20,0.12,0.07,0.14,0.20,0.16,0.15,0.36,0.61,0.16,0.20,0.10,0.48,0.24,0.27,0.24,0.03,0.12,0.42,0.38,0.25,0.66,0.19,0.09,0.44,0.22,0.24,0.34,0.41,0.52
0.27,0.21,0.08,1,0.14,0.25,0.0,0.15,0.13,0.07,0.17,0.20,0.06,0.46,0.15,0.0,0.18,0.18,0.05,0.0,0.07,0.27,0.16,0.19,0.28,0.18,0.17,0.43,0.16,0.26,0.26,0.12,0.21,0.20,0.15,0.24,0.41,0.27,0.28,0.21,0.48,0.21,0.20,0.20,0.13,0.47,0.12,0.15,0.22,0.16,0.35,0.15,0.31
0.41,0.18,0.30,0.14,1,0.34,0.0,0.17,0.35,0.18,0.24,0.19,0.08,0.33,0.19,0.0,0.25,0.29,0.04,0.0,0.11,0.43,0.30,0.20,0.16,0.15,0.12,0.27,0.49,0.30,0.38,0.41,0.33,0.51,0.18,0.32,0.44,0.36,0.44,0.11,0.36,0.21,0.49,0.23,0.26,0.46,0.12,0.30,0.39,0.13,0.29,0.17,0.28
0.15,0.13,0.15,0.25,0.34,1,0.0,0.12,0.15,0.20,0.41,0.07,0.21,0.48,0.03,0.0,0.14,0.14,0.15,0.0,0.09,0.30,0.19,0.28,0.20,0.14,0.18,0.47,0.22,0.11,0.27,0.18,0.21,0.28,0.15,0.13,0.38,0.20,0.33,0.13,0.42,0.17,0.23,0.12,0.14,0.37,0.13,0.14,0.36,0.21,0.18,0.21,0.20
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.18,0.22,0.52,0.15,0.17,0.12,0.0,1,0.12,0.16,0.17,0.10,0.37,0.19,0.08,0.0,0.05,0.21,0.12,0.0,0.13,0.26,0.16,0.26,0.38,0.19,0.13,0.18,0.16,0.16,0.35,0.51,0.09,0.13,0.06,0.69,0.17,0.09,0.17,0.03,0.21,0.41,0.44,0.28,0.59,0.20,0.09,0.37,0.40,0.10,0.37,0.27,0.58
0.17,0.16,0.35,0.13,0.35,0.15,0.0,0.12,1,0.19,0.15,0.09,0.05,0.18,0.22,0.0,0.55,0.14,0.47,0.0,0.10,0.11,0.09,0.28,0.28,0.14,0.05,0.41,0.18,0.20,0.13,0.59,0.08,0.19,0.08,0.11,0.21,0.43,0.17,0.03,0.18,0.10,0.13,0.10,0.40,0.26,0.39,0.32,0.15,0.26,0.18,0.16,0.18
0.31,0.15,0.11,0.07,0.18,0.20,0.0,0.16,0.19,1,0.25,0.09,0.08,0.32,0.12,0.0,0.19,0.16,0.07,0.0,0.14,0.26,0.15,0.23,0.15,0.19,0.30,0.31,0.08,0.15,0.20,0.18,0.14,0.17,0.10,0.13,0.21,0.17,0.44,0.06,0.25,0.08,0.18,0.05,0.13,0.23,0.11,0.19,0.24,0.06,0.16,0.13,0.21
