1,0.0,0.28,0.11,0.46,0.57,0.56,0.56,0.17,0.36,0.35,0.23,0.34
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.28,0.0,1,0.45,0.42,0.30,0.12,0.22,0.31,0.38,0.36,0.40,0.38
0.11,0.0,0.45,1,0.26,0.05,0.06,0.13,0.24,0.13,0.17,0.16,0.31
0.46,0.0,0.42,0.26,1,0.30,0.17,0.18,0.36,0.44,0.38,0.70,0.97
0.57,0.0,0.30,0.05,0.30,1,0.79,0.41,0.14,0.32,0.47,0.12,0.25
0.56,0.0,0.12,0.06,0.17,0.79,1,0.69,0.10,0.17,0.21,0.11,0.13
0.56,0.0,0.22,0.13,0.18,0.41,0.69,1,0.12,0.26,0.22,0.13,0.11
0.17,0.0,0.31,0.24,0.36,0.14,0.10,0.12,1,0.13,0.13,0.26,0.35
0.36,0.0,0.38,0.13,0.44,0.32,0.17,0.26,0.13,1,0.35,0.37,0.41
0.35,0.0,0.36,0.17,0.38,0.47,0.21,0.22,0.13,0.35,1,0.25,0.32
0.23,0.0,0.40,0.16,0.70,0.12,0.11,0.13,0.26,0.37,0.25,1,0.68
0.34,0.0,0.38,0.31,0.97,0.25,0.13,0.11,0.35,0.41,0.32,0.68,1
