1,0.35,0.16,0.29,0.23,0.39,0.40
0.35,1,0.13,0.32,0.17,0.53,0.63
0.16,0.13,1,0.16,0.19,0.19,0.18
0.29,0.32,0.16,1,0.19,0.41,0.49
0.23,0.17,0.19,0.19,1,0.23,0.20
0.39,0.53,0.19,0.41,0.23,1,0.74
0.40,0.63,0.18,0.49,0.20,0.74,1
