1,0.37,0.27,0.27,0.31,0.37,0.29,0.20,0.17,0.01,0.18,0.35,0.24,0.27,0.17,0.0,0.08,0.13,0.33,0.40,0.20,0.08,0.0,0.0,0.16,0.30,0.21,0.29,0.21,0.18,0.0,0.26,0.05,0.42,0.06,0.10,0.03,0.12,0.01,0.25,0.34
0.37,1,0.17,0.23,0.06,0.31,0.17,0.21,0.34,0.03,0.26,0.33,0.20,0.24,0.21,0.0,0.08,0.15,0.15,0.32,0.18,0.29,0.0,0.0,0.35,0.29,0.10,0.19,0.25,0.17,0.0,0.12,0.20,0.44,0.03,0.16,0.06,0.03,-0.03,0.38,0.33
0.27,0.17,1,0.38,0.27,0.31,0.18,0.12,0.36,0.09,0.24,0.29,0.26,0.31,0.49,0.0,0.10,0.08,0.20,0.25,0.27,0.09,0.0,0.0,0.10,0.27,0.21,0.24,0.29,0.12,0.0,0.09,0.02,0.33,0.04,0.11,-0.07,0.15,-0.04,0.16,0.15
0.27,0.23,0.38,1,0.19,0.28,0.19,0.30,0.70,-0.01,0.40,0.39,0.25,0.35,0.53,0.0,0.16,0.10,0.16,0.48,0.35,0.13,0.0,0.0,0.12,0.21,0.19,0.50,0.50,0.15,0.0,0.21,0.13,0.39,0.03,0.26,0.02,0.15,-0.02,0.24,0.09
0.31,0.06,0.27,0.19,1,0.32,0.49,0.11,0.14,0.23,0.18,0.22,0.07,0.23,0.13,0.0,0.01,0.09,0.19,0.26,0.24,0.06,0.0,0.0,0.15,0.22,0.07,0.07,0.20,0.16,0.0,0.19,0.20,0.22,-0.03,0.19,0.01,0.19,-0.02,0.26,0.15
0.37,0.31,0.31,0.28,0.32,1,0.25,0.19,0.26,0.07,0.29,0.38,0.21,0.40,0.32,0.0,0.13,0.14,0.34,0.34,0.19,0.08,0.0,0.0,0.14,0.23,0.23,0.40,0.29,0.04,0.0,0.21,0.08,0.46,0.08,0.26,0.06,0.11,-0.04,0.40,0.25
0.29,0.17,0.18,0.19,0.49,0.25,1,0.13,0.17,-0.05,0.20,0.13,0.08,0.14,0.19,0.0,0.03,0.10,0.05,0.34,0.22,0.02,0.0,0.0,0.16,0.56,0.07,0.43,0.26,0.03,0.0,0.22,0.55,0.16,-0.00,0.05,0.02,0.04,-0.02,0.15,0.35
0.20,0.21,0.12,0.30,0.11,0.19,0.13,1,0.20,0.00,0.28,0.22,0.30,0.17,0.29,0.0,0.02,0.15,0.09,0.29,0.22,0.20,0.0,0.0,0.26,0.25,0.12,0.18,0.28,0.06,0.0,0.10,0.02,0.16,0.05,0.17,0.05,0.36,0.00,0.34,0.23
0.17,0.34,0.36,0.70,0.14,0.26,0.17,0.20,1,0.03,0.35,0.24,0.24,0.32,0.46,0.0,0.05,0.07,0.08,0.35,0.33,0.07,0.0,0.0,0.08,0.14,0.12,0.58,0.42,0.15,0.0,0.16,0.09,0.30,0.02,0.16,0.03,0.18,0.01,0.23,0.17
0.01,0.03,0.09,-0.01,0.23,0.07,-0.05,0.00,0.03,1,0.12,0.12,-0.01,0.02,0.16,0.0,0.0,0.09,0.07,0.01,0.02,-0.02,0.0,0.0,0.09,-0.03,-0.03,0.00,0.01,-0.00,0.0,0.05,0.0,0.08,0.0,0.07,-0.07,1.00,0.0,0.02,-0.04
